ano,id_candidato_bd,bens_declarados
2022,1453626,700000
2022,1446306,130000
2022,980897,160000
2022,340761,305000
2022,1004947,180000
2022,582259,123804.28
2022,962339,1278566
2022,813567,13240.41
2022,1277239,25180
2022,1629192,495631.09
2022,1383627,95589.37
2022,343659,15500
2022,209636,245000
2022,1261869,406663.56
2022,1206436,20000
2022,657179,30000
2022,396856,1900000
2022,378677,16370.74
2022,425425,353500
2022,352011,2600762.8499999996
2022,234665,65903045.68
2022,1755781,2029907.21
2022,1424847,38563
2022,1063750,570148.21
2022,321091,665254.05
2022,1774803,1349904.79
2022,282014,260000
2022,1441144,200691.44
2022,214921,202463.33000000002
2022,415231,681040.64
2022,335948, 
2022,1179437,405000
2022,431263,35000
2022,1168902,5278028.08
2022,1109228,224000
2022,631358,100000
2022,1493318,117000
2022,698870,313000
2022,1084460,163127.47
2022,1038790,750000
2022,1115180,510000
2022,654741,2000
2022,475251,508134.01000000007
2022,867718,315000
2022,347092,280000
2022,972072,576783.6799999999
2022,888612,358170.1
2022,1790628,495000
2022,1081425,2327000
2022,633431,127118.19000000002
2022,1622738,69300
2022,1151054,874000
2022,1480742,1143875
2022,1121934,209000
2022,558260,167000
2022,914983,10000
2022,1282818,46000
2022,506714,200000
2022,1025339,18000
2022,875811,840000
2022,1039532,35000
2022,739928,15000
2022,841999,1005368
2022,1185827,1653.62
2022,1407454,11000
2022,767571,300000
2022,328565,500000
2022,1067525,463000
2022,764937,761000
2022,272316,68811.27
2022,775703,500000
2022,1061880,15000
2022,940087,403000
2022,1191341,100000
2022,1214449,49578.5
2022,1690489,126000
2022,744357,821954.4
2022,1619927,371500
2022,439072,334000
2022,671259,284000
2022,369243,6000
2022,1044714,25000
2022,727312,50000
2022,1402676,800000
2022,1727542,115000
2022,879873,499000
2022,825703,28000
2022,952251,261818.91
2022,364271,180000
2022,1666374,150000
2022,155892,9000
2022,1517327,2020000
2022,85168,402766.65
2022,1786399,50000
2022,1522838,3209257.85
2022,834791,175205
2022,1320468,1520140.14
2022,332294,4906013.359999999
2022,1464496,953366.43
2022,383494,173510
2022,283698,721009.72
2022,440921,3421351.77
2022,921453,5880631.39
2022,545423,1161242.85
2022,1416120,4280095.51
2022,715087,249750.49000000002
2022,799802,125000
2022,539140,54828.31
2022,480841,136446
2022,1061532,72511.81
2022,1017316,90000
2022,1282757,270892.24
2022,751324,50000
2022,1698494,214134
2022,1052250,348000
2022,1339832,137000
2022,1010678,1551.46
2022,570503,65000
2022,1777530,190973.28
2022,1157034,300000
2022,112475,3842600.4799999995
2022,1786818,1050000
2022,873569,464537.45
2022,1257140,1909052.08
2022,855936,153150
2022,1457060,20000
2022,836070,203161.56
2022,1393857,2628628.42
2022,778315,402694.87
2022,1370532,428782.51
2022,567911,1245430.12
2022,642650,7760556.590000001
2022,974422,11000
2022,716100,79200.11
2022,1497986,496049
2022,505589,550000
2022,1774398,995949.2
2022,1070805,218278.32
2022,437704,1112000
2022,443245,614684.23
2022,352977,254500
2022,1307156,9150000
2022,1366219,350605.27999999997
2022,1731249,2540229.32
2022,66951,458363.95999999996
2022,1452844,510463.67
2022,1013610,2630161.37
2022,552216,1580000
2022,1523176,668029.3
2022,1094006,861269.4199999999
2022,302621,384243.45
2022,1565236,377608.32
2022,1376429,156368.34
2022,675408,592618.2
2022,440477,1721328.61
2022,673987,950000
2022,67133,2344805.63
2022,889126,8230.4
2022,888442,2363367.45
2022,783723,448471.69000000006
2022,1631052,989000
2022,737801,64000
2022,243671,463200.88
2022,84944,62382.95
2022,658207,94000
2022,921399,3573.12
2022,1566722,754583.71
2022,828638,111000
2022,456160,1063989.67
2022,126989,83443
2022,1803884,4172729.5100000002
2022,440931,173115.00000000003
2022,260671,114500
2022,545792,309000
2022,1122025,6493998.7299999995
2022,369124,400000
2022,1541792,47000
2022,1657059,3370608.35
2022,802438,179007.57
2022,309212,436640.94
2022,176775,250000
2022,745356,100659.08
2022,547491,25000
2022,87616,395000
2022,199921,670000
2022,279702,220046.44
2022,984556,269000
2022,311170,162500
2022,190937,1055030
2022,207649,12000
2022,360077,3616002.35
2022,1639701,50000
2022,1106968,690098
2022,636469,691890
2022,522430,150000
2022,1431467,160982
2022,92017,620000
2022,729346,17110000
2022,269205,140000
2022,1618885,1358265.27
2022,457539,50000
2022,852076,1005992.23
2022,418588,90000
2022,295542,6700444.45
2022,202249,190185.71000000002
2022,850106,1834794.26
2022,1686735,1574121.74
2022,165844,810000
2022,1767425,100
2022,115135,3900
2022,104979,35000
2022,934900,209600
2022,360061,130000
2022,417770,771597.6699999999
2022,181082,290000
2022,1618146,594152.5700000001
2022,1786091,76000
2022,344685,2442931.91
2022,678839,225000
2022,1580581,450000
2022,180875,254290.59
2022,579515,55403.99
2022,382027,285813.54000000004
2022,151961,382778.88
2022,903154,87500
2022,43450,104790.37
2022,497329,11027401.799999999
2022,359420,1734064
2022,294759,1301065.88
2022,334483,1542751.52
2022,92125,3108.17
2022,496446,4131163.8200000003
2022,271637,1495006.76
2022,545844,612847.75
2022,539554,406331.24000000005
2022,691667,367636
2022,130873,3631348.56
2022,738167,354172.94
2022,716689,626415.38
2022,298395,412000
2022,936445,691345.5599999999
2022,693861,500000
2022,346456,10170000
2022,705367,132794
2022,1107302,581800
2022,52727,39469582.27
2022,382646,46000
2022,1788680,220000
2022,502001,40005.57
2022,443869,1035168.41
2022,658358,537901.46
2022,351599,132000
2022,152369,3130308.77
2022,264524,2231976.2299999995
2022,1426361,1780960.9400000002
2022,461814,339000
2022,1235091,100000
2022,161021,738071
2022,964989,1000000
2022,41623,48774.6
2022,1184548,602706.4
2022,824383,992500
2022,1789126,1590000
2022,1783716,13500
2022,47164,421000
2022,248068,217627.55
2022,634097,828045.31
2022,926711,25491627.130000003
2022,1611797,770000
2022,21065,16170272.209999997
2022,869370,200000
2022,660933,280000
2022,167168,20000
2022,1025532,63000
2022,1139601,95000
2022,382583,25000
2022,400607,617300
2022,367731,370000
2022,1712723,37324.92
2022,441542,1502000
2022,258938,316095.3
2022,731264,1624720.95
2022,257693,500
2022,756063,565000
2022,433549,280618.73
2022,1512924,771504
2022,43425,358325.23
2022,59645,3988552.35
2022,298292,1559562.88
2022,1750846,279464.16000000003
2022,341291,888168.77
2022,496170,32603.440000000002
2022,1558147,742840.27
2022,488668,1010000
2022,829376,800000
2022,1359558,1000000
2022,1788611,20000
2022,87475,370000
2022,545471,1000
2022,1053153,33000
2022,238357,970000
2022,1722669,180000
2022,745234,109829.8
2022,1452964,273323.25
2022,685846,238965.84999999998
2022,342586,295000
2022,560247,185000
2022,809541,400000
2022,392999,384603.64
2022,1713395,851555.22
2022,698294,218691.9
2022,6931,1194527.81
2022,1681979,31200
2022,1434104,1823968.5699999998
2022,1780993,1097.45
2022,625092,104832.89999999998
2022,1429571,2991827.37
2022,1723348,102000
2022,742327,100000
2022,766965,2521425.45
2022,209617,704959.69
2022,563746,190000
2022,447819,30000
2022,1578260,375000
2022,712371,285597.86000000004
2022,113181,429074
2022,697787,46309.34
2022,228468,213478.71
2022,164939,370000
2022,241290,665000
2022,85668,402177.11
2022,209946,81037.31
2022,1574328,176065.94
2022,173318,13225000
2022,434263,758000
2022,1275007,27138.36
2022,1360604,834243.29
2022,964613,245000
2022,145894,2407000
2022,1355858,6685.54
2022,1098229,323381.04
2022,1190945,2149750.6799999997
2022,664318,106858
2022,698528,28364
2022,504623,1032177.28
2022,507843,790022.33
2022,534904,3393424.21
2022,1466828,1080220
2022,96502,383019
2022,146366,318300
2022,96947,750000
2022,687460,92846.78
2022,206711,1714691.05
2022,474288,509302.56
2022,1671722,1545000
2022,1270776,1787326.24
2022,418515,958742.28
2022,544482,90990
2022,567952,39272.079999999994
2022,281041,4417074.969999999
2022,614939,102063
2022,1503520,2954871.59
2022,713582,385000
2022,1808652,4190000
2022,457668,270000
2022,1510184,420000
2022,389192,370000
2022,917187,15000
2022,16592,2544618.9299999997
2022,548650,263000
2022,1422619,480000
2022,1175426,72000
2022,1774210,200000
2022,1133082,327679.57999999996
2022,524416,1059008.73
2022,138082,3230000
2022,132286,110905.01
2022,600819,633201.05
2022,995378,1936108.07
2022,1743889,60000
2022,1669089,1035000
2022,180807,80000
2022,795718,35000
2022,621704,1063560
2022,441732,80000
2022,1143059,20000
2022,391693,353000
2022,941334,230000
2022,19427,4500000
2022,538996,1692795.24
2022,130112,1530000
2022,634205,443877.09
2022,1714154,2600000
2022,1167665,1860559.81
2022,227819,841616.58
2022,1129915,155739.99
2022,1363459,120000
2022,1806529,10000
2022,459055,174945
2022,1501399,17373.25
2022,1754456,178000
2022,1764201,590000
2022,60944,1565000
2022,1586228,608.01
2022,1614999,658000
2022,9801,75000
2022,183528,200000
2022,932046,746871
2022,1456282,204274
2022,16537,2012500
2022,309340,90000
2022,183951,300000
2022,1582764,420000
2022,190535,1498278.69
2022,1622284,774000
2022,700166,458106.47
2022,1136885,249176.42
2022,1622114,2226845.8
2022,422522,822706.3
2022,1688539,1343661.2899999998
2022,975817,3383757.9
2022,1523744,1040000
2022,186076,1065177
2022,1553608,47000
2022,664356,958694.76
2022,1304990,348692.5
2022,251353,31070000
2022,1627514,426032
2022,477864,1500
2022,541107,4500
2022,969657,675400
2022,1545133,1540698.21
2022,1386694,37696.65
2022,1457535,800000
2022,287377,555000
2022,395667,34000
2022,350052,12710000
2022,1515780,1220778.13
2022,796545,3125000
2022,1227170,6623901.0200000005
2022,1582198,1908138
2022,513894,1534304.94
2022,846246,699353.55
2022,579130,8774560
2022,478300,1745304.23
2022,399648,506105.33999999997
2022,785344,340000
2022,1797574,174545.98
2022,525917,40000
2022,1476390,27900
2022,558146,102000
2022,147618,35000
2022,1381234,427386.86
2022,1379640,242803.29
2022,209707,165060.62
2022,1665751,42670
2022,192283,932000
2022,1765069,23905.6
2022,670827,15000
2022,1522880,90000
2022,396740,258688.44
2022,440305,992000
2022,316865,1199519.57
2022,144822,620000
2022,192049,770000
2022,1538269,3792689
2022,220424,35000
2022,436671,195322.01
2022,1480698,238000
2022,137658,45000
2022,520421,240000
2022,136903,950000
2022,899937,0
2022,383846,854954.28
2022,1080283,1905000
2022,1520572,510000
2022,266623,30000
2022,895449,455000
2022,227963,9000
2022,1013432,775000
2022,903699,80000
2022,451111,560000
2022,1153879,21500
2022,677746,8000
2022,567598,25000
2022,415409,700000
2022,457161,77912
2022,209261,120000
2022,412430,113000
2022,1370969,365000
2022,814920, 
2022,1603506,717502.69
2022,925632,193495.95
2022,837928,503000
2022,1808537,1394266.7
2022,152724,24178.02
2022,775861,535541.0599999999
2022,743852,36238.96
2022,1118795,324927.45999999996
2022,1633894,429700
2022,675536,18900
2022,1712040,52000
2022,319923,3438609.7100000004
2022,956713,148479
2022,948133,405000
2022,1106770,21000
2022,1105596,49000
2022,632964,930000
2022,1662400,60000
2022,1143335,80000
2022,763596,280000
2022,1368913,24324.5
2022,222748,1450000
2022,1698032,439958.44
2022,379153,660987.6599999999
2022,917674,150000
2022,915451,12000
2022,427759,500619.86
2022,523298,274750
2022,777394,1151382.9000000001
2022,427726,805580.63
2022,1404635,50000
2022,735109,200000
2022,521719,109335.14
2022,1423451,385194.48
2022,44421,810000
2022,1666150,425486.51
2022,1042254,13920
2022,957669,2075231.73
2022,1073704,1167092.4000000001
2022,1492263,541203.59
2022,788562,480000
2022,759174,1781600.2499999998
2022,1753520,30000
2022,319216,2524099.21
2022,1107214,40000
2022,1713894,35000
2022,1186703,115000
2022,1713614,680000
2022,293613,1272060.81
2022,1337727,69937.33
2022,1102760,120000
2022,830374, 
2022,62235,508000
2022,1491523,570000
2022,133839,52000
2022,1107596,3608.5
2022,1334216,1236034.05
2022,1696890,588329
2022,1256741,50000
2022,1381522,26000
2022,1338721,1729974
2022,797605,13000
2022,935913,390000
2022,199880,130000
2022,542012,180000
2022,852605,250000
2022,694509,125000
2022,1160517,785000
2022,743233,587000
2022,1359240,122000
2022,938365,108000
2022,313733,343668
2022,1120489,466500
2022,893842,427360.86
2022,508178,29300
2022,1663834,191370
2022,525819,20536.93
2022,32305,484508.55
2022,954372,250000
2022,778078,2438977.79
2022,423008,993000
2022,1074713,507786.48000000004
2022,1425826,1219099.82
2022,626575,197000
2022,663355,750000
2022,1569525,480000
2022,683133,1285160.4300000002
2022,777455,1282851.87
2022,619252,3804000
2022,640535,293200
2022,54033,2249245.47
2022,627766,546000
2022,1490811,30000
2022,1642290,410000
2022,1714929,729000
2022,686173,1904623.86
2022,824584,430000
2022,918827,350000
2022,1096607,5617935.56
2022,1424515,763500
2022,1678576,3814442.670000002
2022,596270,550000
2022,45347,49000
2022,957736,1045154.69
2022,1099066,132000
2022,271982,45000
2022,1195347,55000
2022,1577280,20000
2022,1549314,125000
2022,400172,50000
2022,964716,311000
2022,200783,60000
2022,31185,255000
2022,1077943,180000
2022,1291886,600555.5599999999
2022,1104028,150000
2022,1255144,160000
2022,1426214,1237820.03
2022,1470090,347753.85
2022,1193142,195531
2022,273189,2600000
2022,1063156,312492.97
2022,747256,340000
2022,17831,1030519.62
2022,835060,175000
2022,1094686,1139287.02
2022,1542838,615565.4400000001
2022,56037,897176.81
2022,1474927,633685.87
2022,138979,118512.88999999998
2022,983090,1029840.46
2022,1500812,6461000
2022,154067,838000
2022,447902,30000
2022,1605220,700000
2022,1134864,96000
2022,352257,1168086.87
2022,272299,110000
2022,1371723,362897.7
2022,1095906,234450
2022,1008870,50000
2022,252158,3813500
2022,1045951,19000
2022,790677,565670
2022,942409,101800.76
2022,1223731,165076.62
2022,256572,4789575.98
2022,1264638,16400
2022,1148954,40000
2022,873845,838894.32
2022,514686,190000
2022,1339980,6597.02
2022,754485,289848.81
2022,21118,126038.2
2022,1648921,244125.16
2022,1408304,553916.0299999999
2022,170649,720000
2022,362972,4257621.82
2022,1093998,62500
2022,119263,771707.9400000001
2022,1018732,285477.46
2022,579341,652000
2022,214364,571272.9199999999
2022,526909,465000
2022,173458,234000
2022,579718,90000
2022,914697,126811.31
2022,959287,80000
2022,614206,252888.83000000002
2022,1063586,677206.27
2022,564502,750000
2022,82276,41000
2022,865287,185000
2022,220759,927774.06
2022,1580987,736640.3200000001
2022,455770,37500
2022,1036207,1010.5500000000001
2022,1563027,6057134.31
2022,242552,80000
2022,1283777,524500
2022,1407763,401000
2022,952301,15500
2022,907964,84000
2022,973757,18929363.05
2022,1020250,150000
2022,1199675,5000
2022,638723,2865184.77
2022,579140,25000
2022,1740143,3330608.62
2022,398475,2767000
2022,141907,40560
2022,1050656,232000
2022,1624064,525000
2022,762425,444997.33
2022,1225653,137400
2022,150463,2523193.1399999997
2022,351920,18621585.46
2022,756882,447455.59
2022,502209,90000
2022,893556,50000
2022,1133296,548119.9400000001
2022,929167,204000
2022,739453,468273.35
2022,575949,150000
2022,1081372,3728248.52
2022,515186,1050076.88
2022,457247,114121.73
2022,57415,1334372
2022,481667,360500
2022,1239686,800000
2022,1037168,250000
2022,428696,849489.1399999999
2022,1366701,150000
2022,1095124,809344.47
2022,265833,147051
2022,1546196,466681.89
2022,1264855,309486.93
2022,1216481,479000
2022,988020,40000
2022,172646,40000
2022,388396,270000
2022,1548548,15000
2022,260644,230000
2022,1012362,70000
2022,698703,790431.38
2022,563642,818.43
2022,1028811,1050000
2022,414296,97000
2022,1012897,12000
2022,880495,50000
2022,734843,10297273.23
2022,670675,96335.89
2022,948467,400000
2022,644164,1437.85
2022,1452119,10000
2022,1103287,409846.50999999995
2022,1553000,80000
2022,527016,117408.8
2022,264409,631000
2022,1770270,831610.61
2022,1339559,130579.54999999999
2022,1056580,794000
2022,1018232,348366.2
2022,527534,745616
2022,145473,615000
2022,970350,289544.36
2022,907841,90000
2022,1139467,850000
2022,1096357,1280000
2022,1254719,656337.3200000001
2022,1277983,920000
2022,1009331,7585.74
2022,234789,805777.13
2022,1222884,54733.11
2022,1408280,107112.92
2022,184416,68000
2022,1228737,731692.89
2022,657504,55000
2022,620354,2000
2022,1144387,1380000
2022,1006283,255000
2022,340505,1343700.98
2022,1180154,14000
2022,567255,350000
2022,728937,220000
2022,789298,170465.08000000002
2022,1347819,393000
2022,1297456, 
2022,1287836,23523.42
2022,716717,192076.07
2022,624851,40000
2022,865735,635000
2022,950042,7000
2022,1337416,80000
2022,774186,516922.85
2022,1772596,55000
2022,1622999,140000
2022,238858,740832.99
2022,509039,540000
2022,1406252,170000
2022,561610,42835.130000000005
2022,406263,40000
2022,634229,300000
2022,515262,1067705
2022,709589,190000
2022,615169,1744857.46
2022,590847,369952
2022,1373564,220455.41
2022,695971,67202.66
2022,1199119,74839.13
2022,240535,90000
2022,699430,160000
2022,1164408,191523.57
2022,1326330,12000
2022,1146626,528000
2022,1321992,80000
2022,1019897,55873
2022,497833,3632075.49
2022,754976,15415530.019999998
2022,59313,629451.53
2022,293852,2329918.17
2022,1154687,1651000
2022,454540,8384340.7299999995
2022,1795236,252365.95
2022,173710,235000
2022,1513526,280000
2022,1355126,1771075.75
2022,1536852,244000
2022,567364,35000
2022,1725061,70000
2022,1385405,100000
2022,1192283,640000
2022,644438,125000
2022,1449432,0.37
2022,1531154,776229.3899999999
2022,989907,180250
2022,1639537,55000
2022,1093880,9359
2022,1398344,5000
2022,953068,285816
2022,1536439,120000
2022,232230,24092.59
2022,1538509,7964396.260000001
2022,1810091,8000
2022,568141,706649.74
2022,1361946,60713.270000000004
2022,579559,15000
2022,1173096,4817762
2022,1809067,400000
2022,350296,200000
2022,231417,298587.2
2022,493873,345000
2022,1377584,20.1
2022,730371,151500
2022,1294436,40000
2022,568089,50000
2022,464351,30000
2022,1171239,19000
2022,924666,0
2022,517472,31715
2022,619809,6700
2022,1710525,23200
2022,1213841,18500
2022,1428853,20000
2022,1801198,35000
2022,324130,10000
2022,1383478,45000
2022,356193,69000
2022,1236112,9165
2022,1807517,8000
2022,1794850,5060000
2022,389835,30000
2022,1413726,300000
2022,1287791,400000
2022,1010291,120000
2022,218447,154000
2022,613813,249897.92
2022,1805836,67589.31
2022,903625,534000
2022,1039164,410000
2022,868037,1430000
2022,1611383,23200
2022,1237319,125582.55
2022,1307957,40400
2022,637054,116227.31999999999
2022,1239446,20000
2022,331362,3132594.2199999997
2022,50009,91507
2022,1175059,903498.12
2022,961411,58248.58
2022,269729,84316
2022,138698,2906273.0300000003
2022,1082083,534087.52
2022,40485,474180.38
2022,396756,85000
2022,1374852,230000
2022,683718,74000
2022,137321,90000
2022,481904,162000
2022,10864,84708.64
2022,769429,51786
2022,1733090,657029.96
2022,1489330,1522000
2022,214732,148000
2022,626431,1096000
2022,611157,49000
2022,1158721,261000
2022,12411,47990
2022,556647,271499.8
2022,1002302,57500
2022,1567918,1132049.76
2022,1535886,574958.71
2022,161422,2198597.1599999997
2022,610489,6946010.51
2022,641762,2346554.1599999997
2022,1613520,743287.46
2022,23405,2060770.81
2022,725141,295283
2022,268693,839816.12
2022,206767,552000
2022,187571,750562.37
2022,1639645,2183176.83
2022,296800,472295.24
2022,251632,925000
2022,342226,40000
2022,1565610,252700
2022,970946,7500
2022,33213,139737.94
2022,1074818,250000
2022,544667,45000
2022,1367861,15001.41
2022,515680,112000
2022,1327419,551000
2022,8985,42000
2022,504563,201849.52
2022,963578,794860.04
2022,205079,105000
2022,1457031,224954
2022,211832,825942.2
2022,1675566,198000
2022,901231,1817000
2022,378913,180000
2022,624487,789858.21
2022,175298,682788.8400000001
2022,1168193,4286132.609999999
2022,798279,109051.7
2022,1075599,1545279.99
2022,491095,107545780.55000001
2022,179410,4090.32
2022,9380,902835.51
2022,1441928,573203.3899999999
2022,135117,119944.67000000001
2022,1478932,65000
2022,1156447,30000
2022,1119831,2000
2022,670635,32000
2022,31428,380000
2022,1579148,768366
2022,378008,30000
2022,1468606,10000
2022,510793,16500
2022,360703,226000
2022,98645,89000
2022,265454,85000
2022,61676,50000
2022,1062527,173831
2022,820467,2000
2022,1432235,65000
2022,778763,446000
2022,164604,107500
2022,980236,252462.1
2022,1636996,133500
2022,1172527,223.74999999999997
2022,750532,500000
2022,861114,153000
2022,1186971,2657.33
2022,53058,9000
2022,1028319,6000
2022,936325,5000
2022,317388,23961.25
2022,241329,1503.36
2022,462616,70000
2022,887170,57000
2022,22623,23544
2022,1137560,50000
2022,1595622,22000
2022,1682861,70000
2022,1300907,77500
2022,966754, 
2022,584966,1165027
2022,1108256,806000
2022,1302402,815642.5599999999
2022,50980,1314498.81
2022,411929,2288000
2022,1339965,121800
2022,937096,1422026.35
2022,722005,319631.73000000004
2022,1334559,22646.21
2022,582850,647000
2022,1597628,169893.6
2022,1628172,1446797.28
2022,1344600,270000
2022,1185963,97080.59
2022,940310,305520.99000000005
2022,873481,2915000
2022,1136601,448000
2022,1341562,178462.84000000003
2022,486122,482500
2022,1620047,50000
2022,1550725,570000
2022,539293,508200
2022,28595,495000
2022,1134078,93997.97
2022,1241383,287000
2022,989463,112482.75
2022,1541072,254295.97999999998
2022,722550,369970.85
2022,530231,3003448.6799999997
2022,760448,1219641.17
2022,1289863,927264.52
2022,1042681,641876.61
2022,747101,974919.93
2022,1390937,46435337.13999999
2022,944261,315821.20999999996
2022,1029128,15000
2022,144839,502000
2022,755035,1127000
2022,588391,2700
2022,1025706,3129939.4699999997
2022,910754,22342526.140000004
2022,336524,305000
2022,1567544,100000
2022,1237632,5000
2022,1007591,836594.7700000001
2022,1272970,6917000
2022,333908,178000
2022,879402,200000
2022,181465,8753932.13
2022,259359,2475253.23
2022,579750,717000
2022,1155545,280000
2022,1238419,3914683.7700000005
2022,1543664,1465305.48
2022,348771,1394027.47
2022,351897,345500
2022,1021827,142000
2022,1107437,322300
2022,824236,37517.32
2022,908335,441141.98
2022,664555,51935
2022,1219032,5500
2022,77056,583562.76
2022,735653,315717.19
2022,406538,145000
2022,1361304,1057784.92
2022,425358,1123678.59
2022,800039,3031090
2022,911885,745600
2022,132918,857929.15
2022,1066769,224235
2022,652362,476226.24
2022,935611,758000
2022,1159691,622505.49
2022,213646,286600
2022,1366188,1110000
2022,334008,1672358.8800000001
2022,1762393,7000
2022,1062694,19805.879999999997
2022,1022086,500
2022,693035,138000
2022,757740,30000
2022,624105,400000
2022,1146140,1134.22
2022,666525,3701881
2022,453915,40000
2022,333123,25000
2022,752037,6569
2022,681414,74500
2022,362071,401967.79
2022,1084604,95000
2022,508435,113500
2022,815885,85305.39
2022,1079517,40000
2022,1632650,125201.76999999999
2022,765666,1017921.76
2022,763051,23000
2022,1054237,300000
2022,265304,347703
2022,1775132,225400
2022,1800828,25000
2022,714324,10000
2022,1602953,750781.33
2022,93403,153333.33000000002
2022,813074,203926
2022,531315,1712865.4
2022,1199777,683205.11
2022,400830,750318.23
2022,1190768,118489.6
2022,526381,1490694.2400000002
2022,1727713,1030047.95
2022,523158,310662.29000000004
2022,592874,136314.64
2022,1243103,1500
2022,979488,79668.93
2022,754850,43017
2022,942442,612000
2022,1041462,215000
2022,803199,316107.76
2022,1537885,180108.74
2022,710556,20000
2022,1809644,1832185.04
2022,342787,203381.05
2022,950441,1023883.6400000001
2022,252936,148116.72999999998
2022,1072673,350000
2022,305287,185000
2022,534622,263000
2022,824724,1825220
2022,815710,20000
2022,959706,51449.67
2022,384216,723669.09
2022,659725,10819856.100000001
2022,1393697,572000
2022,24732,110000
2022,555884,787000
2022,925696,719584
2022,1137859,2763745.7600000002
2022,941119,438905.15
2022,705429,1091852.58
2022,566502,330000
2022,515199,54367
2022,66796,502957.48
2022,801191,190000
2022,622918,1947653.2
2022,464844,227000
2022,1099575,330000
2022,1079124,62000
2022,620299,57250
2022,898699,100000
2022,1061974,181500
2022,1069835,50000
2022,403580,140757
2022,556769,98743.08
2022,1577920,613690.52
2022,1576188,25000
2022,1709386,605000
2022,1298278,85324.04
2022,716429,185480.79999999996
2022,1203276,1122000
2022,277984,2997760.3899999997
2022,54747,1911234.99
2022,696681,334184.47
2022,146554,1041124.2599999999
2022,680268,255000
2022,268086,2178975.67
2022,1480568,229095.00999999998
2022,421281,587084.8400000001
2022,492826,26000
2022,1316648,85000
2022,1166278,246803.99
2022,602713,295131.38
2022,1553911,130000
2022,1123906,763000
2022,1540714,1314944.99
2022,279559,59111
2022,620136,1069382.62
2022,723770,73900
2022,812025,1163349.9799999997
2022,1635426,2850000
2022,1018938,1759952.8100000003
2022,1353913,65000
2022,365473,279390.53
2022,978059,175000
2022,1011966,290000
2022,963261,135250
2022,714491,209000
2022,959430,33459.77
2022,746482,433370.27
2022,802490,10882.5
2022,1043013,54100
2022,831451,641000
2022,1683118,5000
2022,887446, 
2022,312594,2365806.65
2022,1512771,1125166.05
2022,331394,27000
2022,461790,46255.5
2022,721718,47000
2022,146519,660000
2022,1739357,815000
2022,1258645,204400
2022,1099992,40000
2022,405761,169431.14
2022,1019560,161000
2022,1802775,186373.3
2022,1137626,272567.38
2022,1724690,34080
2022,1313578,29000
2022,379789,1134038.8599999999
2022,20025,149500
2022,164043,240000
2022,1357321,123000
2022,599457,20000
2022,1118976,41000
2022,77483,335000
2022,1198739,633000
2022,1218188,233650
2022,695455,245000
2022,954271,58518.65
2022,58812,120328.42
2022,20525,2068458.93
2022,443009,235000
2022,441034,397598.93
2022,612817,952500
2022,578239,2681710.6
2022,655043,15000
2022,1788234,180000
2022,799888,340059.15
2022,1136017,289050.58999999997
2022,1236287,145000
2022,1545810,4009032.84
2022,767789,300077.58
2022,1700099,36806.68
2022,1391851,110000
2022,626930,400000
2022,417022,1200000
2022,1803742,4103750
2022,390196,2121587.1100000003
2022,530018,232284.34
2022,63364,375000.56
2022,1134840,7760.43
2022,525501,2575258.78
2022,953176,330000
2022,1279641,1617913.7399999998
2022,1576911,491.21
2022,460199,840
2022,684637,629695.92
2022,1135906,341607.9
2022,340216,1373685.97
2022,328039,1012836
2022,381781,3072316.06
2022,1205773,3728636.6599999997
2022,644237,1287328.91
2022,360860,744538.0199999999
2022,1523228,183039.68
2022,855267,136164.98
2022,1452279,30500
2022,590903,360000
2022,1208157,1008220.7100000001
2022,1567267,1241237.5999999999
2022,1125173,1425
2022,1418835,185000
2022,509043,456500
2022,1027333,367831
2022,1728005,12000
2022,919442,17603.210000000003
2022,996108,170594.89
2022,486979,3537146.2500000014
2022,533331,154378.92
2022,1100554,24751.74
2022,3411,622664.67
2022,1173278,159000
2022,721824,444533.63
2022,1138763,3662996.43
2022,661251,382000
2022,760655,23644
2022,1496443,32772.18
2022,458002,180000
2022,1108165,5000
2022,1659521,1212
2022,99249,6357.3
2022,262077,52377
2022,722602,755000
2022,613882,23696.1
2022,591519,143078.32
2022,1511260,970000
2022,1308735,200500
2022,657643,1941278.69
2022,1259863,845500
2022,658063,190000
2022,74817,76117400
2022,935046,9000
2022,1073801,2700000
2022,932158,489267.95999999996
2022,474188,608511.14
2022,825461,776
2022,914295,807200
2022,473073,10532059.96
2022,1240198,81000
2022,677500,340000
2022,1188637,155000
2022,197020,864277
2022,1613713,455364.64
2022,223139,2461810.3
2022,97113,986821.6699999999
2022,945507,1179128.8900000001
2022,510351,429071
2022,1087721,930000
2022,1034778,73000
2022,675717,249000
2022,124808,2620000
2022,828235,413000
2022,383177,400000
2022,411897,200574.72
2022,566010,160000
2022,585781,1283000
2022,937630,312000
2022,159054,437000
2022,511226,584757.58
2022,1759546,110000
2022,996323,62100
2022,231852,5000
2022,710174,2952054.0300000003
2022,980885,199279.99000000002
2022,820112,34548.4
2022,607539,760000
2022,1219062,137000
2022,567205,1291239.7
2022,358854,792708.86
2022,1511606,125531.56
2022,868170,60453.8
2022,1052101,134.24
2022,909065,51000
2022,801595,335033.33
2022,768502,751000
2022,861847,229098
2022,1541750,1575244.47
2022,1082392,299200
2022,1275328,1476681.1800000002
2022,990468,90000
2022,291059,130224.87
2022,938176,2719569.42
2022,963290,80000
2022,422238,1128695
