ano,id_candidato_bd,bens_declarados
2022,314116,1979788.1600000001
2022,484917,343015.48
2022,298492,190954.95
2022,1146588,15918337.100000001
2022,1387408,2744568.99
2022,423050,300000
2022,1708304,522000
2022,519620,125000
2022,1610948,1531000
2022,1389910,100000
2022,703684,809809.64
2022,1243136,3148396
2022,1515137,510000
2022,521782,900000
2022,846520,202183.14
2022,270792,588000
2022,377153,89000
2022,679123,135000
2022,653845,14855.919999999998
2022,313974,329000
2022,522451,120000
2022,716917,1114479.8399999999
2022,1012772,620650.25
2022,1472588,184818.61
2022,494500,1000000
2022,106060,75600
2022,245361,2763175.5100000002
2022,277733,420000
2022,904688,300000
2022,1474953,9917969
2022,516058,782000
2022,126495,344145.76
2022,284582,444000
2022,1780035,376444.89
2022,409378,949206.04
2022,1191512,1001711.1799999999
2022,351278,70000
2022,687512,1554445.51
2022,902692,111000
2022,1751468,40000
2022,1496549,243859.9
2022,660474,370000
2022,646747,235000
2022,960118,100000
2022,1360168,103000
2022,790446,116.27
2022,677926,720903.84
2022,39012,58176.14000000001
2022,770074,501.68
2022,1700527,1905000
2022,1168758,599840
2022,789291,4362000
2022,358053,1008000
2022,1023500,12000
2022,1006427,65792.19
2022,155397,350000
2022,115625,5340010.3
2022,432690,80000
2022,645265,100
2022,714997,77850
2022,483318,412650
2022,1001528,890629.32
2022,284727,5108000
2022,1733891,415000
2022,1168311,5000
2022,1438793,5000
2022,1034704,50000
2022,350107,1919093.8200000003
2022,636975,2442
2022,704878,189494
2022,1384641,10332.46
2022,801393,1987990
2022,591783,435000
2022,1712495,1921.55
2022,1807306,12500
2022,1606015,155872.24
2022,894745,250000
2022,1421479,330000
2022,1338,1543000
2022,765312,750000
2022,1521754,396000
2022,836436,672000
2022,1048017,50000
2022,531361,32457
2022,1522821,688377.37
2022,533972,400000
2022,913761,30000
2022,922388,396000
2022,806723,2004019
2022,383294,460000
2022,698455,890000
2022,353051,23000
2022,706624,60000
2022,1509270,90000
2022,1381346,1358000
2022,934034,83230
2022,1746213,122000
2022,1010027,45000
2022,167726,296809.1
2022,656260,540000
2022,686891,64214
2022,1543458,101736.27
2022,501944,462540.69
2022,328172,72769
2022,1366241,62032
2022,490427,338
2022,1378557,1212
2022,211075, 
2022,719289,46000
2022,1809413,160000
2022,425343,300000
2022,164360,400059.32
2022,536149,1212
2022,803490,1110000
2022,88964,100000
2022,651892,1212
2022,1799599,300
2022,729411,28000
2022,1383658,1570000
2022,1104220,11432.9
2022,1153924,1600
2022,238482,450000
2022,716618,15000
2022,51933, 
2022,32183,13.82
2022,162646,800000
2022,278101,519176.69
2022,709264,1000
2022,909875,519830
2022,1800966,80406.7
2022,343860,96000
2022,651879,5000
2022,274549,10000
2022,194852,764437.67
2022,859020,42500
2022,537264,20000
2022,843110,40000
2022,1432427,275000
2022,1640707,92000
2022,1388171,5796785.07
2022,441698,125543.66
2022,843183,379168.20999999996
2022,1432754,174472.62
2022,487690,157144
2022,494441,250000
2022,306497,73000
2022,374928,6734
2022,1614363,56800
2022,479669, 
2022,212918,26000
2022,1626049,300000
2022,490169,559610.2799999999
2022,1157219,10000
2022,513163,4000
2022,941763,494941.85
2022,406004,63363.19
2022,656001,163000
2022,829617,271000
2022,858901,115000
2022,900246,372768.75
2022,500096,20000
2022,873934,1976
2022,1167951,374000
2022,467123,705000
2022,804614,1290000
2022,1793373,8181
2022,1404994,250000
2022,924740,39600
2022,1669859,290000
2022,810515,200000
2022,479876,30000
2022,1750390,972188.53
2022,132029,258000
2022,1032940,145000
2022,1169695,760000
2022,116405,178000
2022,133717,8107722.45
2022,981800,140000
2022,23207,200000
2022,802581,390000
2022,1654131, 
2022,336149,279000
2022,1637837,3084092.52
2022,1075245,783360.3700000001
2022,821195,199896.71999999997
2022,1619873,18000
2022,713898,1350000
2022,1047980,140000
2022,817424,53000
2022,1403851,606166.14
2022,1555185,650000
2022,666575,420000
2022,1375980,389742.9
2022,695366,52790.32000000001
2022,268377,1095000
2022,843468,264298.7100000001
2022,649502,1951938.65
2022,343761,96310.23
2022,620283,451000
2022,625452, 
2022,914057,526500
2022,850496,662195.26
2022,923962,985000
2022,270200,829000
2022,269770,2259000
2022,1713523,117943
2022,997014,18000
2022,1545098,3580000
2022,1748533,12912674.000000002
2022,555590,366559.72
2022,812685,1013404.26
2022,259251,186187.23
2022,856993,194500
2022,655850,30000
2022,379053,120000
2022,1070053,591665.02
2022,1211972,400000
2022,747457,12468.439999999999
2022,651483,175.15
2022,1204351,752000
2022,1013047,2119461.94
2022,975802,2630336.0999999996
2022,1660278,319919.70000000007
2022,1656638,230000
2022,612631,80000
2022,1500357,2277000
2022,893659,429000
2022,11707,300000
2022,294478,265149.94
2022,829079,189236.72
2022,745324,28000
2022,651868,800000
2022,902754,4000
2022,287585,2282138.6199999996
2022,1804543,9625415.89
2022,843502,859339.48
2022,622472,745057.46
2022,163208,55000
2022,1136752,50000
2022,812410,321507.93
2022,766967,310272.19999999995
2022,1735697,1802677.74
2022,795751,7361008.4399999995
2022,6364,2553237.35
2022,1668368,3835000
2022,1736683,115000
2022,937175,7000
2022,1645279,30066.879999999997
2022,1439545,803475.72
2022,379507,1461797.16
2022,725190, 
2022,1090752,261000
2022,1481702,2967183
2022,1673658,108000
2022,496646,1000
2022,1800958,210000
2022,1507233,100000
2022,50606,500000
2022,44775,414884
2022,1404428,600000
2022,851700,270000
2022,684203,316000
2022,1031046,10000
2022,810089,120000
2022,942292,150000
2022,1718868,150000
2022,1677037,50100
2022,1519522,796000
2022,442350,240000
2022,850123,517736
2022,449275,83630
2022,1112109,605365.53
2022,1459230,2750000
2022,1276337,930000
2022,736621,35000
2022,653782,20000
2022,539921,480905
2022,245057,370000
2022,801371,10000
2022,349476,65512.26
2022,1671457,609095
2022,194884,12032.560000000001
2022,1774259,365854.23
2022,1230047,1293451.97
2022,1678447,532246.06
2022,721395,132500
2022,97961,2164443.74
2022,797186,72000
2022,342567,8657.43
2022,89523,10000
2022,714288,28000
2022,1294580,35000
2022,38452,200000
2022,470952, 
2022,936731,389800
2022,863904,140500
2022,1452616,80000
2022,617170,100000
2022,401932,150000
2022,953734,30000
2022,1322642,50000
2022,1610519,445000
2022,1175446,13000
2022,972102,114841.99
2022,748017,8199.31
2022,1180522,10000
2022,226730,700000
2022,1396213,41000
2022,1143637,460000
2022,772820,1084100
2022,1578211,780000
2022,1431909,253053.06
2022,784981,1323500
2022,1204956,750830.9099999999
2022,1807056,45000
2022,1662632,1200
2022,1588297,50000
2022,1076524,25065.55
2022,1044756,141502.53
2022,608733,3000
2022,1781965,252000
2022,928234,636554.08
2022,970772,143500
2022,492842,281353.82
2022,1632375,40000
2022,1144705,257000
2022,521021,14074749.36
2022,56832,297541.04000000004
2022,337648,390327.25000000006
2022,453603,3659187.41
2022,803426,143296.74
2022,250694,50000
2022,456164,49557.07
2022,62120,696906.72
2022,146897,3857223.2
2022,66499,50000
2022,1079714,178044.75
2022,229936,1024274.1099999999
2022,1628261,3325824.19
2022,1680472,758563.4600000001
2022,1065540, 
2022,457392,5726894.62
2022,447126,305264.94999999995
2022,1586949,180468.12
2022,1110713,999400
2022,978753,110787.62
2022,637984,1159759.71
2022,110736,866885.8300000001
2022,1474690,1072254.8399999999
2022,453451,1186218.46
2022,8221,5000
2022,1184670,22857
2022,1394791,2002407.3800000001
2022,825510,976170.9199999999
2022,242326,71928.35
2022,1644561,20000
2022,139986,1192309.26
2022,1586231,482380.38
2022,1671670,3221708.94
2022,104327,3569499.8999999994
2022,83166,845735.17
2022,230606,30000
2022,1442111,80000
2022,692255,1914132.44
2022,317608,450000
2022,473366,367000
2022,722921,141000
2022,770149,85500
2022,587911,5100
2022,1473379,104068.31
2022,1582580,4711000
2022,449525,274000
2022,1123791,100000
2022,468290,489000
2022,977280,200000
2022,1014586,3840285.6999999997
2022,1243531,119388.15000000001
2022,554024,467900
2022,1700616,1965371.8699999999
2022,1135591,120000
2022,67777,3633
2022,626664,4098000
2022,1293259,793291.17
2022,1095574,299398.61000000004
2022,829390,891500
2022,378958,565124.91
2022,1395547,3231234.3200000003
2022,262778,1512460.2400000002
2022,949471,531037.92
2022,939223,1412820.4
2022,508383,799169.69
2022,479417,185000
2022,1622879,143270.40000000002
2022,453070,26000
2022,911199,181750
2022,24106,17120
2022,1434609,596700.3200000001
2022,487650,186461.27000000002
2022,839859,78000
2022,1390407,134172.78
2022,1587502,600000
2022,446461,431051
2022,356419,54815.729999999996
2022,305912,550
2022,299540,471688
2022,1292678,885000
2022,883696,371563.9
2022,1400920,132320.84
2022,1254203,550000
2022,1808342,852552.05
2022,757055,3127073.33
2022,1200661,577935.41
2022,46649,173012.81
2022,1177108,353596.37
2022,1791594,370000
2022,68124,453677.94
2022,117490,405782.76
2022,77818,8010675.029999998
2022,1366912,114577.48000000001
2022,1800027,93000
2022,327754,6000
2022,987376,2000
2022,171538,14890
2022,283201,1500
2022,1424586,160000
2022,435232,15000
2022,307734,83000
2022,1298873,407658.34
2022,681425,35000
2022,1141620,339000
2022,1391367,1462000
2022,1301414,859434.29
2022,1678309,493722.56
2022,1290817,484884.94
2022,195445,70000
2022,111406,238365.51
2022,1779676,290000
2022,967214,256632.77000000002
2022,92230,62032
2022,1798638,111173.28
2022,1217562,274121.41000000003
2022,636646,280000
2022,1667449,79291.6
2022,530245,167000
2022,850285,248500
2022,177874,11000
2022,1500037,28000
2022,1478848,12923
2022,374687,1620330.49
2022,365519,315000
2022,471986,8000
2022,117408,170000
2022,1015530,744551.4999999999
2022,183516,275000
2022,184233,468211.87999999995
2022,217871,12000
2022,48524,601532.75
2022,470696,136000
2022,331809,600000
2022,710207,1140000
2022,879369,1313482.64
2022,1780337,141427
2022,926277,165000
2022,936132,750000
2022,786484,10560
2022,1667159,120000
2022,1672899,17100
2022,178795,362000
2022,534010,39000
2022,1293221,1003144.22
2022,1602540,17509.91
2022,803924,207000
2022,512077,8000
2022,148298,273500
2022,1621371,880000
2022,1200107,300000
2022,158130,98488.19
2022,1230286,1800
2022,514337,370000
2022,1775028,243200
2022,326,2306948.09
2022,1380362,1124800
2022,1056816,10497.56
2022,1036716,693682.3200000001
2022,1553888,159800
2022,1211250,454333.1
2022,1450501,396000
2022,1763650,1929000
2022,996666,158184458.79000008
2022,586550,485000
2022,734085,59290.22
2022,984489,660000
2022,211295,1952610
2022,1807419,419500
2022,1607458,520000
2022,480300,876001
2022,645145,18000
2022,1383936,119990
2022,297665,197553.14
2022,659491,50000
2022,1023081,10233
2022,463911,45118.56
2022,1095324,25000
2022,925735,100000
2022,445665,348924
2022,863835,764000
2022,1048618,20000
2022,294882,50000
2022,348122,90000
2022,726513,44000
2022,880396,913000
2022,1800056,250000
2022,427010,42056
2022,70447,25000
2022,447734,900000
2022,184221,57000
2022,1062244,280000
2022,1599468,10000
2022,1792179,18000
2022,264925,23000
2022,180922,150000
2022,951147,151900
2022,25297,80000
2022,853671,24000
2022,1297046,110000
2022,1801780,15000
2022,1580451,16000
2022,828669,52880
2022,682945,28433.3
2022,1673337,49156
2022,1254008,33000
2022,1791832,80000
2022,636348,2000
2022,1320538,130000
2022,318090,600000
2022,1570762,3000
2022,70978,50000
2022,810380,2850000
2022,875583,209000
2022,22682,2205332.9000000004
2022,664893,2800000
2022,1674274,285510.25
2022,1608713,35000
2022,1559275,1092957.4500000002
2022,1069469,52762.09
2022,791323,341792.92000000004
2022,1609850,406000
2022,311340,11685.16
2022,1684493,33000.76
2022,748124,191000
2022,475113,594497.84
2022,273283,1006933.1900000001
2022,994030,507220.82
2022,818709,2717000
2022,1695195,1168431.48
2022,1631261,1348422.85
2022,124239,237824.37
2022,1769304,370000
2022,701634,630857.8300000001
2022,255237,690000
2022,1573839,212450
2022,681852,510000
2022,46560,50000
2022,656690,486947.89999999997
2022,109808,1737309.23
2022,1723849,1871000
2022,1655424,765000
2022,1808323,9347422.81
2022,1112320,458910.77
2022,791256,200000
2022,559524,1064.93
2022,431358,300000
2022,399179,175000
2022,1633887,2054.7599999999998
2022,201008,65291195.099999994
2022,491405,6000
2022,1699389, 
2022,643378,1095159.03
2022,729536,610000
2022,195951,21000
2022,715972,37500
2022,877077,32000
2022,1289069,4083.48
2022,1776959,132000
2022,1457738,2661000
2022,777567, 
2022,319324,145000
2022,897512,30000
2022,1235599,74000
2022,169511,920000
2022,558488,10000
2022,823083,750000
2022,1247692,400000
2022,197848,490050
2022,1715071,972000
2022,22805,5266731
2022,808099,120990.69
2022,1590775,790375.3999999999
2022,1347932,1100000
2022,1204954, 
2022,583537,1366676.28
2022,117641,1695277.49
2022,61280,120559.14
2022,1389882,4847414.04
2022,1695443,2133746.0500000003
2022,1194767,500000
2022,1603826,2212813.6
2022,1679792,752896.35
2022,68625,130000
2022,1632658,1870000
2022,69602,37500
2022,346215,1910000
2022,1031751,3450000
2022,952861,135000
2022,94435,134789.64
2022,1476835,1302975.54
2022,963197,120000
2022,790011,2135798.47
2022,472486,420686.12000000005
2022,601938,97117.29
2022,1322383,140049.66999999998
2022,704249,1000000
2022,865325,38996.479999999996
2022,284940,275.21
2022,576410,3865028.32
2022,796142,180000
2022,343306,100000
2022,1487492,295000
2022,555489,430000
2022,1744701,65000
2022,1732002,119482.35
2022,7419,415545.2
2022,301888,732058.1699999999
2022,373075,378000
2022,1794762,3430120.17
2022,1677408,7012855.700000001
2022,578202,128639462.9
2022,1232775,498800
2022,1665824,23000
2022,1538100,2433128.06
2022,141254,1400000
2022,100656,12151023.45
2022,32875,16680
2022,650082,150469.08000000002
2022,1274462,2746749.84
2022,1787366,460000
2022,657793,663191
2022,908282,3559000
2022,566639,238000
2022,1091198,61000
2022,1119032,389725.63
2022,1752340,935868.24
2022,1284483,13000000
2022,1753845,38000
2022,892600,400000
2022,1535922,555000
2022,1115645,358000
2022,390049,83220
2022,95541,4851712
2022,675694,470000
2022,1537357,1551255.66
2022,781819,77064788.49
2022,983741,3655755.88
2022,254235,4931000
2022,1771380,799582.56
2022,770993,372248
2022,142521,258460.04
2022,820944,7882
2022,1613695,88000
2022,806953,25000
2022,212223,10000
2022,906503,780000
2022,926605,250855.8
2022,404922,30900
2022,956828,550000
2022,940183,630000
2022,985001,514250.13
2022,377112,1423109.85
2022,791263,150000
2022,670308,40000
2022,596619,1966500
2022,168875,150000
2022,587698,70000
2022,287511,715000
2022,263463,2450000
2022,607569,1360000
2022,950808,180000
2022,1684783,256000
2022,864074,1249200.03
2022,81492,70000
2022,539785,48000
2022,790231,4484316
2022,895059,273858.88
2022,1605874,518000
2022,980101,40000
2022,772741,16524.56
2022,1388295,257913.55
2022,862217,120000
2022,1244152,1290000
2022,1427728,243500
2022,1116419,45000
2022,1335657,98635.59
2022,949474,3143717.34
2022,1045227,190000
2022,957568,550000
2022,1190066,1522771.33
2022,79791,1188900
2022,328467,429700
2022,686503,720000
2022,1335893,380000
2022,1227155,155026.66
2022,1219086,1578806.1799999997
2022,496558,403000
2022,1298992,2860000
2022,923556,54813.340000000004
2022,1395566,231059
2022,957409,10752080.67
2022,742480,70600
2022,505804,164853.8
2022,1099044,117766.66
2022,107940,1952000
2022,1414765,31000
2022,1273061,235333.24
2022,758568,1121632.19
2022,274803,2160283.17
2022,1343515,226821.11
2022,1259435,150000
2022,1088044,64946.35
2022,1320311,163000
2022,107817,2770000
2022,1293581,310998.17
2022,1115895,406721.35
2022,1544493,2950553.8499999996
2022,380501,535198.38
2022,903659,347287.97
2022,630337,505486.17999999993
2022,1239904,9000
2022,1265543,50000
2022,1453772,303347.75
2022,7240,1000
2022,1363024,100000
2022,1061966,49452
2022,331266,543990
2022,1326721,75413.87
2022,107911,150000
2022,1403226,25000
2022,1458326,100000
2022,821863,234500
2022,1568094,2437164.31
2022,693282,1281597.86
2022,1282099,3000
2022,1401289,576000
2022,292821,457537.15
2022,1197313,1322804.77
2022,175789,150694.13
2022,1275936,65000
2022,274965,735000
2022,419105,3005700
2022,576213,699834.8
2022,632052,570798.1
2022,823150,307639.32
2022,893370,963079.9099999999
2022,265499,3277380.6
2022,693576,488107.98
2022,1196958,240000
2022,1371169,31645
2022,757845,499213.97
2022,922126,70000
2022,403166,60000
2022,1216795,48000
2022,738610,12553865.34
2022,1715883,1884854.23
2022,1793492,1433329.7
2022,1238893,58301.97000000001
2022,699665,510000
2022,456163,826437.91
2022,682776,73607.72
2022,885406,2747081.31
2022,1293984,606606.2499999999
2022,222662,1302599.85
2022,1219815,830000
2022,1298727,82000
2022,757864,130000
2022,1060789,82000
2022,851178,573064.81
2022,1370950,704250.24
2022,34612,473000
2022,368211,80000
2022,1364803,3000
2022,1108790,80000
2022,290733,56500
2022,1147432,1190000
2022,599932,665400
2022,1455327,38000
2022,1159357,12000
2022,1332486,211369.99
2022,524797,752931.47
2022,1505737,44000
2022,267747,150000
2022,897444,120000
2022,635795,488339.23
2022,550723,438617.89
2022,1355414,15000
2022,1205696,243884
2022,1166563,300000
2022,542500,261315
2022,1232435,66000
2022,1395797,120000
2022,540865,163000
2022,1095607,885000
2022,1173339,15000
2022,1137711,20000
2022,752686,1540000
2022,498242,80221
2022,1535045,525000
2022,1242928,357989.97000000003
2022,1380438,1300000
2022,393576,2129752.21
2022,712882,15719174.16
2022,754517,52000
2022,1545044,737000
2022,133445,56000
2022,958374,4126717.85
2022,1795276,2893244.6700000004
2022,286012,170000
2022,659977,295000
2022,1123612,32976.12
2022,849977,1588496.02
2022,1614597,332458.3
2022,305343,230000
2022,578668,527500
2022,649674,65000
2022,661148,1034168.3599999999
2022,39199,74700
2022,1000747,21220.42
2022,1801098,186000
2022,601801, 
2022,191816,868540
2022,848044,485000
2022,701173,1950000
2022,1776683,203.13
2022,93076,100000
2022,178317,405000
2022,1607072,1100000
2022,717393,5000
2022,264812,408857.75999999995
2022,1330692,677615.21
2022,453473,344323.14
2022,1038905,501000
2022,574017,125000
2022,838005,91000
2022,937431,2086757.3299999998
2022,1306454,443275.72
2022,355629,1406588.5
2022,342721,207124.18000000005
2022,1475709,4097429.15
2022,1553641,1750000
2022,76448,135000
2022,745492,94998.32
2022,35644,910000
2022,1653802,145352
2022,437820,9773806.020000001
2022,1114004,37328.880000000005
2022,354186,638421.19
2022,379685,648854.7
2022,743914,152000
2022,922851,16134.36
2022,639528,33000
2022,1551440,1253515.0899999999
2022,295229,980300.3200000001
2022,1692770,244754.86
