ano,id_candidato_bd,despesas_campanha
2022,1004628,105770
2022,167257,334156.35
2022,431602,500000
2022,1763695,899681.9
2022,209421,16624
2022,1771078,1014992
2022,607760,16647.9
2022,178455,16652
2022,1628242,16676
2022,309917,1411396.2
2022,138851,33316
2022,1766658,499882.5
2022,37206,126000
2022,307540,1000000
2022,1774428,1016177.6700000003
2022,498593,499999.99999999994
2022,320275,500000
2022,662995,504894
2022,1580665,499317.2600000005
2022,1684276,355016.01000000007
2022,166248,434.55
2022,497455,432.55
2022,1019033,1434.55
2022,1613275,35000
2022,192760,193430.15
2022,193732,49950.36
2022,122922,2549159.39
2022,195073,248998
2022,1655144,999992.9999999999
2022,414999,403032.8
2022,37281,1067
2022,441677,199990.45
2022,950191,698418.2999999999
2022,471605,2117830.500000001
2022,1021894,149975.90000000002
2022,1496100,299891
2022,455537,175000
2022,322106,50000
2022,550144,108967.81
2022,144887,1299667.8
2022,433486,205251.5
2022,884401,55422.25
2022,166907,55500
2022,389613,28984
2022,459818,69000
2022,1580367,69000
2022,471578,55460
2022,566222,55495
2022,192664,29410
2022,122989,335840.5
2022,1139486,214926
2022,1016424,215106
2022,676055,450809.3899999999
2022,973760,149278.46
2022,548499,196861
2022,539455,379916
2022,1289303,185916.90000000002
2022,1449813,600000
2022,9893,1824776.4000000001
2022,122816,9450
2022,762883,1118964.29
2022,255351,31932.500000000007
2022,1432427,34994.49999999999
2022,1431909,30000
2022,1157219,41000
2022,212918,800088.7
2022,406004,1137335.9900000007
2022,1388171,2550106.0999999996
2022,843183,66929.4
2022,843110,149999.99999999997
2022,441698,187825
2022,1614363,30000
2022,829617,45000
2022,479669,339333.76999999996
2022,941763,499918.6500000017
2022,909875,1045020.1100000003
2022,490169,1693956.5000000002
2022,693654,559999.9999999998
2022,343860,79984.9
2022,610085,35000
2022,306497,79990.1
2022,487690,34995
2022,651879,485000
2022,1432754,44500
2022,1640707,50000
2022,969115,79659.85
2022,1626049,152999.30000000005
2022,1744910,25000
2022,513163,2610
2022,656001,80447.9
2022,274549,301238.33
2022,194852,199990.6
2022,816971,109981
2022,494441,349787.81
2022,900246,130000.00000000017
2022,858901,50000
2022,374928,140000
2022,1800966,489893.9
2022,1647102,2245671.629999999
2022,1808578,199909.69999999998
2022,656634,149213.4
2022,1545098,100921.7
2022,379053,110722.92
2022,1504690,49799.659999999996
2022,625452,53124.700000000004
2022,296479,99963.65
2022,975802,2249999.999999995
2022,1713523,199912.40000000002
2022,856993,300000
2022,997014,70000
2022,1013047,2367390.65
2022,465766,50000
2022,1204351,99945
2022,914057,1399702.75
2022,83923,250000
2022,1748533,2529296.019999999
2022,270200,299922
2022,655850,400000.00000000006
2022,985481,399993.30000000005
2022,1805381,50000
2022,811401,78572.45999999999
2022,269770,499999.9999999999
2022,371944,199965.43999999997
2022,1070053,2093250.8299999998
2022,555590,50000
2022,620283,531000
2022,850496,700933.0200000001
2022,1656638,50000
2022,1550970,49995.25
2022,812685,802000
2022,923962,50016.00000000001
2022,651483,100000
2022,1211972,399826.35
2022,1660278,698465.510000001
2022,259251,49986.77999999999
2022,747457,1396510.1599999997
2022,1075245,479089.3
2022,679024,19900
2022,815661,39788
2022,268377,199950.37
2022,713898,39955.33
2022,301676,39980.54000000001
2022,95447,500000
2022,1555185,233700
2022,1409034,19946.35
2022,1047980,90476.80999999997
2022,1631346,44944
2022,343761,120000
2022,394107,49987
2022,695366,129675
2022,1375980,200497
2022,91191,47415.89
2022,1619873,50000
2022,821195,109632.20000000001
2022,1637837,1386295.38
2022,1403851,34891.24
2022,1606305,19987.95
2022,211275,8050
2022,546346,49793.19
2022,863669,39997.33
2022,843468,1197999.7600000005
2022,771467,119920
2022,347956,39840.35
2022,1664968,89999.99999999999
2022,1388200,20000
2022,676606,35000
2022,468194,17551.95
2022,518186,39944
2022,666575,29991
2022,303686,20000
2022,336149,634117.3399999999
2022,649502,132000
2022,817424,40000
2022,1226792,50050
2022,445132,10000
2022,519559,1616047.4399999923
2022,1524016,1897158.0300000003
2022,380868,360154.2299999997
2022,343318,1586460.0000000002
2022,733102,2071509.0500000012
2022,129078,25000
2022,1344420,1828879.9400000004
2022,1556711,1922864.8899999987
2022,650826,210876.55
2022,1388416,237000
2022,1130383,90000
2022,1358075,1835733.1000000008
2022,112128,1832247.3799999976
2022,778804,959656.7900000005
2022,1393114,27602
2022,1806128,1863204.8299999998
2022,656727,25000
2022,625986,230266.79
2022,831630,12389.029999999999
2022,1407303,1543413.37
2022,1025302,278450.2
2022,1488086,2182591.220000001
2022,1177809,149984.91
2022,449852,593860.52
2022,1677973,364688.64999999997
2022,212170,279980.9
2022,1319786,6000
2022,1751928,10000
2022,1671457,9970.9
2022,736621,24922.05
2022,1230047,22150
2022,255589,16922
2022,1459230,120700.56999999999
2022,1519522,119716
2022,850123,400000
2022,449275,20000
2022,1276337,30000
2022,194884,105
2022,801371,50000
2022,1112109,70677.93
2022,245057,4945.8
2022,301535,13973.3
2022,1774259,413538.02
2022,580747,950
2022,97961,36670
2022,1677037,30000
2022,539921,30000
2022,442350,7361
2022,30986,6000
2022,1423545,20000
2022,1678447,10838
2022,751476,5000
2022,150197,10000
2022,585610,10000
2022,1098604,15000
2022,358053,20000
2022,645265,20000
2022,662705,10000
2022,1168311,15000.000000000002
2022,591783,15000
2022,1384641,10000
2022,1034704,189666
2022,963691,30500
2022,115625,393392.9000000001
2022,1733891,239983.69999999995
2022,873513,10000
2022,1023500,250000
2022,1712495,14931.5
2022,1063146,20600
2022,1204956,49967.85
2022,789291,100000
2022,155397,15000
2022,405059,20000
2022,714997,29875.850000000002
2022,432690,49999.99999999998
2022,1606015,19945.4
2022,841652,96888.2
2022,313359,15000
2022,450876,19937.300000000003
2022,350107,170005.4
2022,1006427,15000
2022,1293480,20000
2022,801393,1063259.27
2022,650043,20000
2022,1750327,8625
2022,636975,160222.72
2022,704878,340000
2022,284727,30000
2022,483318,60435.00000000002
2022,1001528,2499124.060000001
2022,784981,25412.569999999992
2022,966789,10000
2022,1522620,49995.9
2022,889266,59872.85
2022,716521,16351.660000000002
2022,1274607,101831.00000000001
2022,37388,32070
2022,1364297,30000
2022,1324596,104383.78
2022,1018827,30000.000000000004
2022,737494,31250
2022,559067,9999.900000000001
2022,1262628,130398
2022,246484,45113
2022,829732,30000
2022,1381346,801341.95
2022,840456,5000
2022,325231,25650
2022,408739,30000
2022,665900,15000
2022,1521754,14999
2022,836436,78000
2022,1010027,10000
2022,765312,342050
2022,1048017,100000
2022,934034,29913.300000000003
2022,806723,50999.99999999999
2022,1522821,1099670.3199999998
2022,694698,99997.20000000001
2022,383294,600000
2022,698455,7328.84
2022,797186,10026.8
2022,167726,147769.5
2022,922320,14955.7
2022,711160,10000
2022,468223,20423.86
2022,1509270,10000
2022,446280,150000
2022,1588297,10000
2022,531361,29996
2022,702802,10000
2022,1485600,99884.90000000001
2022,922388,20000
2022,353051,10000
2022,913761,80000
2022,1746213,14994
2022,688002,10000
2022,706624,30000
2022,533972,199999.9999999999
2022,862541,6885.1
2022,1662094,627955.1000000001
2022,656260,99920
2022,1338,148701.63999999998
2022,1404407,17658
2022,91674,30789.750000000004
2022,170202,19800
2022,1729800,4950
2022,1004054,556192.54
2022,541507,9925
2022,894745,19686
2022,229246,438005
2022,353987,2000
2022,652590,9057
2022,23476,34759.75
2022,1613412,4825
2022,1623470,802250.3499999999
2022,409012,65763.5
2022,83543,1999518.3200000003
2022,349506,45800
2022,1359888,40231.05
2022,1585824,10000
2022,369378,19916.35
2022,1303137,45666.12
2022,1134242,5127.41
2022,478020,1070000
2022,463740,39994
2022,694061,14854
2022,539897,14963.05
2022,157241,40000
2022,1681798,9412.140000000001
2022,529366,5520
2022,421182,4271.95
2022,1600161,50000
2022,1655439,49478.8
2022,1778122,14916
2022,649757,36515.85
2022,972102,7404.2
2022,1175446,425
2022,873807,500082.12999999995
2022,1389910,100000
2022,245361,139135.5
2022,748493,10000
2022,1472588,9990
2022,522232,10000
2022,106060,561891.0400000002
2022,1514164,534471.71
2022,1076213,10000
2022,492978,10000
2022,1231985,10000
2022,846520,1296313.14
2022,1708304,800068.96
2022,1012772,5187.5599999999995
2022,679123,302497.62
2022,933378,10000
2022,653845,8965
2022,724856,2400
2022,1387408,111400.00000000001
2022,703684,1583801.2099999997
2022,521782,10000
2022,1082875,10000
2022,1739762,1500
2022,377153,10000
2022,716917,1116066.3399999999
2022,1610948,4540
2022,1515137,10000
2022,750819,8250
2022,1474953,1500026.3799999994
2022,904688,199910.89
2022,126495,2114059.23
2022,178019,29950
2022,814938,20000.000000000004
2022,284582,30000
2022,1168758,28270.569999999996
2022,899477,30000
2022,1161762,999625.96
2022,790446,30000
2022,770074,30023.55
2022,39012,9511
2022,185553,580
2022,532625,11
2022,769196,7800.35
2022,1106619,1500
2022,648719,8000
2022,1029558,6000
2022,58289,12000.000000000002
2022,910867,12000
2022,1167520,8000
2022,517193,8000
2022,1682463,4850
2022,1615301,7319.02
2022,1067836,12000
2022,307829,6210
2022,696674,6210
2022,1294580,16
2022,314390,15443.34
2022,353627,8000
2022,1722449,802
2022,976958,3382.2100000000005
2022,854595,2112.13
2022,183531,6450.88
2022,231475,3070.04
2022,684203,537.11
2022,1735087,1.83
2022,1800958,500
2022,1543458,12300
2022,842787,26016
2022,501944,4350
2022,661340,10000
2022,1366241,800
2022,1325973,10000
2022,1546381,10000
2022,632992,220600
2022,1222821,11000
2022,135578,50000
2022,816080,7720
2022,448429,39650
2022,864943,49922
2022,531262,50789.51
2022,1681047,100900.04000000001
2022,169224,118780.26999999999
2022,386099,26246.8
2022,678552,30000
2022,120665,9200
2022,1106,420
2022,1150910,3800
2022,838850,74943.37
2022,1460617,3053394.509999994
2022,1050717,10000
2022,838236,203099.99999999997
2022,1372811,9200
2022,1613332,54317.43000000001
2022,449822,5081.75
2022,841487,116956
2022,83951,25600
2022,1093110,45993.8
2022,702233,13800
2022,1208732,839892.7699999999
2022,1735534,12650
2022,341275,18365.199999999997
2022,787396,23915
2022,1030705,104714.40999999999
2022,448712,126899.99999999999
2022,1350103,2283416.8
2022,1735697,3191231.989999998
2022,651868,300000
2022,1439545,77.39999999999998
2022,1645279,1033454.46
2022,766967,3163667.91
2022,6364,3163770.82
2022,893659,150000
2022,745324,150008.32
2022,1804543,2949997.569999997
2022,902754,1199799.9999999988
2022,1703630,44982
2022,1136752,400000.00000000006
2022,287585,3049659.8200000003
2022,1500357,1524366.5799999998
2022,612631,2991171.7499999995
2022,937175,299999.99999999994
2022,622472,2798472.490000001
2022,1668368,50000
2022,1736683,150000
2022,843502,3081189.56
2022,812410,700100
2022,11707,1002121.2000000012
2022,725190,1001972.4500000002
2022,379507,1039993
2022,1481702,3034248.68
2022,1561470,199516
2022,829079,203994
2022,163208,100000
2022,294478,2186588.68
2022,460071,500062.9999999999
2022,524917,300000
2022,795751,2881967.779999999
2022,1090752,898633.8200000002
2022,1796279,2799979.13
2022,660474,2491374.8999999985
2022,1360168,203794.03000000003
2022,687512,228926.53000000003
2022,351278,74982.6
2022,409378,74978.8
2022,646747,199967.45999999996
2022,124975,99931.64999999997
2022,1780035,299791.52000000014
2022,677926,2249833.31
2022,960118,50000
2022,1496549,123731.18000000002
2022,904810,47361.3
2022,516058,81799.99999999999
2022,1191512,79231.95
2022,674100,120000
2022,1700527,74997.72
2022,226078,49999.99999999999
2022,143612,85541.03000000001
2022,1219470,75421
2022,779123,39329.32
2022,75013,25511
2022,227493,47991.13
2022,341419,25331.36
2022,347080,15619.61
2022,161324,147991.13
2022,803144,187090.46999999997
2022,979472,11072
2022,1114978,28009.89
2022,648709,57100.15
2022,1641851,44074.740000000005
2022,664411,25574.25
2022,882059,25824.6
2022,748893,25574.25
2022,493527,25573
2022,677224,10935.77
2022,244583,47991.13
2022,1613030,58993.98
2022,336061,12420.3
2022,672770,47966
2022,867130,31422.260000000002
2022,485814,26003.98
2022,1633115,146606.65
2022,1719941,16510
2022,1799599,339638.35
2022,346096,1500
2022,211075,4800
2022,810374,25000
2022,162646,15000
2022,1018273,28900
2022,536149,25841.95
2022,490427,19412.559999999998
2022,1153924,25000
2022,1809413,10000
2022,729411,10000
2022,99778,10000
2022,164360,29983
2022,716618,9990.1
2022,709264,20000
2022,278101,360349.64999999997
2022,706912,2174353.9099999997
2022,314116,1999726.7799999977
2022,33535,2049472.5299999989
2022,298492,1785233.8999999783
2022,340733,569963.6
2022,468173,704999.9999999999
2022,1146588,2027633.2499999932
2022,484917,600000.0000000001
2022,1031073,450010.10000000003
2022,1511733,450000
2022,792385,1250
2022,1626940,2221206.759999987
2022,1541627,2003079.55
2022,528494,1668602.5300000021
2022,479286,68999.02
2022,1402750,3049963.9999999977
2022,1240602,2934620.349999999
2022,1618526,1749782.2600000012
2022,238303,20000
2022,896309,20000
2022,1666266,20686.32
2022,486086,19999.999999999996
2022,1690346,70811
2022,957217,150024
2022,1618373,149999.66
2022,563204,415934.14
2022,816253,37500
2022,311953,37491.95
2022,107667,19999.74
2022,705325,16
2022,217381,19949.9
2022,790576,301453.1
2022,532853,37500
2022,1085786,37572
2022,1200291,20000
2022,577362,1100323.6399999957
2022,1653796,20017.6
2022,431988,20000
2022,646889,654827.5000000002
2022,1696274,429995
2022,896816,37500
2022,628545,17890
2022,1052042,106070
2022,873934,169999.99999999997
2022,116405,20049.1
2022,479876,55000
2022,1032940,64463
2022,304966,20000
2022,981800,350019.2
2022,907890,50000
2022,802581,169885.09999999998
2022,1339967,20000
2022,997375,20002.9
2022,1169695,58745.85
2022,23207,40000.009999999995
2022,443363,22580.65
2022,133717,49999
2022,1705599,45000
2022,1167951,340000
2022,395101,20000
2022,1067053,80000
2022,467123,35000.00000000001
2022,810515,40000
2022,664162,49942.45
2022,915062,20000
2022,1404994,71383.93
2022,132029,60448.8
2022,924740,73600
2022,1793373,120086.49999999999
2022,1750390,983000
2022,1624358,100000
2022,1022145,35000
2022,602375,40000
2022,804614,65999.95
2022,529158,179880
2022,1669859,20000.000000000004
2022,1071456,20000.000000000004
2022,1099394,74030
2022,1654131,5235
2022,863904,139.79
2022,1578211,21.95
2022,663667,200000
2022,1322642,150000
2022,772820,10000.01
2022,834100,349825.9
2022,953734,201450.21
2022,1618706,358700
2022,617170,6000
2022,913486,340356.24000000005
2022,1610519,999.5
2022,298390,200000
2022,1143637,206
2022,692255,998388.5000000001
2022,706136,99740.75
2022,473366,819363.3500000003
2022,449525,229804.90000000002
2022,1123791,64945.02
2022,750102,50000
2022,722921,508762.69
2022,449369,803100
2022,1473379,269677
2022,909473,129922.4
2022,770149,204835
2022,587911,266264
2022,468290,49987
2022,230606,49968
2022,1442111,49912.85
2022,1015530,808030.3699999995
2022,879369,1089690.2500000002
2022,926277,399514
2022,618686,202160.15000000005
2022,1586892,199811.9
2022,183516,298931.18
2022,48524,162341.82
2022,331809,100000
2022,1322698,50014.9
2022,470696,99952.9
2022,184233,99575
2022,217871,15000
2022,710207,929118.52
2022,116265,99999.98000000001
2022,1510784,69249
2022,825510,238567.3
2022,1394791,988983.6700000003
2022,110736,1420419.0599999998
2022,453451,1322347.2799999998
2022,8221,35000
2022,1474690,1525066.7900000007
2022,1644561,58117.470000000016
2022,978753,297959.99999999994
2022,104327,1212794.3599999999
2022,1671670,1358691.1600000008
2022,1073155,53492.25
2022,1380362,1506086.2700000005
2022,242326,69750
2022,349922,24963
2022,973073,2000
2022,83166,272035.41
2022,1184670,113554.53
2022,1586231,165545.07
2022,1230868,32391.35
2022,1798638,47023.00000000001
2022,1217562,65500.3
2022,111406,2309946.380000001
2022,1779676,507289.4999999999
2022,243036,31955.2
2022,1678309,871877.7200000002
2022,1301414,2047212.4700000004
2022,92230,267181.5
2022,636646,67131.42999999998
2022,1599494,62689.439999999995
2022,1298873,1799964.9100000018
2022,681425,50607
2022,1391367,134365.49
2022,1667449,52277
2022,59251,12400
2022,1062244,120000
2022,113285,120000
2022,65156,12500
2022,366044,12498
2022,1792179,12500
2022,1041479,384976.3
2022,184221,12989
2022,695317,40000
2022,513103,298916.44
2022,984489,50000
2022,1807419,151616
2022,814356,40000
2022,297665,220352.24999999997
2022,211295,260800
2022,480300,1293804.0999999999
2022,586550,29910.81
2022,486961,85000
2022,996666,2928808.93
2022,1607458,195696
2022,431746,49916
2022,974610,10000
2022,1095846,8500
2022,243680,70000
2022,645145,40000
2022,1383936,10000
2022,524643,10000
2022,590854,28600
2022,734085,12008.36
2022,453070,8351.3
2022,1587502,259138.15
2022,1390407,649343.33
2022,919050,38129.99999999999
2022,469263,46500
2022,178795,22856.649999999994
2022,164473,22500
2022,1156711,22648.52
2022,1667159,22857
2022,509509,22857
2022,1266337,22840
2022,802481,22000
2022,447734,22826
2022,936132,21983
2022,967411,22516
2022,1519760,12387
2022,213582,21968
2022,556548,22638.95
2022,370996,22000.000000000004
2022,786484,21967
2022,1644618,22800
2022,863835,10796
2022,1048618,69900
2022,547499,20000
2022,1023081,52000
2022,736387,16800
2022,1304922,25000
2022,445665,69928.01000000001
2022,1507143,20000
2022,925735,42072
2022,463911,30000
2022,875498,20000
2022,1095324,15380
2022,348122,85280
2022,294882,23059.25
2022,73379,20000
2022,1214346,10000
2022,512340,6166
2022,1801780,3850
2022,117490,1252216.7000000004
2022,1366912,661754.7000000001
2022,1791594,544924
2022,757055,796654.08
2022,46649,1800
2022,1177108,1094316.7600000002
2022,1132586,2100
2022,1400920,3500
2022,1254203,2531050.690000002
2022,77818,419716.1400000001
2022,883696,1385782.09
2022,128812,3500
2022,68124,2121765.46
2022,1582590,2303698.7800000003
2022,260752,705678.6000000001
2022,875583,70000
2022,827949,99852.75
2022,22682,2176493.640000001
