ano,id_candidato_bd,despesas_campanha
2022,970350,499951.5400000001
2022,279555,79969
2022,1009331,709999.9999999999
2022,198709,99984.6
2022,60603,60000
2022,272299,5522
2022,1602769,5522
2022,1098521,124954
2022,240535,24240.35
2022,1373564,555050.7400000003
2022,1146626,2655672.4899999914
2022,1684148,29811
2022,1275718,300000
2022,1019897,50200
2022,699430,100000
2022,887028,38200
2022,1095906,148661.5
2022,235867,157550
2022,1298047,10000
2022,1014605,191300
2022,1264638,9950
2022,230483,122980
2022,256572,1454478.8499999999
2022,1223731,100
2022,1562840,35268
2022,459387,37800
2022,700349,75000.02
2022,942409,50600
2022,1371723,2754800.000000002
2022,1045951,258155.96
2022,1008870,115354
2022,790677,220000
2022,252158,595470
2022,508053,278420
2022,1309121,9510.8
2022,1377584,600
2022,1624064,2487862.9400000004
2022,398475,45414.99999999999
2022,383856,186406.28
2022,973757,232983.9
2022,1199675,53857
2022,762425,60378.16000000001
2022,638723,2717292.1799999997
2022,1407763,1500
2022,1563027,35000
2022,1050656,2217473.469999998
2022,1225653,38591.310000000005
2022,141907,158640
2022,1740143,4000
2022,1179625,32
2022,496533,1500
2022,907964,5790
2022,1283777,10946.64
2022,643456,41204
2022,873845,2860363.3299999977
2022,267356,10000
2022,952982,3000
2022,308600,3000
2022,389835,2000
2022,303807,2000
2022,948028,3000
2022,641873,2915.79
2022,1797746,2750
2022,1515912,2000
2022,789676,3000
2022,925158,2993.2
2022,1634971,2000
2022,996557,3900
2022,1538509,104989.72000000002
2022,1398344,5000
2022,1361946,4000
2022,1810091,416.35
2022,1093880,2500
2022,1173096,12000.55
2022,1183589,2000
2022,1075526,3000
2022,232230,17890.6
2022,953068,10000
2022,989907,1000
2022,1273080,23522.12
2022,352257,19991.13
2022,1605220,1130.2
2022,74374,36190
2022,447902,275.15
2022,1167257,50000
2022,1344024,69315
2022,633983,39489
2022,931491,171730.2
2022,1256758,285916.2
2022,1226544,20000
2022,356193,10000
2022,1236112,3000
2022,1326263,18000
2022,1432822,2000
2022,1213025,3000
2022,1594619,5000
2022,454540,2829295.249999999
2022,1795236,472680.95999999996
2022,700560,200000
2022,754976,3177016.35
2022,1138626,249974.81
2022,173710,2863585.01
2022,1154687,1781098.4499999997
2022,1536852,99952.8
2022,497833,1076987.0299999998
2022,59313,2605825.5299999993
2022,1513526,79950
2022,1355126,2782734.489999999
2022,293852,1052205.7200000002
2022,567061,79854.9
2022,119263,2956
2022,914697,149640
2022,362972,879734.7
2022,1130387,1218759.3900000004
2022,1081372,2545982.33
2022,1039164,149950
2022,756882,425255.51
2022,1133296,786658.6700000002
2022,428696,1985650.7999999986
2022,929167,1216749.7800000003
2022,739453,1139172.69
2022,457247,860000
2022,150463,3296681.3999999994
2022,1502756,323000
2022,45684,1219916.79
2022,351920,1722220.9999999984
2022,1239686,1827205.9999999998
2022,1565683,366999.43
2022,1805836,1050300
2022,1037168,838000.0000000001
2022,502209,1229928.6400000001
2022,57415,1326397.7899999998
2022,481667,1448737.6800000002
2022,1366701,635144.2100000001
2022,515186,1559819.62
2022,1095794,244796.27
2022,575949,600075.54
2022,1339980,134673.79999999996
2022,21118,442357.9999999999
2022,175973,176023.13
2022,903625,1200
2022,155113,40000
2022,1207446,15000
2022,1281392,2000
2022,754485,188949.49999999997
2022,514686,95659.31
2022,817443,240000
2022,669529,80000
2022,262161,600
2022,1071471,190000
2022,1148954,114925.06999999999
2022,1199119,379964.4
2022,1120518,74419.89000000001
2022,1164408,106176.91000000002
2022,590956,15659.609999999999
2022,1404125,104713.15999999999
2022,417175,29995.7
2022,1326330,16400
2022,1377661,58724
2022,912225,16442.59
2022,1346051,41444.41999999999
2022,1321992,110914.22
2022,695971,223360.56000000003
2022,218447,24841.489999999998
2022,1319239,104646.06999999999
2022,1398949,36744
2022,1297495,111296.96999999999
2022,590847,15659
2022,1006812,9920
2022,1407436,120242
2022,519165,10000
2022,265833,40000
2022,912573,30000
2022,1038517,30000
2022,653858,30000
2022,1095124,9982.44
2022,719499,29970
2022,99050,10254.029999999999
2022,1690425,4999.999999999999
2022,1303803,6114
2022,1264855,109922.3
2022,1034870,188862
2022,631120,89999.99999999999
2022,1546196,19400
2022,1082423,120000
2022,771091,40740
2022,1216481,58652.99999999997
2022,1580987,2973900.4999999986
2022,1063356,1000
2022,63414,7982
2022,1028811,118000
2022,225874,105430
2022,1012897,1299989.2999999989
2022,948467,125000
2022,708514,119999.99999999999
2022,260644,72250.00000000001
2022,194665,199993
2022,988020,1400000
2022,1434480,61060.990000000005
2022,1680063,50000
2022,442453,100000
2022,414296,65293
2022,172646,140326
2022,698703,461989.31000000006
2022,256457,99515.3
2022,388396,197838
2022,1012362,199924.90000000002
2022,670675,150000
2022,563642,128141
2022,734843,2373647.7599999984
2022,1548548,102400
2022,1490314,194600
2022,142063,100000
2022,880495,202479.99999999997
2022,591794,433276.55000000005
2022,1040524,158642
2022,1770270,350000.00000000006
2022,459963,49965.249999999985
2022,644164,230527.85000000006
2022,596225,49997.030000000006
2022,527016,19661.58
2022,1339559,3169982.4400000004
2022,1197882,154483.60999999993
2022,449308,50000
2022,264409,53112
2022,1368400,59016
2022,1056580,3117513.8
2022,1452119,298767.94999999995
2022,1553000,4992.1500000000005
2022,66189,60123.89
2022,901231,253316.30000000002
2022,205079,45144.22
2022,963578,2504999.9999999995
2022,1325444,52757.2
2022,1083409,297791.11
2022,1675566,74596
2022,556602,53219.119999999995
2022,1457031,60643.9
2022,800920,43094.11
2022,378913,20513.82
2022,211832,30363.079999999998
2022,610489,2907458.3399999985
2022,641762,2055408.68
2022,1535886,3017484.8199999984
2022,1613520,1072311
2022,23405,2506086.939999999
2022,1235279,1309818.86
2022,1567918,404732.7099999998
2022,856943,1009682.5400000002
2022,161422,499957.0799999999
2022,544667,79913.84
2022,515680,80669.04999999999
2022,1367861,22814.9
2022,8985,49999.99999999999
2022,504563,1106615.71
2022,1327419,40234.8
2022,817541,49998.799999999996
2022,179410,287939.29000000004
2022,9380,1110088.39
2022,175298,2683381.710000001
2022,1075599,1668783.8300000012
2022,624487,1468469.58
2022,1478932,145988.30000000002
2022,135117,286676.91
2022,1441928,1813792.9799999988
2022,1168193,348870.64999999997
2022,1000334,67089.06
2022,1153866,45574.600000000006
2022,1240000,14837.74
2022,1074818,48350.2
2022,33213,14837.74
2022,278053,43578.1
2022,1319107,95000
2022,1565610,14837.74
2022,599801,43578.1
2022,1193541,14821
2022,704059,6700
2022,1156447,6700
2022,1119831,16664
2022,670635,16666.67
2022,378008,1700
2022,848768,15000
2022,676887,115241.95999999999
2022,396756,120000
2022,1374852,115000
2022,342845,44985.56999999999
2022,683718,99923.77000000002
2022,265271,70000
2022,426765,33000
2022,573217,128000
2022,861114,500
2022,462616,2090
2022,908441,14000
2022,456611,14000
2022,1025209,20020
2022,1615320,9000
2022,769429,19936.999999999996
2022,1733090,1493850.3400000005
2022,641424,37000.7
2022,1489330,5000
2022,1307017,19178.5
2022,10864,23838.88
2022,481904,44783.50999999999
2022,137321,19300
2022,265454,14545.6
2022,1062527,10000
2022,820467,15000
2022,61676,2458.4
2022,1129876,15000
2022,510793,13835
2022,533474,15000
2022,98645,6750
2022,868037,70308.67
2022,1237319,8056.2300000000005
2022,1611383,3937
2022,637054,4443.48
2022,1004819,21700
2022,1307957,11523.249999999995
2022,1099785,14000
2022,1080069,10000
2022,22623,20000
2022,1188135,40000
2022,1387229,29994
2022,1137560,40000
2022,1595622,20000
2022,1682861,5000
2022,137286,24999.430000000004
2022,491095,1047981.0700000002
2022,798279,79998.70000000001
2022,961411,2120668.5300000007
2022,269729,514130.1899999998
2022,1122522,424660.02
2022,50009,893104.5400000005
2022,40485,2366975.3299999996
2022,1082083,250036.26999999996
2022,138698,1516540.3100000003
2022,1175059,755857.9200000003
2022,331362,596135.5999999999
2022,1239446,1275466.8300000005
2022,1207298,79916.69
2022,1579148,41849.35
2022,31428,30891.2
2022,1468606,65385.89
2022,953207,75000
2022,1193687,60262
2022,1779800,134989.60000000003
2022,980236,49998
2022,1636996,135000
2022,841788,69949.3
2022,268714,54806
2022,187571,1844415.4500000011
2022,342226,122815.55
2022,725141,399975.75
2022,296800,1816205.08
2022,1236210,249137.33
2022,268693,2588248.459999998
2022,206767,224918.43999999997
2022,1639645,2017260.030000001
2022,251632,445979.80000000005
2022,1610757,119785.86
2022,12411,18383.5
2022,626431,539370.5
2022,611157,3336.8499999999995
2022,174491,1499947.9900000005
2022,204227,1600
2022,502296,2897
2022,585209,2424
2022,556647,1300214.6299999997
2022,214732,50001.30000000002
2022,1158721,3019248.250000001
2022,1002302,20110
2022,1172527,14525.9
2022,750532,41212
2022,1067685,1123843.42
2022,11426,643925.47
2022,945096,49275.26
2022,723579,29022.95
2022,1582944,965189.0000000001
2022,1064349,29999.999999999996
2022,192592,2011375.6800000002
2022,518918,458768.0999999999
2022,993006,149998.15
2022,733214,376853.86
2022,1027319,49992
2022,294504,450015.26999999996
2022,1298144,90050
2022,745867,33800
2022,1315391,150000
2022,1275436,109906.42
2022,495884,71496.39000000001
2022,285262,420296.1500000001
2022,746678,24000
2022,916668,18450
2022,814233,56200
2022,505754,599401.9700000001
2022,1003584,20390
2022,768088,23800
2022,754345,299912.84
2022,927737,300000
2022,464054,41748.61
2022,1756617,499420.0099999998
2022,1007591,1170191.9799999997
2022,1310450,150000
2022,1541072,304000
2022,879402,209969.90000000005
2022,1042681,2923421.490000002
2022,944261,200000
2022,1237632,503843.72
2022,747101,403100.00000000023
2022,1390937,1602097.3700000003
2022,1081682,234795.42
2022,333908,99928.98000000001
2022,588391,599282.0900000002
2022,283227,2045269.53
2022,1159672,603422.2
2022,144839,508107.2199999999
2022,1029128,100000
2022,1567544,1175669.8800000004
2022,336524,210684.54
2022,989463,324000
2022,181465,2284503.7900000005
2022,1272970,2049656.2299999981
2022,1089513,510000.0000000001
2022,1241383,200379.88
2022,530231,49317
2022,760448,1967471.2500000002
2022,1289863,239995.40000000002
2022,910754,638000.0000000001
2022,755035,541119.9400000001
2022,1025706,3159984.56
2022,1028104,199187.33999999997
2022,919442,50102.29
2022,3411,85833.14999999998
2022,760655,20000.000000000004
2022,262077,55000
2022,1167923,119958.6
2022,1806473,19999.980000000003
2022,996108,39806.44
2022,1496443,29917.270000000004
2022,1138763,634866.29
2022,1728005,12719
2022,1047422,23980
2022,721824,50000.000000000015
2022,661251,106200.9
2022,99249,30000
2022,458002,59981.04
2022,533331,73776.68000000001
2022,486979,1449293.7799999989
2022,509043,19955.790000000005
2022,876115,19996.690000000002
2022,1173278,35881.530000000006
2022,1027333,41207.4
2022,1128700,19944.57
2022,1659521,20003.24
2022,1418835,62990.62
2022,715843,20000
2022,1538796,19318.45
2022,397237,29959.63
2022,1108165,49997.329999999994
2022,754850,45828.25
2022,1299594,455743.78
2022,486077,37086.47
2022,400830,190917.14000000004
2022,950441,2668988.8199999984
2022,93403,27148
2022,531315,360392.09000000026
2022,526381,2659975.0100000002
2022,1727713,27139.73
2022,830798,15082.1
2022,1809644,2036470.6799999997
2022,1537885,1269662.6700000002
2022,979488,329679.29000000004
2022,342787,39399.99999999999
2022,1243103,160000.00000000003
2022,1072673,128338.54999999997
2022,1041462,1323570.9099999997
2022,1199777,206899.99000000002
2022,813074,98428.71
2022,1447295,37447
2022,523158,520162.25999999983
2022,973880,46167.100000000006
2022,803199,183404.93
2022,265304,26920
2022,547680,9991.95
2022,968248,10000
2022,1775132,10000
2022,1632650,30000
2022,763051,10000
2022,1278048,10000
2022,1545154,35000
2022,994751,23300
2022,1054237,1734616.3200000003
2022,601693,10000
2022,335040,10000
2022,1081581,51089.85
2022,996954,20000
2022,815885,116650.35000000002
2022,685688,10000
2022,1084604,21233
2022,681414,9847.85
2022,1800828,29446
2022,1079517,20000
2022,830999,10000
2022,336672,10000
2022,752037,20000
2022,1602953,30000
2022,508435,11898.479999999998
2022,765666,108723.99999999999
2022,362071,51993.16
2022,1026152,18500
2022,310535,23414.760000000002
2022,714324,25520
2022,1452197,10000
2022,178045,35000
2022,555884,150000
2022,620299,39808.45
2022,534622,99906.45
2022,959706,100000
2022,1137859,465303
2022,622918,3097984.379999999
2022,1393697,901932.86
2022,947986,100191.43999999997
2022,384216,91210.55000000003
2022,1483032,25030.5
2022,719853,94000
2022,925696,253010.47
2022,824724,30000
2022,464844,50000
2022,110442,77584.25
2022,1079124,29824
2022,801191,501377.2700000001
2022,24732,2501865.3600000036
2022,515199,30078.550000000003
2022,1137517,150000
2022,538962,149966.63
2022,566502,228056.36000000002
2022,1099575,305369.0299999999
2022,1061974,30000
2022,898699,56465
2022,705429,54862.14000000001
2022,941119,71017.96
2022,815710,99996.34
2022,379789,46000
2022,146519,15500
2022,331394,8000.000000000001
2022,1137626,31037
2022,1512771,62107.47
2022,658869,47904.51
2022,721718,79894.35
2022,561591,4880
2022,631314,28308.940000000002
2022,1184834,6999.3
2022,1258645,7000
2022,77483,194307.60000000003
2022,330666,49651.939999999995
2022,979601,30000
2022,1739357,198882.49
2022,1077040,19858.069999999992
2022,1019560,49140.939999999995
2022,20025,47380
2022,461790,16914.19
2022,1724690,26150
2022,1541750,226021.39999999997
2022,710174,48353.799999999996
2022,358854,60048.41
2022,1595997,20000
2022,1219062,99922.9
2022,990468,90999.99999999999
2022,980885,251000.00000000003
2022,713604,100000
2022,1234065,161453.59
2022,1005276,60000
2022,291059,172818
2022,603649,68101.75
2022,938176,1952912.0899999978
2022,1275328,316441.72
2022,820112,250031.96999999997
2022,422238,61870.240000000005
2022,1082392,20152.66
2022,868170,50021.950000000004
2022,1511606,359981.72
2022,909065,99630.23000000001
2022,231852,159805
2022,861847,39680
2022,1052101,101129.93999999997
2022,607539,99919.64000000004
2022,567205,119937.34999999999
2022,963290,158253.52
2022,801595,40000
2022,768502,674812.3699999995
2022,1192129,51522
2022,935602,30780
2022,941956,19994
2022,93331,10000
2022,1430670,10500
2022,593348,20000
2022,914398,30209.98
2022,1071041,4500
2022,724496,40000
2022,449256,500
2022,320183,21440
2022,1197902,4554.5
2022,790953,221042.59
2022,837689,111073.17
2022,1560357,14000.000000000002
2022,746326,20000
2022,1805274,20000
2022,764021,23615
2022,522383,10000
2022,941729,35121.50000000001
2022,566660,10000
2022,968013,7540.9
2022,1624406,8578
2022,1021637,19260
2022,812743,10000
2022,567266,10000
2022,7522,1691
2022,1333303,1679
2022,1136017,2936773.340000001
2022,1700099,30000
2022,417022,1727.35
2022,612817,2500
2022,655043,50548.3
2022,671645,2500
2022,695455,18764.1
2022,1545810,34500
2022,578239,1845514.229999999
2022,443009,4482
2022,548068,19992.46
2022,954271,25933.579999999998
2022,769969,5600
2022,441034,25000
2022,1788234,227316.74
2022,58812,2500
2022,305243,25500
2022,1391851,23920
2022,767789,451250
2022,1803742,58844
2022,1236287,25000
2022,626930,10000
2022,20525,2798198.670000001
2022,1218188,25000
2022,799888,75000
2022,1198739,2000
2022,1543664,2461000
2022,144962,85476
2022,1021827,39908.35
2022,1155545,100556
2022,664555,155838.92
2022,908335,114000
2022,1238419,87831.59000000001
2022,824236,3428.76
2022,259359,52773
2022,1107437,184983.79
2022,1219032,51000
2022,579750,38000
2022,363951,12043.83
2022,1758419,7469
2022,801596,4350
2022,737113,7469
2022,1363864,7469
2022,1232101,7412
2022,774808,4385
2022,895215,6980
2022,1444319,7969
2022,1757536,4385
2022,919201,4300
2022,94379,7469.000000000001
2022,416960,4542.7
2022,395314,4385
2022,246140,8179
2022,283097,4385
2022,352065,85040.13
2022,451989,9994.45
2022,1152992,12469.1
2022,637024,7195.6
2022,436721,1200
2022,477518,2477.71
2022,341496,1200
2022,643048,4199.37
2022,362924,4581.13
2022,597196,4576
2022,1762886,3242.38
2022,523236,4581.13
2022,753606,1200
2022,1310946,18324.519999999997
2022,480364,3748
2022,966754,131650.12000000005
2022,582850,56970
2022,539293,229164.31
2022,28595,2269.46
2022,1341562,652230.96
2022,1136601,17115.149999999998
2022,1334559,1556.63
2022,1185963,20650.7
2022,873481,29252.36
2022,984984,1443
2022,1550725,500
2022,1302402,181025.84
2022,486122,22480
2022,50980,5606.07
2022,1339965,16350.95
2022,1620047,2810.6800000000003
2022,722005,2080
2022,1108256,12314.64
2022,1597628,21630
2022,584966,75762.68
2022,1628172,75470
2022,26324,11624.9
2022,937468,4370
2022,411929,11756.07
2022,940310,16639.559999999998
2022,937096,14486.74
2022,1342187,14999.5
2022,1182006,15015
2022,1088675,15000
2022,687424,15000
2022,966335,14797.720000000001
2022,1236121,15000
2022,536397,49800
2022,1066558,35000
2022,1632926,13964
2022,553889,14990
2022,300289,15000
2022,454525,15681.57
2022,390481,15000
2022,1104314,19999.859999999997
2022,949490,15000.000000000002
2022,738184,14732.099999999999
2022,603794,3700
2022,1037384,499.97
2022,90466,7200.000000000001
2022,475174,2199.6
2022,345709,500
2022,1565249,500
2022,736982,9700.000000000002
2022,1800574,4099.23
2022,594461,2218.5899999999997
2022,131238,1200
2022,446330,1699.9999999999998
2022,483451,1968.31
2022,843485,1700
2022,382374,1940
2022,1434991,4500
2022,1000463,4200
2022,1032891,1682.32
2022,766333,2197.36
2022,450873,1700
2022,1410245,8000
2022,888600,3000
2022,1484917,14121
2022,1042521,5540
2022,1087661,6759.87
2022,624939,3000
2022,533703,1000
2022,1141887,32000
2022,941368,133016.12999999998
2022,1273903,150000
2022,1747344,2000
2022,1093131,246000
2022,1013675,40000.00000000001
2022,545344,57500.00000000001
2022,1193048,3000
2022,969928,1000
2022,1036210,3000
2022,320870,10000
2022,677797,13002.9
2022,443498,68200
2022,1663542,2550
2022,1341247,95285.87000000001
2022,1203276,249510.81
2022,54747,575728.9
2022,1320289,182596.48
2022,492826,149946.25
2022,146554,376135
2022,1480568,113793.33
2022,824023,49708.24000000001
2022,1576188,14987.19
2022,1069835,150.31
2022,1709386,29973.270000000004
2022,1577920,3014307.89
2022,277984,299813.28
2022,680268,260109.67999999996
2022,1196107,160129.37
2022,556769,219537.39000000004
2022,696681,154284.45
2022,230931,158399.99999999997
2022,421281,55484.299999999996
2022,1298278,539990
2022,1190768,2633076.8400000003
2022,252936,300088.5499999999
2022,945507,1937863.6199999999
2022,657643,82019.68
2022,1308735,855735.7
2022,1613713,1507265.7899999998
2022,591519,707025.32
2022,932158,23649
2022,658063,800000
2022,825461,22500
2022,510351,149685.06
2022,473073,1828459.1099999996
2022,97113,399713.79999999993
2022,722602,201076.03999999998
2022,1034778,135947.22999999998
2022,1030892,17859.85
2022,1259863,2983969.4299999974
2022,1188637,203200
2022,677500,39709.55000000001
2022,1087721,1135606.0199999998
2022,74817,1774330.2699999984
2022,1240198,76609.45000000001
2022,914295,406220.1100000001
2022,613882,55400
2022,1511260,588524.6
2022,935046,163500
2022,223139,826703.2899999998
2022,1204000,49968.75
2022,735653,67779.98999999999
2022,351897,421776.5
2022,8612,49832.340000000004
2022,348771,3066561
2022,425358,149222.15
2022,1283773,142636.03999999998
2022,77056,1548967.979999998
2022,329878,735500
2022,406538,99620
2022,1118976,11190
2022,1357321,56394.91
2022,164043,44951.9
2022,1099992,54597.23
2022,1802775,71302.8
2022,599457,12132.57
2022,1360594,71254.7
2022,1313578,20975.5
2022,405761,9391.87
2022,1782566,15224
2022,996323,64996.56000000003
2022,383177,14625
2022,675717,29954
2022,511226,11534
2022,559687,23514.18
2022,1162396,79348.41
2022,52039,30000
2022,585781,40000
2022,256734,15000
2022,1759546,86999.98999999999
2022,828235,15000
2022,1191789,30790
2022,566010,310636.7100000001
2022,124808,50000
2022,159054,39984.700000000004
2022,937630,40000
2022,411897,9927.890000000001
2022,1164484,18814
2022,1079404,24700
2022,467652,82500
2022,684637,1931535.770000006
2022,390196,1989480.0999999994
2022,1550386,10000
2022,518532,1884445.6900000009
2022,953176,149729.49
2022,1135906,3136500.48
2022,1205773,1731337.42
2022,530018,240321.17999999996
2022,360860,2298826.659999999
2022,328039,597231.05
2022,1279641,3116497.2700000005
2022,855267,220584.56999999998
2022,1134840,40000
2022,525501,50000
2022,1573741,181499.99999999997
2022,381781,499775.09
2022,644237,2344558.8299999996
2022,1208157,699912.4100000001
2022,1567267,80311.9
2022,460199,200000.00000000003
2022,978347,20000
2022,590903,80350.45
2022,1576911,200597.30000000002
2022,829988,509849.56000000006
2022,63364,87279.93
2022,340216,1759921.7599999972
2022,1523228,300070.85
2022,710556,41824.95
2022,942442,67966.09
2022,545165,57591.61
2022,592874,19994.8
2022,1022086,35000
2022,453915,99669.00000000004
2022,935611,70401
2022,1062694,195594.44999999992
2022,652362,99461.76000000002
2022,333123,59924
2022,1159691,164642.13000000003
2022,334008,331865.05
2022,624105,75929.27
2022,666525,99971.49999999999
2022,1146140,50177.47000000001
2022,757740,69549.17000000001
2022,1066769,113764.11
2022,1039631,149250.16
2022,800039,227638.80000000002
2022,911885,79999.9
2022,213646,29949.54
2022,132918,352559.09
2022,1366188,119996
2022,1762393,71000
2022,693035,41172
2022,1553911,1239798.72
2022,896643,152389
2022,602713,30000
2022,1138932,40172
2022,831451,151990
2022,1339268,229962.8
2022,279559,19789.809999999998
2022,1155192,149995.90000000002
2022,802490,171184
2022,1123906,504911.6
2022,1353913,516571.5300000001
2022,1316648,41982.26
2022,959430,149455.3
2022,365473,50000
2022,1166278,244969.27999999994
2022,1011966,39970.3
2022,723770,313253.0000000001
2022,714491,15387.5
2022,746482,682022.9700000002
2022,887446,14760
2022,963261,139324.41000000003
2022,812025,151716
2022,978059,110000
2022,1635426,998969.3199999993
2022,1018938,19116
2022,1683118,1032711.3799999995
2022,1043013,100319.72000000002
2022,312594,200908.43
2022,1540714,2928076.07
2022,620136,158148.15
2022,242355,1654000
2022,138010,35365
2022,1340080,99599
2022,1278559,30000
2022,721880,140700
2022,1287435,90000
2022,1304831,170650
2022,252620,409516.5
2022,775501,1023437.2099999997
2022,57774,992972.0899999999
2022,1207736,126228.84999999998
2022,603464,100000
2022,793728,89987.99
2022,1266975,90196.68999999999
2022,914414,139999.99000000002
2022,565159,39961.3
2022,855513,248374
2022,1211829,40000
2022,309589,239951
2022,715318,30000
2022,759601,10000
2022,1001156,99992.3
2022,760126,50000
2022,1806465,2063490.35
2022,1455454,69998
2022,431661,100571.9
2022,1715302,50000
2022,1242249,109475.94999999998
2022,1225947,299207.1800000001
2022,1113156,240000
2022,1032422,152992.5
2022,1309098,140307.56
2022,1804481,50000
2022,978900,69978.04999999999
2022,585765,89901
2022,1373798,100000
2022,300082,155000
2022,985983,50000
2022,1331149,200000
2022,903252,50000
2022,1540614,84192.97
2022,592573,80000
2022,1382526,241902.9199999999
2022,1298170,90000
2022,1219306,30000
2022,1362712,1282567.4000000001
2022,310858,8000
2022,1216702,250000
2022,221980,24999.960000000003
2022,416450,2306057.860000001
2022,625434,20155
2022,820860,15100
2022,918885,24945
2022,1248251,44981.869999999995
2022,1044514,150
2022,1105326,21070
2022,805603,1730603.25
2022,927521,48711
2022,1127042,20000
2022,159026,2581331.950000001
2022,1662823,26343.069999999996
2022,782055,4986
2022,1317600,81279.53
2022,1230785,20000
2022,1423201,990000
2022,1200259,5528
2022,692094,25000
2022,791195,24981
2022,670436,27200.000000000004
2022,267837,1500
2022,780830,24999.49
2022,560824,3204977.86
2022,157473,21143.649999999998
2022,1076068,625000
2022,546036,25000.000000000004
2022,1408094,63057.89
2022,1257060,19950
2022,723988,1248760.9600000004
2022,1282124,20477.95
2022,1057534,1002704.2699999999
2022,216768,96140.25
2022,178662,2526082.3199999956
2022,732162,60764.880000000005
2022,567263,24190
2022,1039298,20000
2022,1559554,49647.94999999998
2022,682693,156040
2022,1463520,249767.6
2022,122413,19996.920000000002
2022,1031895,55127
2022,739966,20000
2022,255352,1443657.6
2022,788047,322621.3600000013
2022,1403180,346233.47000000003
2022,310681,95323.23999999999
2022,1244225,1209946.3500000013
2022,1537046,117996.4
2022,605400,37500
2022,1104616,57465.83
2022,997511,1265825.3800000004
2022,418204,91008
2022,421071,3202.6
2022,1518780,53000.000000000015
2022,369128,49000
2022,1697461,56955
2022,863710,27770
2022,155398,35000
2022,759432,23831
2022,1131210,50000
2022,310174,29999.950000000008
2022,771588,224291.60000000044
2022,607993,51918.56000000001
2022,1191175,40750
2022,1310088,160558.2
2022,444303,20000.05
2022,1256465,49924.5
2022,902984,69908
2022,11989,22476
2022,1249403,29993.65
2022,792187,29269.9
2022,1406506,49991
2022,791108,29989.3
2022,1040004,100000
2022,1593642,50000
2022,807877,20000
2022,1637366,54999.999999999985
2022,301412,25420
2022,685964,13100
2022,1317153,30000
2022,541489,2358934.0900000003
2022,1055108,1242493.95
2022,909162,105370
2022,1445474,328940.59
2022,1611740,14400
2022,1489443,1113377.9199999992
2022,1062261,208710.99000000002
2022,897258,11735.5
2022,1192464,129381.88
2022,960146,1882165.5300000003
2022,13489,7959
2022,16805,12225.25
2022,1739578,25000
2022,1240291,11996.249999999998
2022,356039,1166265.24
2022,669308,61037
2022,11232,228843.99999999994
2022,817042,13573.5
2022,1041216,71967.25
2022,277290,779560.2300000002
2022,1002484,126572.5
2022,53104,16450.5
2022,587275,994741.3399999995
2022,1298823,926398.2800000007
2022,1344449,22326.25
2022,1318407,16130
2022,706370,5522.5
2022,313068,61134.99
2022,1109984,12719
2022,841734,207886.77000000002
2022,197846,22727.5
2022,77653,2750815.900000008
2022,1130567,11196.25
2022,832453,12765
2022,735088,12151.93
2022,777746,14184.499999999998
2022,820902,10518.72
2022,562885,9971.95
2022,697104,20250
2022,895958,10000
2022,1056684,10000
2022,1448680,10850
2022,1568,1694.89
2022,6627,8500
2022,605747,13956.900000000001
2022,474397,410000
2022,1248955,10000
2022,584528,22022.5
2022,568004,10000
2022,26849,349503.30000000005
2022,890097,5500
2022,1239577,10006.4
2022,350093,45000
2022,265113,413000
2022,409168,10000
2022,1349983,1096926.13
2022,1317500,816860.0399999998
2022,589441,24884
2022,1038808,19027.399999999998
2022,1757926,350
2022,657931,8800
2022,1781603,10002.6
2022,1120929,11246
2022,360498,10000
2022,1489100,7810.899999999999
2022,597152,10000
2022,186799,114302.9
2022,1399181,30160
2022,553255,2976401.609999999
2022,1404207,15500
2022,159681,4500
2022,1468846,175000
2022,932800,179994.84
2022,1418692,904507.4200000002
2022,412666,37067
2022,905860,50000
2022,1202345,51517.8
2022,709499,50457.95
2022,676651,80000
2022,1240823,52319.99999999998
2022,840872,20000
2022,1433898,269912.6100000001
2022,1232815,2781452.3500000043
2022,1368929,50000
2022,1542581,44064
2022,1207036,2571544.94
2022,1502574,294081.4299999999
2022,661172,9472
2022,1269866,6250
2022,1315859,2075
2022,921086,98888
2022,944278,20000
2022,994267,92187.09999999999
2022,1096410,30912
2022,668688,1655
2022,1513137,49999.9
2022,1372092,48465.85
2022,925526,50142.45
2022,1112220,29475
2022,902966,5800
2022,1116155,78200
2022,1305113,59423.899999999994
2022,1380987,50000
2022,1236360,25877
2022,1269962,3000
2022,1317151,20200
2022,1265023,2654667.2
2022,528527,99968
2022,305951,100000
2022,1281673,49877
2022,1132182,10251.35
2022,519309,10240
2022,80595,3162397.6800000006
2022,1314303,65000
2022,601855,20000
2022,1299428,588046.8600000001
2022,574250,6750
2022,1520154,18713.71
2022,1015501,160158.45999999996
2022,1215832,300018.10000000003
2022,1456225,50000
2022,994158,29998.2
2022,1217644,125900.99
2022,1221818,339610
2022,1211097,100000
2022,835747,485864.2
2022,1359875,259899.9
2022,968269,49988.4
2022,418068,47000
2022,382566,484292.8400000001
2022,49049,99930.62999999999
2022,937571,5000
2022,1221851,536960.73
2022,557237,56855.6
2022,636352,30179.91
2022,1095258,440808.85000000003
2022,1074169,36379.90000000001
2022,1110526,249925.99999999994
2022,1636667,25000
2022,698755,324825
2022,1253842,17200
2022,997099,7000
2022,1349349,332000
2022,1030256,50236.7
