ano,sigla_uf,id_candidato_bd,nome_urna,sigla_partido,cargo,genero,raca,resultado,votos,bens_declarados,despesas_campanha
2018,RR,531,Paulo Thadeu,PCB,deputado federal,masculino,parda,nao eleito,641,79000.0,97289.34999999999
2018,PE,13364,Professor Josias Leandro,PCB,deputado federal,masculino,parda,nao eleito,422,185370.0,6000.0
2018,PE,16299,Paulo Camelo,PCB,deputado federal,masculino,branca,nao eleito,1334,47500.0,10463.8
2018,SE,27171,Professor Marques,PCB,deputado federal,masculino,parda,nao eleito,250,,
2018,SP,33771,Henrique Áreas,PCO,deputado federal,masculino,branca,nao eleito,0,,
2018,BA,38452,Danielly Crespy,PCO,deputado federal,feminino,branca,nao eleito,170,32000.0,
2018,SP,41233,Professora Flavia,PSTU,deputado federal,feminino,branca,nao eleito,3562,11584.26,12703.05
2018,SP,48133,Shirley Silverio,PSTU,deputado federal,feminino,preta,nao eleito,654,3000.0,5202.15
2018,RS,68895,Raimundo Poty,PCB,deputado federal,masculino,parda,suplente,834,10396.31,9066.880000000001
2018,PE,71028,Amanda Palha,PCB,deputado federal,masculino,branca,nao eleito,12026,,72408.73000000001
2018,SP,83629,Rafael Padial,PSTU,deputado federal,masculino,branca,nao eleito,341,200888.06999999998,8040.0
2018,SP,117403,Caio Túlio,PCO,deputado federal,masculino,preta,nao eleito,0,,
2018,MG,122711,Marilia Domingues,PCO,deputado federal,feminino,branca,nao eleito,0,,
2018,CE,130267,Benedito Oliveira,PCB,deputado federal,masculino,preta,nao eleito,0,6000.0,21070.78
2018,SP,133048,Pedro Pereira,PCO,deputado federal,masculino,branca,nao eleito,0,,
2018,MG,169657,Giba,PSTU,deputado federal,masculino,preta,nao eleito,518,200000.0,620.3
2018,RS,172720,Marco Silva,PSTU,deputado federal,masculino,branca,nao eleito,241,,147.0
2018,MG,175097,Valério Vieira Dos Santos,PSTU,deputado federal,masculino,branca,nao eleito,393,186105.96,198.85
2018,SP,187077,Larissa Machado,PCO,deputado federal,feminino,branca,nao eleito,0,,
2018,RS,190530,Marlise Ferreira,PSTU,deputado federal,feminino,branca,nao eleito,0,437000.0,737.9499999999999
2018,AL,213867,Paulo Falcão,PSTU,deputado federal,masculino,branca,nao eleito,428,367474.41,4863.2
2018,RJ,245987,Milena Lorenzo,PCO,deputado federal,feminino,branca,nao eleito,0,168000.0,
2018,GO,256524,Professora Érika Nunes,PCO,deputado federal,feminino,preta,nao eleito,328,,
2018,RS,281073,Sadao Makino,PSTU,deputado federal,masculino,amarela,nao eleito,424,65000.0,1758.0
2018,RN,293809,Silvino Baú,PSTU,deputado federal,masculino,preta,nao eleito,979,42000.0,319.0
2018,SP,342211,Mercedes Lima,PCB,deputado federal,feminino,branca,suplente,1677,305000.0,25058.220000000005
2018,MA,374557,Katia Ribeiro,PSTU,deputado federal,feminino,parda,nao eleito,2319,250000.0,
2018,AP,447767,Jairo Palheta,PSTU,deputado federal,masculino,parda,nao eleito,378,,
2018,AM,469235,Evandro De Oliveira,PSTU,deputado federal,masculino,preta,nao eleito,436,28000.0,224.4
2018,RS,479462,Éder Dias,PSTU,deputado federal,masculino,branca,nao eleito,281,411.37,650.0
2018,PI,489308,Douglas Moraes,PSTU,deputado federal,masculino,preta,nao eleito,790,,800.0
2018,SP,508839,Antônio Macapá,PSTU,deputado federal,masculino,indigena,nao eleito,1384,184000.0,12834.949999999997
2018,RJ,519309,Vinicius Camargo,PSTU,deputado federal,masculino,branca,nao eleito,0,,
2018,MG,534141,Professor Agnaldo Alexandre,PCB,deputado federal,masculino,branca,suplente,612,,2301.75
2018,DF,562586,Nirceu Werneck,PCO,deputado federal,masculino,preta,nao eleito,0,802641.0,
2018,PE,598004,Kelly Silva,PSTU,deputado federal,feminino,branca,nao eleito,389,,
2018,DF,648714,Jamil Magari Pcb,PCB,deputado federal,masculino,branca,nao eleito,206,18592.19,
2018,SP,652845,Inês Leal,PSTU,deputado federal,feminino,preta,nao eleito,393,,80.0
2018,RR,663068,Bárbara Cabral,PSTU,deputado federal,feminino,parda,nao eleito,114,,250.0
2018,SP,663175,Antônio Carlos,PCO,deputado federal,masculino,preta,nao eleito,0,60000.0,
2018,PE,686458,Amaro De Ipojuca,PSTU,deputado federal,masculino,preta,nao eleito,858,,
2018,SC,697609,Rodrigo Lima,PCB,deputado federal,masculino,branca,nao eleito,1576,36825.35,6537.569999999999
2018,RS,745625,Leonardo,PCO,deputado federal,masculino,branca,nao eleito,0,,
2018,MA,745651,Domingos Filho,PSTU,deputado federal,masculino,preta,nao eleito,703,,
2018,MG,747218,Andréa Carla Ferreira,PSTU,deputado federal,feminino,branca,nao eleito,635,,440.3
2018,RS,784309,Claudia Dos Santos,PSTU,deputado federal,feminino,branca,nao eleito,449,492038.56,3096.0
2018,MG,795897,Huender Franco Dias,PSTU,deputado federal,masculino,parda,nao eleito,1461,39628.22,8500.0
2018,SC,810446,Gabriela Santetti,PSTU,deputado federal,feminino,branca,nao eleito,1048,10000.0,667.2
2018,DF,836964,Elcimara,PSTU,deputado federal,feminino,branca,nao eleito,734,229126.0,
2018,SE,846098,Fabão,PSTU,deputado federal,masculino,preta,nao eleito,276,,1225.2
2018,AP,898610,Leide,PSTU,deputado federal,feminino,preta,nao eleito,209,9360.0,
2018,DF,980899,Lia Aires,PCO,deputado federal,feminino,branca,nao eleito,0,,
2018,MG,993195,Fabricio Avelino,PCB,deputado federal,masculino,branca,suplente,855,18000.0,1994.8
2018,BA,1000230,Floriano De Andrade,PCO,deputado federal,masculino,branca,nao eleito,1026,,
2018,AL,1002528,Samuel Dasilvah,PCB,deputado federal,masculino,preta,nao eleito,0,303000.0,2913.2
2018,SE,1003903,Leidi Lima,PSTU,deputado federal,feminino,indigena,nao eleito,694,100000.0,1225.2
2018,SC,1033443,Jonas Orben,PSTU,deputado federal,masculino,branca,nao eleito,1011,21000.0,1139.0
2018,SP,1049138,Lavínia De Souza,PCO,deputado federal,feminino,branca,nao eleito,0,65000.0,
2018,GO,1068934,Andriele Qualhato,PCB,deputado federal,feminino,parda,nao eleito,1276,,
2018,MG,1070436,Wagner Schneider,PCB,deputado federal,masculino,branca,suplente,825,975000.0,2086.1
2018,SP,1127838,Wilson Ribeiro,PSTU,deputado federal,masculino,indigena,nao eleito,448,250000.0,
2018,SC,1201837,Matheus Vetter,PCO,deputado federal,masculino,branca,nao eleito,0,,
2018,SC,1204305,Giancarlo,PCB,deputado federal,masculino,branca,nao eleito,805,7406.81,7131.659999999999
2018,MG,1214988,Luis Fernando,PCB,deputado federal,masculino,preta,suplente,1042,,1996.0
2018,MG,1230780,Gabriela Ferreira,PCB,deputado federal,feminino,branca,suplente,94,150000.0,41686.5
2018,RO,1244759,Ruzimar Ramos,PSTU,deputado federal,masculino,branca,nao eleito,251,,
2018,MG,1250402,Renata Regina,PCB,deputado federal,feminino,preta,suplente,1154,,81077.46999999999
2018,MG,1262465,Pedro O Cabo Franco,PCB,deputado federal,masculino,branca,suplente,231,196070.0,2000.0
2018,PR,1266525,Daiana Dantas,PCO,deputado federal,feminino,branca,nao eleito,133,,
2018,MG,1268344,Ana Letícia,PSTU,deputado federal,feminino,branca,nao eleito,520,112500.0,
2018,MG,1307195,Arthur Miranda,PCB,deputado federal,masculino,branca,suplente,425,2000.0,1904.8100000000002
2018,SC,1315956,Filipe Miséria,PCB,deputado federal,masculino,branca,nao eleito,95,,
2018,RN,1330694,Daniel Cirilo,PCO,deputado federal,masculino,branca,nao eleito,52,,
2018,PE,1340863,Victor De Assis,PCO,deputado federal,masculino,parda,nao eleito,0,,
2018,SP,1352212,Mauricio Parisi,PCB,deputado federal,masculino,branca,suplente,1251,506000.0,12651.619999999999
2018,RJ,1362807,Vitor Lara,PCO,deputado federal,masculino,branca,nao eleito,0,10000.0,
2018,SP,1388163,Vagner Crusco,PCO,deputado federal,masculino,branca,nao eleito,0,,
2018,MG,1388350,Bruna Thariny,PCB,deputado federal,feminino,branca,suplente,1448,18000.0,22980.27
2018,MG,1406433,Paloma Silva,PCB,deputado federal,feminino,parda,suplente,625,,12963.7
2018,MG,1427161,Fernando Da Federal,PCB,deputado federal,masculino,branca,suplente,482,296620.48,2000.0
2018,MA,1470357,Osmar,PSTU,deputado federal,masculino,parda,nao eleito,259,190000.0,
2018,PA,1474683,Cesar,PCB,deputado federal,masculino,parda,suplente,224,200000.0,10000.0
2018,MG,1498961,Zulu,PCB,deputado federal,masculino,preta,suplente,653,390000.0,2026.4
2018,RJ,1499067,Maria Carol,PCB,deputado federal,feminino,preta,suplente,2141,200.0,88061.51999999999
2018,SP,1514471,Cláudio Donizete,PSTU,deputado federal,masculino,preta,nao eleito,851,149316.97999999998,3294.35
2018,SP,1515631,Riva Silva,PCO,deputado federal,masculino,parda,nao eleito,0,,
2018,PI,1597310,José Rodrigues,PCB,deputado federal,masculino,branca,nao eleito,2443,180000.0,30504.54
2018,DF,1613695,Ricardo Machado,PCO,deputado federal,masculino,parda,nao eleito,0,38500.0,
2018,MA,1655535,Dra Valuzia,PCB,deputado federal,feminino,preta,nao eleito,981,20000.0,4059.55
2018,SP,1670967,Flávia Prates,PCO,deputado federal,feminino,branca,nao eleito,0,53065.98,
2018,MA,1691080,Moreira Do Marwel,PCB,deputado federal,masculino,parda,nao eleito,297,,3200.0
2018,CE,1727588,Felix,PSTU,deputado federal,masculino,branca,nao eleito,633,,
2018,DF,1769681,Kengy,PCO,deputado federal,masculino,branca,nao eleito,0,419000.0,
2018,MS,1803796,Dirce Arce,PCO,deputado federal,masculino,parda,nao eleito,0,,
2018,PE,1806779,Elvira Cavalcanti,PCB,deputado federal,feminino,branca,nao eleito,194,,24713.379999999997
2022,SP,2140,Prof Renato,PCB,deputado federal,masculino,branca,nao eleito,558,8500.0,235.0
2022,PR,7522,Professor Thiago Ferraiol,PCB,deputado federal,masculino,branca,nao eleito,2429,378467.88,1691.0
2022,MG,9152,Flavia Valle Mrt,PSTU,deputado federal,feminino,branca,nao eleito,585,28949.9,8080.63
2022,PI,32608,Antonia Marly Soares De Moura,PCO,deputado federal,feminino,branca,nao eleito,54,,
2022,SP,39303,Weller Gonçalves,PSTU,deputado federal,masculino,branca,nao eleito,1995,,63417.299999999996
2022,SP,56080,Tiago Pires,PCO,deputado federal,masculino,preta,nao eleito,307,39831.39,
2022,SP,61207,Thaís Rabello,PSTU,deputado federal,feminino,branca,nao eleito,245,158763.0,4200.0
2022,PE,66189,Ludmila Outtes,UP,deputado federal,feminino,preta,nao eleito,3086,,60123.89
2022,SP,79851,Professora Grabriela,PSTU,deputado federal,feminino,branca,nao eleito,218,231080.15,5050.0
2022,DF,81492,Marilia Vieira,PCO,deputado federal,feminino,preta,nao eleito,139,70000.0,
2022,SP,83682,Eduardo Real,PCB,deputado federal,masculino,parda,nao eleito,866,,23010.12
2022,SP,87341,Max Marianek,PCB,deputado federal,masculino,branca,nao eleito,509,,18685.38
2022,SP,92289,Mariana Fragoso,PSTU,deputado federal,feminino,branca,nao eleito,132,,5050.0
2022,SP,130423,João Jorge,PCO,deputado federal,masculino,branca,nao eleito,1121,,
2022,PR,149553,Diogo Tadao Furtado,PCO,deputado federal,masculino,branca,nao eleito,192,,
2022,SP,168801,Christy Muniz,PCB,deputado federal,feminino,branca,nao eleito,506,300000.0,38072.0
2022,SP,181559,Renato Bancada Anticapitalista,PSTU,deputado federal,masculino,branca,nao eleito,477,264648.93,5211.2
2022,SP,191015,Izadora Dias,PCO,deputado federal,feminino,preta,nao eleito,237,,
2022,SP,192412,Gabriel Marucci,PCB,deputado federal,masculino,branca,nao eleito,728,,19735.0
2022,RR,198443,Lidia Pereira,PCO,deputado federal,feminino,parda,nao eleito,5,,
2022,AL,213867,Paulo Falcão,PSTU,deputado federal,masculino,branca,nao eleito,256,383291.62999999995,3333.0
2022,RN,229442,Ana Célia Siqueira,PSTU,deputado federal,feminino,preta,nao eleito,620,,
2022,SP,243394,Jules Saraiva,PCB,deputado federal,feminino,branca,nao eleito,606,,1190.0
2022,MA,262094,Sargento Guimaraes,PSTU,deputado federal,masculino,preta,nao eleito,263,,3650.0
2022,PE,272299,Simone Fontana,PSTU,deputado federal,feminino,branca,nao eleito,436,110000.0,5522.0
2022,RS,278468,Juh Guerra,PCB,deputado federal,feminino,nao informado,nao eleito,2463,155.28,
2022,MG,320811,Felipe Cavallaro,PCO,deputado federal,masculino,parda,nao eleito,103,,
2022,MA,332985,Bennão Viana,PSTU,deputado federal,masculino,parda,nao eleito,118,,900.0
2022,SE,336273,Vagner Gastão,UP,deputado federal,masculino,parda,nao eleito,1445,421506.06,2610.0
2022,MG,361804,Gilson Ramos Metalurgico,PSTU,deputado federal,masculino,preta,nao eleito,270,,4922.0
2022,MG,454176,Amaury Alonso,PCB,deputado federal,masculino,preta,nao eleito,205,405000.0,19720.0
2022,PI,456611,Edilene Pinho,PCB,deputado federal,feminino,branca,nao eleito,248,,14000.0
2022,AL,496467,Lenilda Luna,UP,deputado federal,feminino,parda,nao eleito,2298,87620.0,8133.3
2022,CE,512340,Edivania Vieira,PCB,deputado federal,feminino,indigena,nao eleito,988,,6166.0
2022,RJ,519309,Vinicius Camargo,PSTU,deputado federal,masculino,branca,nao eleito,621,3402467.9600000004,10240.0
2022,PA,552545,Wellingta Macêdo,PSTU,deputado federal,feminino,preta,nao eleito,628,,7490.5
2022,MG,555705,Espaguete,PCB,deputado federal,feminino,preta,nao eleito,1957,,40445.55
2022,RS,641750,Professor Gilli,PSTU,deputado federal,masculino,branca,nao eleito,212,2585000.0,1821.95
2022,PB,675536,Radamés,UP,deputado federal,masculino,branca,nao eleito,698,18900.0,
2022,PI,704059,Egmar Oliveira,PSTU,deputado federal,masculino,parda,nao eleito,154,,6700.0
2022,PE,730371,Antônio Oxis,PCB,deputado federal,masculino,preta,nao eleito,271,151500.0,
2022,MG,747218,Professora Andrea Carla,PSTU,deputado federal,feminino,branca,nao eleito,96,,5000.0
2022,RS,749918,Nikaya Vidor,PSTU,deputado federal,feminino,branca,nao eleito,538,,6308.0
2022,SC,760550,Júlia Andrade Ew,UP,deputado federal,feminino,branca,nao eleito,3370,24461.92,45917.479999999996
2022,DF,806953,Ana Schramm,PCO,deputado federal,feminino,branca,nao eleito,113,25000.0,
2022,GO,815393,Isaque Borges,PCO,deputado federal,masculino,preta,nao eleito,82,,
2022,SP,851156,Paulo Bezerra,PCO,deputado federal,masculino,preta,nao eleito,169,15000.0,
2022,DF,897512,Tânia,PSTU,deputado federal,feminino,branca,nao eleito,209,30000.0,
2022,MG,898269,Professor Wanderson Rocha,PSTU,deputado federal,masculino,preta,nao eleito,1482,372000.0,4965.0
2022,PI,908441,Francisco Filho,PCB,deputado federal,masculino,preta,nao eleito,522,,14000.0
2022,RS,923667,Valéria Muller,PSTU,deputado federal,feminino,branca,nao eleito,320,,6002.83
2022,DF,938142,Ieri Braga,PCO,deputado federal,masculino,branca,nao eleito,53,,
2022,MG,952655,Daniel Cristiano,PCB,deputado federal,masculino,preta,nao eleito,2298,23424.42,25070.0
2022,BA,972102,Ana Karen,PCB,deputado federal,feminino,parda,nao eleito,2484,114841.99,7404.2
2022,MA,984582,Preta Lu,PSTU,deputado federal,feminino,preta,nao eleito,1105,,6650.0
2022,SP,1023461,Isis Mustafa,UP,deputado federal,feminino,parda,nao eleito,21017,3646.42,6000.0
2022,MG,1025339,Alessandra Barbosa,PCO,deputado federal,feminino,branca,nao eleito,197,18000.0,
2022,PB,1044104,Iolanda Alves Feitoza,PCO,deputado federal,feminino,branca,nao eleito,6,,
2022,DF,1047893,Uriel,PCO,deputado federal,masculino,parda,nao eleito,50,,
2022,CE,1056816,Sued Carvalho,UP,deputado federal,masculino,branca,nao eleito,2140,10497.56,10000.0
2022,GO,1067255,Arthur Ramos,PCB,deputado federal,masculino,branca,nao eleito,959,42380.49,11.0
2022,MG,1068672,Flaviano Dueli,PCB,deputado federal,masculino,branca,nao eleito,1275,183000.0,20621.8
2022,GO,1068934,Andriele Qualhato,PCB,deputado federal,feminino,parda,nao eleito,444,294.64,
2022,AP,1076489,Luciane Dos Santos Lima,PCO,deputado federal,feminino,branca,nao eleito,26,,
2022,PB,1089524,Valtemberg Alves De Almeida,PCO,deputado federal,masculino,branca,nao eleito,48,,
2022,PB,1099066,José Marcos ,PCO,deputado federal,masculino,branca,nao eleito,102,132000.0,
2022,BA,1099394,Eslane Paixão,UP,deputado federal,feminino,preta,nao eleito,3433,46000.0,74030.0
2022,AL,1127161,Marina Tenório,PCO,deputado federal,feminino,parda,nao eleito,55,,
2022,RJ,1132182,Vânia Luz,PSTU,deputado federal,feminino,indigena,nao eleito,303,,10251.35
2022,PR,1134078,Samuel De Mattos,PSTU,deputado federal,masculino,parda,nao eleito,214,93997.97,
2022,RS,1141800,Carlos Vieira,UP,deputado federal,masculino,parda,nao eleito,829,,40046.65
2022,MG,1149726,Rafael Duda,PSTU,deputado federal,masculino,branca,nao eleito,398,75000.0,9611.0
2022,MG,1153431,Júlia Rocha,PCB,deputado federal,feminino,parda,nao eleito,20629,340000.0,44775.88
2022,PI,1156447,Fran De Jesus,PSTU,deputado federal,feminino,amarela,nao eleito,207,30000.0,6700.0
2022,MA,1160515,Silmara,PSTU,deputado federal,feminino,parda,nao eleito,44,,900.0
2022,GO,1168772,Laryssa Sampaio,UP,deputado federal,feminino,preta,nao eleito,1194,,3600.0
2022,MG,1168906,Livia Trindade,PSTU,deputado federal,feminino,preta,nao eleito,174,150000.0,5000.0
2022,RS,1171876,Priscila Voigt,UP,deputado federal,feminino,branca,nao eleito,1081,160000.0,41455.21
2022,PI,1172527,Thays Dias,UP,deputado federal,feminino,preta,nao eleito,878,223.74999999999997,14525.9
2022,BA,1175446,Cheyenne Ayalla,PCB,deputado federal,feminino,preta,nao eleito,1615,13000.0,425.0
2022,SP,1183794,Lisia Sakai,PCO,deputado federal,feminino,branca,nao eleito,203,,
2022,SC,1201837,Matheus Vetter,PCO,deputado federal,masculino,branca,nao eleito,152,,
2022,DF,1235599,Everton,PSTU,deputado federal,masculino,preta,nao eleito,95,74000.0,
2022,SE,1239692,Jennifer Bomfim,UP,deputado federal,feminino,preta,nao eleito,643,136.76,
2022,PE,1262354,João Pedro,UP,deputado federal,masculino,parda,nao eleito,92,,
2022,SC,1271270,Jo Da Coletiva Rebeldia,PSTU,deputado federal,masculino,branca,nao eleito,424,,4511.0
2022,MG,1277239,Poliana Do Mlb,UP,deputado federal,feminino,branca,nao eleito,3302,25180.0,5112.0
2022,DF,1289069,Caio Sad,UP,deputado federal,masculino,parda,nao eleito,1472,4083.48,
2022,CE,1297046,Lino Alves ,PCO,deputado federal,masculino,parda,nao eleito,128,110000.0,
2022,RJ,1310873,Mari Nogueira,PCB,deputado federal,feminino,branca,nao eleito,2878,1000.0,37074.38
2022,PR,1333303,Vanessa Cristina,PCB,deputado federal,feminino,branca,nao eleito,2672,,1679.0
2022,PB,1344023,Vitória Poder Delas,UP,deputado federal,feminino,parda,nao eleito,1374,,
2022,RJ,1350263,Gabriel Marques,PCB,deputado federal,masculino,branca,nao eleito,1018,563969.05,25924.32
2022,MG,1372664,Ilma Francisca Da Silva,PCO,deputado federal,feminino,branca,nao eleito,63,,
2022,AL,1377542,Leonardo Filho,PCO,deputado federal,masculino,preta,nao eleito,19,,
2022,PE,1377584,Victória Pinheiro,PCB,deputado federal,feminino,branca,nao eleito,2576,20.1,600.0
2022,MG,1395597,Lívia Flor,PCB,deputado federal,feminino,branca,nao eleito,856,38296.78,39220.0
2022,MG,1401031,Iago Chaves,PCB,deputado federal,masculino,branca,nao eleito,391,,25320.0
2022,RS,1421123,Huno,PCB,deputado federal,masculino,amarela,nao eleito,107,20978.39,79.5
2022,SP,1445095,Simone Souza,PCO,deputado federal,feminino,branca,nao eleito,109,140831.69,
2022,MG,1445504,Thomás Carrieri,PCB,deputado federal,masculino,branca,nao eleito,278,907684.8200000001,23240.0
2022,RJ,1461635,Gustavo Pedro,PCB,deputado federal,masculino,branca,nao eleito,1360,,25692.96
2022,MG,1498961,Zulu,PCB,deputado federal,masculino,preta,nao eleito,267,391033.3,9300.0
2022,SP,1514471,Claudio Donizete,PSTU,deputado federal,masculino,preta,nao eleito,667,191084.46,54378.2
2022,SP,1515631,Riva,PCO,deputado federal,masculino,parda,nao eleito,76,,
2022,SP,1515773,Camilo Terra,PCB,deputado federal,masculino,branca,nao eleito,522,245300.0,9970.0
2022,SP,1520957,Beatriz Barbiere,PCB,deputado federal,feminino,preta,nao eleito,4498,,33544.68
2022,SP,1596238,Clenilza Panato,PCO,deputado federal,feminino,branca,nao eleito,177,125975.09,
2022,SP,1596642,Dr Claudimar Jaba Col Unidos,PCB,deputado federal,masculino,parda,nao eleito,1676,198040.99,11411.0
2022,MA,1599436,Dimas Cassimiro Do Nascimento,PCO,deputado federal,masculino,parda,nao eleito,63,,
2022,PE,1602769,Helio Cabral,PSTU,deputado federal,masculino,preta,nao eleito,447,,5522.0
2022,SP,1609884,Marcello Pablito,PSTU,deputado federal,masculino,preta,nao eleito,1256,29332.48,20526.879999999997
2022,DF,1613695,Ricardo Machado,PCO,deputado federal,masculino,parda,nao eleito,118,88000.0,
2022,SP,1678826,Waldemir Soares Junior,PSTU,deputado federal,masculino,branca,nao eleito,744,495000.0,6213.0
2022,SP,1709245,Duarte Da Brasilândia,PSTU,deputado federal,masculino,preta,nao eleito,488,124100.0,5901.3
2022,PB,1712040,Jozivan Antero,UP,deputado federal,masculino,branca,nao eleito,1337,52000.0,
2022,MA,1770040,Tourin,PSTU,deputado federal,masculino,parda,nao eleito,77,,3650.0
2022,SP,1786582,Leandro Paggiaro,PCO,deputado federal,masculino,branca,nao eleito,44,23800.0,
2022,CE,1801780,Roberto Santos,PCB,deputado federal,masculino,parda,nao eleito,2591,15000.0,3850.0
2018,AP,3226,Darc Marques,DC,deputado federal,feminino,preta,suplente,2699,300000.0,4000.0
2018,GO,7923,Professor Alisson,DC,deputado federal,masculino,branca,suplente,1259,162329.66,
2018,BA,9260,Alírio Cavalcanti,DC,deputado federal,masculino,branca,nao eleito,733,2380000.0,34500.0
2018,PI,10113,Valdy Portela,DC,deputado federal,masculino,parda,nao eleito,322,,13.2
2018,AM,29252,Jean Neder,DC,deputado federal,masculino,branca,nao eleito,11716,1940000.0,174982.30000000002
2018,AM,42453,Tamabaqui,DC,deputado federal,masculino,branca,nao eleito,375,100000.0,1129.6
2018,PE,46219,Abdias Oliveira,DC,deputado federal,masculino,preta,nao eleito,482,,1941.7
2018,SP,53315,Diego Rafael,DC,deputado federal,masculino,branca,nao eleito,0,,205.0
2018,SE,65428,Claudio Brito,DC,deputado federal,masculino,parda,suplente,492,,
2018,PB,88115,Pastor Robertão,DC,deputado federal,masculino,parda,suplente,409,,11969.78
2018,RJ,94291,Alexandre Trevisan Lubra,DC,deputado federal,masculino,branca,suplente,1778,1700000.0,
2018,DF,97379,Josivaldo Feitosa,DC,deputado federal,masculino,parda,nao eleito,214,,
2018,GO,101275,Coronel Caixeta,DC,deputado federal,masculino,branca,suplente,1387,570000.0,8805.0
2018,SP,110463,Scabora,DC,deputado federal,masculino,branca,nao eleito,0,261995.18000000002,13353.0
2018,CE,116835,Fernandão Pinheiro,DC,deputado federal,masculino,parda,suplente,1440,425000.0,5233.7
2018,SP,120814,Darlene Oliveira,DC,deputado federal,feminino,parda,nao eleito,152,,
2018,TO,121059,Isabel,DC,deputado federal,feminino,parda,nao eleito,157,,
2018,MG,143582,Enfermeiro Lucas Silva,DC,deputado federal,masculino,branca,suplente,274,,
2018,RS,146643,Rejane Teixeira,DC,deputado federal,feminino,branca,nao eleito,218,76000.0,5999.999999999999
2018,RJ,148328,Marli Nascimento,DC,deputado federal,feminino,preta,suplente,138,,3500.0
2018,PR,153997,Neuro Do Vitalidade,DC,deputado federal,masculino,branca,nao eleito,712,930000.0,2000.0
2018,RJ,155030,Jose Anilton Ribeiro Zé Pelado,DC,deputado federal,masculino,parda,suplente,787,,3057.85
2018,AM,157083,Marcos Apurinã,DC,deputado federal,masculino,indigena,nao eleito,18403,378000.0,12978.1
2018,RJ,159026,Luiz Antônio,DC,deputado federal,masculino,branca,eleito por qp,50284,1221097.0,221832.52
2018,DF,170732,Juscelia,DC,deputado federal,feminino,branca,nao eleito,0,,
2018,MG,171742,Graça,DC,deputado federal,feminino,parda,suplente,433,270000.0,2054.6400000000003
2018,RJ,185604,Marcia Guimarães,DC,deputado federal,feminino,branca,suplente,317,,3500.0
2018,SP,190896,Sgt Domarascki Boina Negra,DC,deputado federal,masculino,branca,nao eleito,0,,2338.85
2018,RJ,202146,Dr. Nilton Canto,DC,deputado federal,masculino,branca,suplente,332,7000.0,6700.0
2018,DF,210266,Denise,DC,deputado federal,feminino,branca,nao eleito,0,,
2018,RJ,223634,Lucia Cabeleireira,DC,deputado federal,feminino,branca,suplente,164,,
2018,SP,225837,Dygo Lima,DC,deputado federal,masculino,branca,nao eleito,168,,
2018,DF,236062,Carlão,DC,deputado federal,masculino,parda,nao eleito,228,,
2018,RJ,240796,Pedrinho Do Carteiro Amigo,DC,deputado federal,masculino,parda,suplente,1669,,17000.0
2018,PI,252692,Luizinho,DC,deputado federal,masculino,parda,nao eleito,582,50000.0,2000.0
2018,GO,257527,Giszelle Pessoa,DC,deputado federal,feminino,parda,suplente,1217,198600.0,2000.0
2018,RJ,263814,Wilson Sousa,DC,deputado federal,masculino,branca,suplente,170,394937.0,
2018,PE,265833,George Costa,DC,deputado federal,masculino,parda,nao eleito,11732,92057.51,21158.81
2018,SP,267416,Coronel Guidi,DC,deputado federal,masculino,branca,nao eleito,789,,5520.0
2018,RJ,271459,Marcello Tommasi,DC,deputado federal,masculino,branca,suplente,233,,
2018,PR,272263,Maria Do Esporte,DC,deputado federal,feminino,parda,nao eleito,274,4800.0,7000.0
2018,GO,273105,Jayro Costa,DC,deputado federal,masculino,branca,suplente,745,6000.0,
2018,GO,273823,Lu De Oliveira,DC,deputado federal,feminino,branca,suplente,319,5000.0,
2018,BA,304165,Rafle Salume,DC,deputado federal,masculino,parda,nao eleito,3009,940000.0,20216.0
2018,MA,305730,Missecley,DC,deputado federal,feminino,branca,suplente,2270,105000.0,3013.2
2018,MA,315343,Ribamar Lopes,DC,deputado federal,masculino,parda,nao eleito,0,,3650.0
2018,RS,323536,Mauri Da Mota,DC,deputado federal,masculino,branca,nao eleito,0,10000.0,
2018,RJ,337694,Alvaro Magalhaes,DC,deputado federal,masculino,branca,suplente,172,462000.0,
2018,MS,350453,Samuel Messias,DC,deputado federal,masculino,branca,nao eleito,483,190000.0,14976.0
2018,CE,352645,Robério Cavalcante,DC,deputado federal,masculino,parda,suplente,13809,56000.0,9500.0
2018,RJ,366030,Pedro Brum,DC,deputado federal,masculino,branca,suplente,1069,,7600.0
2018,SE,367380,Lola Da Tapioca,DC,deputado federal,feminino,branca,suplente,670,,30445.02
2018,GO,390411,Anailson Rodrigues,DC,deputado federal,masculino,branca,suplente,390,239037.54,
2018,PR,404539,Evelim Straub,DC,deputado federal,feminino,branca,nao eleito,144,,10000.0
2018,GO,413105,Kelly Afiune,DC,deputado federal,feminino,branca,suplente,7544,6899661.919999999,300093.31999999995
2018,BA,422511,Nycolle Braz,DC,deputado federal,feminino,branca,nao eleito,148,35200.0,6999.360000000001
2018,AC,429869,Francisco Ribeiro ,DC,deputado federal,masculino,parda,suplente,253,,
2018,RJ,439434,Elisabete,DC,deputado federal,feminino,branca,nao eleito,0,,
2018,AC,444307,Andresa Barros,DC,deputado federal,feminino,parda,suplente,355,,16912.0
2018,RJ,444340,Carlota Santos,DC,deputado federal,feminino,preta,suplente,186,,3452.0
2018,PI,447158,Heryane Thieres,DC,deputado federal,feminino,branca,nao eleito,160,,2950.0
