ano,sigla_uf,id_candidato_bd,nome_urna,sigla_partido,cargo,genero,raca,resultado,votos,bens_declarados,despesas_campanha,concorreu_18,tentando_reeleicao
2022,PE,762425,Geane Gabriel,PL,deputado federal,feminino,parda,0,2588,444997.33,60378.16000000001,0,0
2022,RR,765990,Willian Oliveira,PL,deputado federal,masculino,parda,0,289,90000.0,197292.0,0,0
2022,PA,766965,Delegado Caveira,PL,deputado federal,masculino,parda,1,106349,2521425.45,500000.0,0,0
2022,PR,767789,Itamar Paim,PL,deputado federal,masculino,parda,0,47052,300077.58,451250.0,0,0
2022,SE,767903,Coronel Mano,PL,deputado federal,masculino,parda,0,6613,835000.0,111473.2,0,0
2022,PI,769429,Mara Denise,PL,deputado federal,feminino,parda,0,903,51786.0,19937.0,0,0
2022,PR,769969,Alex Zamboni,PL,deputado federal,masculino,branca,0,1418,,5600.0,0,0
2022,RR,772703,Rodrigo Cataratas,PL,deputado federal,masculino,branca,0,9095,33576679.21,583574.05,0,0
2022,MG,774630,Dra Erika Lopes,PL,deputado federal,feminino,parda,0,780,6477.3,10092.02,0,0
2022,MS,778315,Sargento Betânia,PL,deputado federal,feminino,parda,0,9417,402694.87,151987.35,0,0
2022,GO,778818,Coronel Benito Franco,PL,deputado federal,masculino,branca,0,10343,156443.0,,0,0
2022,RS,791043,Marlon Santos,PL,deputado federal,masculino,branca,0,85911,4885539.44,1034529.7700000004,1,1
2022,PR,799888,Marcela Magon,PL,deputado federal,feminino,parda,0,647,340059.15,75000.0,0,0
2022,RS,809793,Murillinho,PL,deputado federal,masculino,branca,0,5636,1892065.58,18000.0,0,0
2022,BA,818891,Gerson Portela,PL,deputado federal,masculino,preta,0,2358,,,0,0
2022,GO,833707,Gustavo Gayer,PL,deputado federal,masculino,branca,1,200586,43000.0,121916.83000000002,0,0
2022,MS,836070,Luana Ruiz,PL,deputado federal,feminino,branca,0,24176,203161.56,525717.81,0,0
2022,SE,836815,Lícia Melo,PL,deputado federal,feminino,parda,0,327,,142549.90000000002,0,0
2022,MG,837767,Sargento Zaqueu,PL,deputado federal,masculino,preta,0,612,114000.0,20325.0,1,0
2022,SP,838748,Paulo Freire Da Costa,PL,deputado federal,masculino,branca,1,161675,1352213.7,645946.45,1,1
2022,SC,840764,Patricia Lisboa,PL,deputado federal,feminino,parda,0,879,60000.0,40817.35,0,0
2022,RS,841230,Felipe Pedri,PL,deputado federal,masculino,branca,0,13105,,1376126.9399999983,0,0
2022,BA,846520,Roberta Roma,PL,deputado federal,feminino,branca,1,160731,202183.14,1296313.14,0,0
2022,TO,848219,Filipe Martins,PL,deputado federal,masculino,parda,1,36293,3893162.58,785492.5700000001,0,0
2022,RJ,852916,Sóstenes Cavalcante,PL,deputado federal,masculino,branca,1,65443,4926.76,1999972.86,1,1
2022,MS,855936,Tio Trutis,PL,deputado federal,masculino,parda,0,21784,153150.0,1035670.42,1,1
2022,AM,861344,Joele Silva,PL,deputado federal,feminino,parda,0,732,60000.0,19950.0,0,0
2022,MA,861704,Eduardo Cavalcante,PL,deputado federal,masculino,parda,0,357,,,0,0
2022,RS,867842,Marcelo Moraes,PL,deputado federal,masculino,branca,1,84247,1335832.21,1979131.270000004,1,1
2022,BA,873807,Geraldo De Dra. Raíssa,PL,deputado federal,masculino,parda,0,8501,,500082.13,0,0
2022,RJ,877103,Delegado Ramagem,PL,deputado federal,masculino,branca,1,59170,428746.0,777246.5499999999,0,0
2022,CE,883696,Júnior Mano,PL,deputado federal,masculino,parda,1,216531,371563.9,1385782.09,1,1
2022,GO,886732,Fabio Sousa,PL,deputado federal,masculino,branca,0,48139,671000.0,1020769.2500000003,1,0
2022,SP,889372,Patricia Borges,PL,deputado federal,feminino,branca,0,10434,,350623.7500000002,0,0
2022,SP,898328,João Dado,PL,deputado federal,masculino,branca,0,14106,1703441.9,372199.98,0,0
2022,MT,903154,Abílio,PL,deputado federal,masculino,branca,1,87072,87500.0,1068193.770000001,0,0
2022,PE,907964,Paula Garcia,PL,deputado federal,feminino,branca,0,3605,84000.0,5790.0,0,0
2022,SP,915547,Jefferson Campos,PL,deputado federal,masculino,branca,1,155336,1682088.3999999994,887970.9699999999,1,1
2022,PB,918827,Artur Cunha Lima Filho,PL,deputado federal,masculino,branca,0,1612,350000.0,79932.54999999999,0,0
2022,TO,919624,Elissama Gomes,PL,deputado federal,feminino,parda,0,1629,173000.0,300000.0,0,0
2022,RJ,932445,Pedro Manso,PL,deputado federal,masculino,preta,0,2488,9900.0,300053.75,0,0
2022,BA,933378,Josy Silva,PL,deputado federal,feminino,parda,0,592,,10000.0,0,0
2022,SP,944909,Motta,PL,deputado federal,masculino,branca,1,104701,1353080.7200000002,1086383.81,1,1
2022,RR,948687,Edio Junior,PL,deputado federal,masculino,parda,0,10563,124000.0,149686.18000000002,0,0
2022,PB,951329,Irmã Rute Neri,PL,deputado federal,feminino,preta,0,1551,,18919.2,0,0
2022,PE,952301,Anelidia,PL,deputado federal,feminino,parda,0,1288,15500.0,,0,0
2022,PR,954271,Gennaro Vela,PL,deputado federal,masculino,parda,0,640,58518.65,25933.58,0,0
2022,PB,957736,Cabo Gilberto Silva,PL,deputado federal,masculino,branca,1,126876,1045154.69,561475.9099999999,0,0
2022,RJ,963542,Dr Flávio,PL,deputado federal,masculino,parda,0,46636,1606765.6000000003,448372.54999999993,0,0
2022,PE,973757,Robson Ferreira,PL,deputado federal,masculino,parda,0,30525,18929363.05,232983.9,0,0
2022,RJ,974238,Gutemberg Fonseca,PL,deputado federal,masculino,branca,0,19288,630346.96,103600.0,0,0
2022,RJ,974671,Marcio Labre,PL,deputado federal,masculino,branca,0,2501,450000.0,550193.75,1,1
2022,TO,974681,Fernando Da Ração,PL,deputado federal,masculino,branca,0,51,5000000.0,,0,0
2022,RN,976029,Dra Roberta Lacerda,PL,deputado federal,feminino,branca,0,14407,533688.1,499986.8999999999,0,0
2022,MG,988241,Farley Frederico,PL,deputado federal,masculino,branca,0,7744,15000.0,407499.06000000006,0,0
2022,RJ,991525,Doutora Edianne Abreu,PL,deputado federal,feminino,branca,0,2176,,53373.75,1,0
2022,SE,995657,Lânia Castro,PL,deputado federal,feminino,parda,0,481,14600.0,49973.16,1,0
2022,SC,1001879,Daniel Freitas,PL,deputado federal,masculino,branca,1,108001,421194.02,1740926.5800000003,1,1
2022,BA,1012772,Zevaldo Lima,PL,deputado federal,masculino,branca,0,2774,620650.25,5187.56,0,0
2022,CE,1016272,Celso Santos,PL,deputado federal,masculino,parda,0,783,,,0,0
2022,PE,1020250,Silvania Dias,PL,deputado federal,feminino,branca,0,231,150000.0,,0,0
2022,MG,1023606,Emir Marzano,PL,deputado federal,masculino,branca,0,1849,1760000.0,30000.0,0,0
2022,PI,1025209,Pastora Deisy,PL,deputado federal,feminino,parda,0,909,,20020.0,0,0
2022,RJ,1028495,Rosane Felix,PL,deputado federal,feminino,parda,0,38579,309055.04000000004,754048.84,0,0
2022,PE,1036207,Fabianno Oliveira,PL,deputado federal,masculino,parda,0,2034,1010.55,,0,0
2022,PE,1050656,Fernando Rodolfo,PL,deputado federal,masculino,parda,1,60088,232000.0,2217473.469999998,1,1
2022,SC,1052969,Maikon Costa,PL,deputado federal,masculino,branca,0,4910,30000.0,183040.97,1,0
2022,ES,1061966,Devacir Rabello,PL,deputado federal,masculino,parda,0,22359,49452.0,194006.37,0,0
2022,MG,1064613,Marcilene Silva,PL,deputado federal,feminino,parda,0,624,25897.45,19609.9,0,0
2022,PE,1065849,Rubem,PL,deputado federal,masculino,preta,0,7536,,,0,0
2022,SP,1069264,Liliane Ventura,PL,deputado federal,feminino,branca,0,8193,3070000.0,352956.0,0,0
2022,SC,1073699,Julia Zanatta,PL,deputado federal,feminino,branca,1,111588,2525000.0,1069803.1,0,0
2022,RR,1075825,Talita Canal,PL,deputado federal,feminino,branca,0,11,566500.0,155726.0,0,0
2022,BA,1076213,Jéssica Souza,PL,deputado federal,feminino,parda,0,220,,10000.0,0,0
2022,SP,1077801,Coronel Tadeu,PL,deputado federal,masculino,branca,0,61546,1437795.35,569775.2,1,1
2022,SP,1079217,Luiz Zacarias,PL,deputado federal,masculino,branca,0,22698,438419.3,561957.25,0,0
2022,BA,1082875,Keila,PL,deputado federal,feminino,parda,0,785,,10000.0,0,0
2022,MA,1095855,Brenda Carvalho ,PL,deputado federal,feminino,parda,0,998,,30000.0,0,0
2022,PB,1096607,Raphael Tchutchuca,PL,deputado federal,masculino,branca,0,3056,5617935.56,153273.4,0,0
2022,SP,1098624,Miguel Lombardi,PL,deputado federal,masculino,branca,1,107869,1307078.65,1410549.999999999,1,1
2022,RJ,1099932,Renato Zaca,PL,deputado federal,masculino,branca,0,18899,58406.57,532366.0200000003,0,0
2022,SE,1102619,Capitão Araújo Lima,PL,deputado federal,masculino,branca,0,8506,1010000.0,128775.0,0,0
2022,MG,1103649,Otacilio Ricardo,PL,deputado federal,masculino,parda,0,138,44.28000000000001,19197.69,0,0
2022,GO,1107289,Paulo Trabalho,PL,deputado federal,masculino,branca,0,26751,333349.6,681181.2100000001,0,0
2022,MG,1114947,Tenente Alessandro,PL,deputado federal,masculino,branca,0,800,943000.0,28908.95,0,0
2022,MG,1118608,Boy Kempes,PL,deputado federal,masculino,parda,0,451,260000.0,,1,0
2022,SP,1121506,Adilson Barroso,PL,deputado federal,masculino,parda,0,62445,870747.6,3001473.499999999,1,0
2022,MG,1127243,Welesson Da Tv Bolso,PL,deputado federal,masculino,parda,0,2561,50345.0,54032.48999999996,0,0
2022,AM,1130346,Alfredo Nascimento,PL,deputado federal,masculino,parda,0,46760,3424247.04,1733060.1500000004,0,0
2022,SP,1130928,Delegado Davi,PL,deputado federal,masculino,branca,0,18781,1049171.75,252707.02000000005,1,0
2022,SP,1131760,Capitão Augusto,PL,deputado federal,masculino,branca,1,168740,1266000.0,1663080.83,1,1
2022,CE,1132586,Nenem Da Sefaz,PL,deputado federal,masculino,branca,0,1146,,2100.0,0,0
2022,PR,1136017,Filipe Barros,PL,deputado federal,masculino,branca,1,249507,289050.59,2936773.340000001,1,1
2022,SC,1138005,Carol De Toni,PL,deputado federal,feminino,branca,1,227632,651781.51,441359.5299999999,1,1
2022,MG,1164999,Samuel Viana,PL,deputado federal,masculino,parda,1,62704,289873.04,650820.0,0,0
2022,SP,1172550,Delegado Paulo Bilynskyj,PL,deputado federal,masculino,branca,1,72156,455070.0,219679.3,0,0
2022,CE,1177108,André Fernandes,PL,deputado federal,masculino,branca,1,229509,353596.37,1094316.7600000002,0,0
2022,RN,1178409,João Maia,PL,deputado federal,masculino,branca,1,104254,928155.55,1910487.7800000005,1,1
2022,PE,1179625,Sandra Do Povo,PL,deputado federal,feminino,parda,0,464,,32.0,0,0
2022,SP,1179960,Dra Cléo De Oliveira,PL,deputado federal,feminino,parda,0,4962,76000.0,170293.59,1,0
2022,DF,1194767,Marco Aurélio Piantella,PL,deputado federal,masculino,branca,0,1458,500000.0,,0,0
2022,PR,1198739,Alessandro Bioni,PL,deputado federal,masculino,branca,0,1039,633000.0,2000.0,0,0
2022,PE,1199675,Thiago Paes,PL,deputado federal,masculino,branca,0,6241,5000.0,53857.0,0,0
2022,DF,1204954,Chef Vinícius Rossignoli,PL,deputado federal,masculino,parda,0,1029,,,0,0
2022,MG,1210352,Zé Vitor,PL,deputado federal,masculino,branca,1,152748,816000.0,2628391.92,1,1
2022,RJ,1211026,Charlles Batista,PL,deputado federal,masculino,parda,0,41346,1285000.0,505089.37000000005,0,0
2022,SE,1216005,Icaro De Valmir,PL,deputado federal,masculino,parda,1,75912,86277.78,501967.3400000002,0,0
2022,PB,1216265,Cantora Munique Marinho,PL,deputado federal,feminino,parda,0,10284,,257260.35,0,0
2022,PR,1218188,Dulce Schincoviaki,PL,deputado federal,feminino,branca,0,507,233650.0,25000.0,0,0
2022,MG,1222015,André Consentini,PL,deputado federal,masculino,branca,0,6741,77069.37,29975.0,0,0
2022,MG,1224088,Junio Amaral,PL,deputado federal,masculino,branca,1,59297,581733.0,455204.7599999998,1,1
2022,PE,1225653,Ivan Guedes,PL,deputado federal,masculino,parda,0,12236,137400.0,38591.310000000005,0,0
2022,PB,1225869,Ilmara Morais,PL,deputado federal,feminino,branca,0,5226,,179507.7,0,0
2022,RJ,1227030,Luiz Lima,PL,deputado federal,masculino,branca,1,69088,2131695.24,607256.23,1,1
2022,BA,1231985,Kirlia,PL,deputado federal,feminino,parda,0,518,,10000.0,0,0
2022,SE,1234666,Zezinho Guimarães,PL,deputado federal,masculino,branca,0,16184,2464259.02,505000.0,0,0
2022,PR,1236287,Everson Natalino,PL,deputado federal,masculino,branca,0,569,145000.0,25000.0,0,0
2022,RJ,1239009,Major Fabiana,PL,deputado federal,feminino,branca,0,30096,250000.0,2525393.9300000025,1,1
2022,ES,1239904,Sol Righeth,PL,deputado federal,feminino,branca,0,1122,9000.0,100000.0,0,0
2022,BA,1243136,Carlito Ferreira,PL,deputado federal,masculino,parda,0,791,3148396.0,,1,0
2022,RJ,1248760,Altineu Cortes,PL,deputado federal,masculino,parda,1,167512,1270912.37,1337469.0,1,1
2022,MG,1251429,Ellen Miziara,PL,deputado federal,feminino,branca,0,9649,9501.34,129052.49,0,0
2022,CE,1254203,Gorete Pereira,PL,deputado federal,feminino,branca,0,36507,550000.0,2531050.690000002,1,0
2022,ES,1257856,Dárcio Bracarense,PL,deputado federal,masculino,branca,0,16360,,139765.78,0,0
2022,RJ,1259960,Bianca Machado,PL,deputado federal,feminino,parda,0,743,12000.0,2229.38,0,0
2022,MG,1263018,Marcelo Álvaro Antônio,PL,deputado federal,masculino,branca,1,31025,1196659.6,1731706.43,1,1
2022,ES,1265543,Gilvan O Federal Da Direita,PL,deputado federal,masculino,parda,1,87994,50000.0,432827.08,0,0
2022,SP,1268205,Dr Frederick Wassef,PL,deputado federal,masculino,branca,0,3628,14356550.409999998,229151.55,0,0
2022,RS,1271909,Eric Lins,PL,deputado federal,masculino,parda,0,31089,793227.11,522556.20000000007,0,0
2022,RJ,1273203,Gurgel,PL,deputado federal,masculino,branca,0,11531,715612.1,369910.94000000006,1,1
2022,SP,1279053,Rosa Da Ambulância,PL,deputado federal,feminino,branca,0,2143,214706.97000000003,99857.4,0,0
2022,PE,1283777,Rodolfo Silva,PL,deputado federal,masculino,branca,0,6753,524500.0,10946.64,0,0
2022,GO,1298292,Professor Alcides,PL,deputado federal,masculino,parda,1,90162,10103104.750000002,1142530.1,1,1
2022,MG,1299866,Marlon Comandante,PL,deputado federal,masculino,parda,0,211,10000.0,20000.0,0,0
2022,RJ,1300568,Marcão Gomes,PL,deputado federal,masculino,branca,0,9718,1445183.93,502408.35,1,0
2022,PI,1307017,Weslley Demes,PL,deputado federal,masculino,parda,0,1024,,19178.5,0,0
2022,SP,1308733,Coronel Dulcinéia,PL,deputado federal,feminino,branca,0,7234,678000.0,54974.0,0,0
2022,RJ,1314915,Carlos Jordy,PL,deputado federal,masculino,branca,1,114587,122222.35,509864.4,1,1
2022,ES,1321747,Caminhoneira Alexsandra Tomaz,PL,deputado federal,feminino,branca,0,3402,,99972.47,0,0
2022,SP,1323565,Capitão Souza,PL,deputado federal,masculino,branca,0,37969,328000.0,460240.35,0,0
2022,RN,1324777,Gabriel Cesar,PL,deputado federal,masculino,branca,0,6909,72699.09,121178.97000000002,0,0
2022,ES,1326721,Cabo Bonadiman,PL,deputado federal,masculino,branca,0,10059,75413.87,101202.15,0,0
2022,RJ,1326740,Priscila Rainha Do Reboque,PL,deputado federal,feminino,preta,0,1277,,255928.40000000005,0,0
2022,RJ,1327210,Dra Letícia Costa,PL,deputado federal,feminino,branca,0,24520,212000.0,700393.6900000001,1,0
2022,SP,1330506,Rita Guedes,PL,deputado federal,feminino,parda,0,2994,,79699.0,0,0
2022,SP,1332821,Marcio Alvino,PL,deputado federal,masculino,branca,1,187314,509518.88,955394.0500000004,1,1
2022,MA,1333228,Chicão Dos Teclados,PL,deputado federal,masculino,parda,0,2009,579000.0,99872.26,0,0
2022,MG,1337747,Lincoln Portela,PL,deputado federal,masculino,branca,1,42328,1638089.4200000002,1097460.010000002,1,1
2022,RJ,1344307,Chris Tonietto,PL,deputado federal,feminino,branca,1,52583,547218.59,502251.34,1,1
2022,DF,1347932,Rafael Sampaio ,PL,deputado federal,masculino,branca,0,11762,1100000.0,,0,0
2022,SP,1351121,Eduardo Bolsonaro,PL,deputado federal,masculino,branca,1,741701,1760000.0,723530.0999999999,1,1
2022,RS,1355639,Jocelin Azambuja,PL,deputado federal,masculino,branca,0,714,1192000.0,13770.0,0,0
2022,GO,1356591,Major Hugo Christiani,PL,deputado federal,masculino,branca,0,8080,637000.0,169641.19999999995,0,0
2022,SP,1357603,Rosana Valle,PL,deputado federal,feminino,branca,1,216437,1329000.0,3034706.689999999,1,1
2022,ES,1363024,Adriana Boas,PL,deputado federal,feminino,parda,0,6429,100000.0,100000.0,1,0
2022,CE,1366912,Delegado Cavalcante,PL,deputado federal,masculino,branca,0,24379,114577.48,661754.7000000001,0,0
2022,MS,1370532,Inspetora Deborah,PL,deputado federal,feminino,branca,0,3189,428782.51,149686.8,0,0
2022,RJ,1374086,Milena Cardoso,PL,deputado federal,feminino,branca,0,298,,150.0,0,0
2022,SP,1374462,Margarete Reis,PL,deputado federal,feminino,branca,0,441,240000.0,30000.0,1,0
2022,RR,1377793,Maj Adriane,PL,deputado federal,feminino,branca,0,2760,520000.0,399660.0,0,0
2022,MG,1383460,Nikolas Ferreira,PL,deputado federal,masculino,branca,1,1492047,36820.46,280391.19,0,0
2022,BA,1387408,Dr Mangabeira,PL,deputado federal,masculino,parda,0,9497,2744568.99,111400.0,1,0
2022,SP,1387484,Luiz Philippe De O Bragança,PL,deputado federal,masculino,branca,1,79210,2506043.6700000004,402742.38000000006,1,1
2022,DF,1389882,Fraga,PL,deputado federal,masculino,branca,1,28825,4847414.04,,0,0
2022,BA,1389910,Thiago Martins,PL,deputado federal,masculino,parda,0,6173,100000.0,100000.0,0,0
2022,PR,1391851,Claudio Dos Santos,PL,deputado federal,masculino,preta,0,1123,110000.0,23920.0,0,0
2022,MS,1393857,Delegado Wellington,PL,deputado federal,masculino,parda,0,6379,2628628.42,231818.71,0,0
2022,MG,1395673,Julio Criminalista,PL,deputado federal,masculino,parda,0,2999,73000.0,,0,0
2022,MG,1396095,Doutora Anelena Salomão,PL,deputado federal,feminino,branca,0,5670,742763.4,50496.0,0,0
2022,RJ,1397100,Luciano Vieira,PL,deputado federal,masculino,branca,1,84942,7681619.54,736107.2500000001,0,0
2022,TO,1398692,Misma,PL,deputado federal,feminino,branca,0,602,240000.0,11525.0,0,0
2022,SP,1400528,Coronel Nishikawa,PL,deputado federal,masculino,amarela,0,8166,43321.61,479813.6799999999,0,0
2022,CE,1400920,Dra Veronica Amaral,PL,deputado federal,feminino,parda,0,1020,132320.84,3500.0,0,0
2022,PE,1407763,Dra Aparecida Terto,PL,deputado federal,feminino,branca,0,229,401000.0,1500.0,0,0
2022,SP,1411515,Professora Berta,PL,deputado federal,feminino,branca,0,764,1205000.0,49949.9,0,0
2022,TO,1412470,Antonio Jorge,PL,deputado federal,masculino,parda,0,1466,5708458.19,499646.0,0,0
2022,SP,1415888,David Cardoso,PL,deputado federal,masculino,branca,0,3331,667956.44,199999.06,0,0
2022,SP,1418094,Sergio Camargo,PL,deputado federal,masculino,preta,0,13085,69000.0,838902.42,0,0
2022,RS,1420525,Marcelo Bagé,PL,deputado federal,masculino,branca,0,10346,275000.0,37214.07,0,0
2022,MG,1421712,Gustavo Adjuto,PL,deputado federal,masculino,branca,0,8237,109294.0,279791.94999999995,0,0
2022,SP,1422230,Pastor Marco Feliciano,PL,deputado federal,masculino,branca,1,220595,4797415.75,2010181.19,1,1
2022,GO,1424422,Magda Mofatto,PL,deputado federal,feminino,branca,1,81996,32124649.67,3130335.289999997,1,1
2022,PB,1424515,Romeu Lemos,PL,deputado federal,masculino,branca,0,1581,763500.0,99864.06,0,0
2022,PA,1429571,Delegado Eder Mauro,PL,deputado federal,masculino,parda,1,205543,2991827.37,1558638.2099999995,1,1
2022,PA,1434104,Joaquim Passarinho,PL,deputado federal,masculino,parda,1,122553,1823968.57,437657.71,1,1
2022,RJ,1436117,Renan Marassi,PL,deputado federal,masculino,branca,0,26021,125348.57,166740.0,0,0
2022,SP,1445446,Bombeira Sargento Brandão,PL,deputado federal,feminino,branca,0,3474,350330.0,83000.0,0,0
2022,ES,1453772,Junior Corrêa,PL,deputado federal,masculino,branca,0,37756,303347.75,389626.76,0,0
2022,MG,1454815,Eduardo Da Ambulãncia,PL,deputado federal,masculino,parda,0,1796,30000.0,30000.0,0,0
2022,RO,1458285,Ten Costinha Da Aspometron,PL,deputado federal,masculino,parda,0,3888,1426400.0,138482.71999999997,0,0
2022,SP,1464792,Bruxão Cavanha,PL,deputado federal,masculino,branca,0,17193,502912.84,330000.0,0,0
2022,PB,1470090,Ricardo Maia,PL,deputado federal,masculino,branca,0,1391,347753.85,5150.0,0,0
2022,BA,1472588,Dília Brandão,PL,deputado federal,feminino,branca,0,204,184818.61,9990.0,0,0
2022,BA,1474953,João Carlos Bacelar,PL,deputado federal,masculino,branca,1,90229,9917969.0,1500026.3799999994,1,1
2022,RJ,1476513,Helio Fernando Barbosa Lopes,PL,deputado federal,masculino,preta,1,132986,36000.0,869852.6500000001,1,1
2022,RN,1482364,Robinson Faria,PL,deputado federal,masculino,branca,1,97319,6770684.029999999,1704528.1500000008,0,0
2022,RJ,1482497,Jeane Dames,PL,deputado federal,feminino,branca,0,219,,2229.38,0,0
2022,SP,1483952,Cida Barreto,PL,deputado federal,feminino,parda,0,2346,152000.0,80000.0,0,0
2022,PI,1489330,Teresinha De Jesus,PL,deputado federal,feminino,parda,0,429,1522000.0,5000.0,0,0
2022,SC,1494418,Valdir Colatto,PL,deputado federal,masculino,branca,0,44494,1979430.1000000003,514778.4,1,0
2022,SP,1496422,Ramiro Dos Caminhoneiros,PL,deputado federal,masculino,branca,0,4542,600000.0,150000.0,1,0
2022,SP,1501404,Wesley Ros,PL,deputado federal,masculino,preta,0,15595,272663.04000000004,499940.3700000004,0,0
2022,SP,1505820,Martinho Colpani,PL,deputado federal,masculino,branca,0,7254,341778.3,102400.0,1,0
2022,RS,1510610,Rita Bernardes,PL,deputado federal,feminino,preta,0,304,41006.0,59975.06,0,0
2022,BA,1514164,Comandante Rangel,PL,deputado federal,masculino,parda,0,21599,,534471.71,0,0
2022,BA,1515137,Edna Santos,PL,deputado federal,feminino,branca,0,181,510000.0,10000.0,1,0
2022,MS,1522692,Durães,PL,deputado federal,masculino,parda,0,959,,100000.0,0,0
2022,RO,1533161,Sofia Andrade,PL,deputado federal,feminino,branca,0,14634,1000.0,204392.33,0,0
2022,SP,1535480,Isaac Antunes,PL,deputado federal,masculino,branca,0,14371,5000.0,274976.36999999994,0,0
2022,SP,1543802,Policial Katia Sastre,PL,deputado federal,feminino,branca,0,60330,553703.3400000001,2571030.8599999994,1,1
2022,PR,1545810,Professor Blenio Peixe,PL,deputado federal,masculino,branca,0,1389,4009032.84,34500.0,0,0
2022,SP,1556644,Felipe Folgosi,PL,deputado federal,masculino,branca,0,30921,825213.0,330396.85,0,0
2022,RJ,1561331,Max Guilherme,PL,deputado federal,masculino,branca,0,9489,50000.0,625078.7499999998,0,0
2022,PE,1563027,João Machado,PL,deputado federal,masculino,branca,0,3679,6057134.31,35000.0,0,0
2022,SP,1565113,Antonio Carlos Rodrigues,PL,deputado federal,masculino,branca,1,73054,959044.62,952506.31,1,0
2022,MG,1567927,Alfredo Guimarães,PL,deputado federal,masculino,branca,0,1883,510000.0,,0,0
2022,AP,1580665,Charly Jhone,PL,deputado federal,masculino,branca,0,3633,819855.39,499317.2600000005,0,0
2022,CE,1582590,Priscila Costa,PL,deputado federal,feminino,parda,0,74773,,2303698.7800000003,1,0
2022,AM,1589405,Pastora Jô,PL,deputado federal,feminino,parda,0,898,,25900.35,0,0
2022,RO,1597047,Dra Karla Nocrato Loiola,PL,deputado federal,feminino,branca,0,1068,1258586.98,131290.30000000002,0,0
2022,TO,1597557,Eli Borges,PL,deputado federal,masculino,parda,1,35171,3572680.44,1999950.3200000003,1,1
2022,PA,1598500,Beth Gonçalves,PL,deputado federal,feminino,parda,0,1310,,,0,0
2022,SC,1599815,Ari Rabaiolli,PL,deputado federal,masculino,branca,0,32601,2300617.85,368544.0,0,0
2022,SP,1600948,Professora Catia Abreu,PL,deputado federal,feminino,branca,0,1914,24000.0,30000.0,0,0
2022,RO,1603170,Salatiel Rodrigues,PL,deputado federal,masculino,branca,0,4633,817654.5,123172.15,0,0
2022,MG,1607070,Domingos Sávio,PL,deputado federal,masculino,branca,1,90236,2469204.93,2387857.64,1,1
2022,SP,1608583,Cristiane Ferreira,PL,deputado federal,feminino,preta,0,5450,4499.17,149560.94999999998,0,0
2022,BA,1610948,Ricardo Leite,PL,deputado federal,masculino,parda,0,1079,1531000.0,4540.0,0,0
2022,RR,1611694,Lourdinha Pinheiro,PL,deputado federal,feminino,branca,0,1186,728635.8899999999,300811.3,0,0
2022,PI,1615320,Coronel Viana,PL,deputado federal,masculino,branca,0,5529,,9000.0,0,0
2022,PE,1624064,Pastor Eurico,PL,deputado federal,masculino,branca,1,100811,525000.0,2487862.9400000004,1,1
2022,MA,1624454,Coronel Monteiro,PL,deputado federal,masculino,branca,0,8775,2298992.04,179766.35,0,0
2022,AM,1632002,Nilmar Oliveira,PL,deputado federal,masculino,preta,0,6772,,380000.0,1,0
2022,RO,1632149,Luiz Cláudio Da Agricultura,PL,deputado federal,masculino,parda,0,19157,495797.56000000006,1059352.85,1,0
2022,MA,1640356,Luciano Galego,PL,deputado federal,masculino,branca,0,20643,1041654.28,253160.3,0,0
2022,MA,1656680,Mary Do Mojó,PL,deputado federal,feminino,branca,0,4323,,,0,0
2022,SP,1658840,Ricardo Salles,PL,deputado federal,masculino,branca,1,640918,3970000.0,2391556.17,1,0
2022,SP,1668637,Dr Maurício Soares,PL,deputado federal,masculino,preta,0,944,981.0,49875.1,0,0
2022,SP,1673449,Policial Cristiane,PL,deputado federal,feminino,branca,0,1498,0.0,6000.0,0,0
2022,GO,1674987,Monica Veloso,PL,deputado federal,feminino,branca,0,687,,100.0,0,0
2022,RJ,1678301,Chris Da Quatro Patinhas,PL,deputado federal,feminino,branca,0,3842,88200.6,116835.75,0,0
2022,PB,1678576,Wellington Roberto,PL,deputado federal,masculino,parda,1,109067,3814442.670000002,1226346.799999999,1,1
2022,SC,1678734,Dr Mario Afonso Maluf,PL,deputado federal,masculino,branca,0,1108,923534.17,19999.01,0,0
2022,PA,1681979,Waishington Oliveira,PL,deputado federal,masculino,branca,0,1265,31200.0,5574.53,0,0
2022,AP,1684276,Delegado Charles,PL,deputado federal,masculino,parda,0,2456,,355016.01000000007,0,0
2022,DF,1684783,Angélica Kate Marrone,PL,deputado federal,feminino,preta,0,1977,256000.0,,0,0
2022,RS,1694182,Dr Gabriel,PL,deputado federal,masculino,branca,0,796,393000.0,5022.0,0,0
2022,MA,1694852,Thiago Palhares,PL,deputado federal,masculino,branca,0,1777,,50819.0,0,0
2022,DF,1695443,Belle Borges,PL,deputado federal,feminino,branca,0,1130,2133746.0500000003,,1,0
2022,RS,1698872,Bibo Nunes,PL,deputado federal,masculino,branca,1,76521,9722550.0,1451460.0900000008,1,1
2022,PR,1700099,Capitão Marques,PL,deputado federal,masculino,parda,0,6457,36806.68,30000.0,0,0
2022,RJ,1703486,Waldir Ferraz,PL,deputado federal,masculino,parda,0,1967,,102902.5,0,0
2022,RJ,1707200,Marcos Braz,PL,deputado federal,masculino,parda,0,38623,378257.63,672878.05,0,0
