ano,sigla_uf,id_candidato_bd,nome_urna,sigla_partido,cargo,genero,raca,resultado,votos
2018,RR,1534776,Professora Graça,PL,deputado federal,feminino,parda,suplente,638
2018,SP,1541758,Luciana Costa,PL,deputado federal,feminino,preta,suplente,7417
2018,SP,1543802,Policial Katia Sastre,PL,deputado federal,feminino,branca,eleito por qp,264013
2018,ES,1544493,Lauriete,PL,deputado federal,feminino,branca,eleito por media,51983
2018,PE,1562771,Gena Do Banco,PL,deputado federal,masculino,branca,suplente,302
2018,SP,1564239,Rita Alves,PL,deputado federal,feminino,parda,suplente,688
2018,SP,1565113,Antonio Carlos Rodrigues,PL,deputado federal,masculino,branca,suplente,50255
2018,MT,1574326,Professor Bispo,PL,deputado federal,masculino,branca,suplente,9987
2018,MG,1602806,Delegado Edson Moreira,PL,deputado federal,masculino,preta,suplente,34596
2018,SP,1605567,Aladim,PL,deputado federal,masculino,branca,suplente,11964
2018,RO,1632149,Luiz Claudio Da Agricultura,PL,deputado federal,masculino,branca,suplente,26438
2018,MG,1649003,José Santana,PL,deputado federal,masculino,branca,suplente,42008
2018,SP,1670257,Valdemar Rosendo,PL,deputado federal,masculino,branca,suplente,798
2018,PB,1678576,Wellington Roberto,PL,deputado federal,masculino,parda,eleito por qp,107465
2018,RJ,1731384,Alfinho Pinheiro,PL,deputado federal,masculino,parda,suplente,193
2018,MT,1736046,Eliene Lima,PL,deputado federal,masculino,branca,suplente,9330
2018,SP,1742070,Bia Hipolito,PL,deputado federal,feminino,branca,suplente,573
2018,SP,1742668,Debora Cabral,PL,deputado federal,feminino,branca,suplente,1597
2018,PE,1744386,Vania Farias,PL,deputado federal,feminino,branca,suplente,17
2018,SP,1771132,Cantora Elizangela Miguel,PL,deputado federal,feminino,branca,suplente,1757
2018,RS,1781135,Giovani Cherini,PL,deputado federal,masculino,branca,eleito por qp,151719
2018,BA,1804543,Jose Rocha,PL,deputado federal,masculino,branca,eleito por media,84016
2018,RJ,1804647,Soraya Santos,PL,deputado federal,feminino,branca,eleito por qp,48328
2018,SE,1809497,Adelson Barreto,PL,deputado federal,masculino,preta,suplente,23369
2022,SP,87,Dr Raphael O Dr. Previdencia,PP,deputado federal,masculino,branca,suplente,12596
2022,SP,6562,Professor Marcos Vargas,PP,deputado federal,masculino,branca,suplente,797
2022,DF,7419,Carina Sales,PP,deputado federal,feminino,branca,nao eleito,892
2022,RO,8860,Tião Freitas,PP,deputado federal,masculino,branca,nao eleito,570
2022,SP,10463,Douglas Giglio,PP,deputado federal,masculino,branca,suplente,666
2022,PA,16592,Cristiano Vale,PP,deputado federal,masculino,branca,nao eleito,100345
2022,MA,23366,Dr Humberto,PP,deputado federal,masculino,branca,suplente,5298
2022,PI,23405,Elmano O Veín Trabalhador,PP,deputado federal,masculino,parda,suplente,54457
2022,SP,23616,Tiago Campos,PP,deputado federal,masculino,preta,suplente,1318
2022,SP,25730,Tony Santtana,PP,deputado federal,masculino,parda,suplente,6274
2022,SP,28896,Dr Filipe Fornari,PP,deputado federal,masculino,branca,suplente,16583
2022,SP,34659,Carina Carneiro,PP,deputado federal,feminino,preta,suplente,263
2022,CE,48524,Tarso Magno,PP,deputado federal,masculino,branca,suplente,17153
2022,RJ,49079,Comandante Sergio,PP,deputado federal,masculino,branca,suplente,483
2022,SP,60102,Coronel Telhada,PP,deputado federal,masculino,branca,suplente,69945
2022,SP,65186,Igor Coimbra Manhani,PP,deputado federal,masculino,branca,suplente,2684
2022,RS,66101,Moraes Fortaleza,PP,deputado federal,masculino,branca,suplente,507
2022,MS,67133,Dra. Sirlei Ratier,PP,deputado federal,feminino,branca,suplente,7102
2022,RS,67720,Mico Gonzatto,PP,deputado federal,masculino,branca,suplente,3713
2022,SC,67750,Alessandro Simas,PP,deputado federal,masculino,branca,nao eleito,21200
2022,SP,67930,Delegado Bruno Lima,PP,deputado federal,masculino,branca,eleito por qp,461217
2022,MA,68795,Amanda Gentil ,PP,deputado federal,feminino,parda,eleito por media,108699
2022,AC,71359,Socorro Neri,PP,deputado federal,feminino,branca,eleito por qp,25842
2022,AC,71557,Gerlen Diniz,PP,deputado federal,masculino,branca,eleito por media,19560
2022,RS,72251,Paraná,PP,deputado federal,masculino,branca,suplente,63
2022,MG,75702,Aelton Freitas,PP,deputado federal,masculino,parda,suplente,50777
2022,BA,83923,Dinamene Meireles,PP,deputado federal,feminino,parda,suplente,1049
2022,SP,86518,Hosana Silva,PP,deputado federal,feminino,preta,suplente,512
2022,RS,91419,Afonso Hamm,PP,deputado federal,masculino,branca,eleito por media,109123
2022,CE,116265,Segundinho,PP,deputado federal,masculino,preta,suplente,789
2022,RR,120095,Delegado Francisco,PP,deputado federal,masculino,parda,nao eleito,7629
2022,PE,124903,Pastor Luiz Eduardo,PP,deputado federal,masculino,parda,suplente,643
2022,PA,132286,Eduarda Bonanza,PP,deputado federal,feminino,parda,nao eleito,6972
2022,MG,137980,Professora Augusta,PP,deputado federal,feminino,parda,suplente,152
2022,PA,138082,Dr. Celso,PP,deputado federal,masculino,branca,nao eleito,2441
2022,SP,138644,Bombeiro Pr Jhonatan,PP,deputado federal,masculino,branca,suplente,593
2022,SE,141307,Luciano De Menininha,PP,deputado federal,masculino,branca,suplente,10192
2022,PR,144839,Roseli Terapeuta,PP,deputado federal,feminino,preta,suplente,1105
2022,MG,148049,Pretin Pretão,PP,deputado federal,masculino,preta,suplente,919
2022,MA,150261,Veras,PP,deputado federal,masculino,parda,suplente,283
2022,MA,153426,Antonildes Mota ,PP,deputado federal,feminino,parda,suplente,1669
2022,SP,154760,Daiane Mello,PP,deputado federal,feminino,parda,suplente,3590
2022,RJ,157473,Nando Da Nancel,PP,deputado federal,masculino,branca,suplente,667
2022,RJ,159026,Luiz Antônio,PP,deputado federal,masculino,branca,suplente,43937
2022,AL,160623,Conceição Tavares,PP,deputado federal,feminino,branca,suplente,1633
2022,PI,161422,Junior Nobre,PP,deputado federal,masculino,branca,suplente,5510
2022,TO,162322,Eliana Castro,PP,deputado federal,feminino,parda,suplente,3617
2022,SP,174544,Professor Leonardo Alex,PP,deputado federal,masculino,branca,suplente,2015
2022,RS,175248,Clarice Ramos,PP,deputado federal,feminino,preta,suplente,461
2022,MG,175660,Franco Cartafina,PP,deputado federal,masculino,branca,suplente,72086
2022,RJ,178662,Lourival Gomes,PP,deputado federal,masculino,parda,suplente,27602
2022,PR,181465,Ricardo Barros,PP,deputado federal,masculino,branca,eleito por qp,107022
2022,MG,182154,Ozanan,PP,deputado federal,masculino,branca,suplente,1185
2022,CE,183516,Sérgio Dantas,PP,deputado federal,masculino,parda,suplente,5599
2022,CE,184233,Thiago Esmeraldo,PP,deputado federal,masculino,branca,suplente,6984
2022,AP,189976,Leda Sadala,PP,deputado federal,feminino,parda,nao eleito,4110
2022,SC,193686,Nelson Trentini,PP,deputado federal,masculino,branca,nao eleito,4747
2022,MA,194696,Roberto Maues,PP,deputado federal,masculino,parda,suplente,3361
2022,AC,196003,Gil Teixeira,PP,deputado federal,feminino,parda,suplente,647
2022,RS,208748,Sargento Marconi,PP,deputado federal,masculino,branca,suplente,541
2022,SC,209194,Marilise Martinez,PP,deputado federal,feminino,branca,nao eleito,1277
2022,SP,210321,Lucas Sanches,PP,deputado federal,masculino,branca,suplente,40881
2022,SP,211326,Roge Baudichon,PP,deputado federal,masculino,branca,suplente,4728
2022,RJ,216768,Marcello Siciliano,PP,deputado federal,masculino,branca,suplente,21104
2022,CE,217871,Roberto Rizzo,PP,deputado federal,masculino,parda,suplente,491
2022,SP,221462,Cleber Gaucho,PP,deputado federal,masculino,branca,suplente,5119
2022,RJ,221980,Mônica Paula,PP,deputado federal,feminino,branca,suplente,724
2022,RS,235553,Zaluar Soares,PP,deputado federal,masculino,parda,suplente,2574
2022,RN,245796,Kerinho,PP,deputado federal,masculino,parda,nao eleito,3920
2022,RS,246752,Vivi Da Saúde,PP,deputado federal,feminino,parda,suplente,2127
2022,MA,259051,Chicão Da Parabólica,PP,deputado federal,masculino,parda,suplente,5086
2022,BA,259251,José Parisio,PP,deputado federal,masculino,parda,suplente,697
2022,MA,265379,Hugo Dos Concursos,PP,deputado federal,masculino,parda,suplente,464
2022,MA,265764,Remy Soares,PP,deputado federal,masculino,branca,suplente,7270
2022,RJ,267837,Deyson Thomé,PP,deputado federal,masculino,branca,suplente,502
2022,BA,269770,Professora Angélica,PP,deputado federal,feminino,preta,suplente,5530
2022,BA,270200,Leandro Guerrilha,PP,deputado federal,masculino,preta,suplente,8494
2022,SC,271329,Jeanine Nascimento,PP,deputado federal,feminino,preta,nao eleito,835
2022,AC,271934,Samir Bestene,PP,deputado federal,masculino,branca,suplente,7436
2022,PR,283227,Christiane Yared,PP,deputado federal,feminino,branca,suplente,31188
2022,SC,287248,Valmir Comin,PP,deputado federal,masculino,branca,nao eleito,21766
2022,PB,290482,Erinalda Monteiro,PP,deputado federal,feminino,preta,suplente,1059
2022,BA,296479,Ana Barcelos,PP,deputado federal,feminino,branca,suplente,1312
2022,RS,298244,Lúcia Castêncio,PP,deputado federal,feminino,parda,suplente,465
2022,DF,301888,Rogerio Rosso,PP,deputado federal,masculino,branca,nao eleito,14210
2022,MS,302621,Lu Azambuja,PP,deputado federal,feminino,parda,suplente,4299
2022,GO,303841,Adriano Do Baldy,PP,deputado federal,masculino,branca,eleito por media,95518
2022,RJ,310858,Arthur Costa,PP,deputado federal,masculino,branca,suplente,1122
2022,PB,319923,Aguinaldo Ribeiro,PP,deputado federal,masculino,branca,eleito por qp,135001
2022,MG,321370,Ana Paula Junqueira Leao,PP,deputado federal,feminino,branca,eleito por qp,77990
2022,AP,324874,Tenente Coronel Kleber,PP,deputado federal,masculino,parda,nao eleito,4052
2022,TO,325835,Júlio Oliveira,PP,deputado federal,masculino,branca,suplente,5409
2022,SC,329119,Itamar Agnoletto,PP,deputado federal,masculino,branca,nao eleito,8315
2022,MG,330292,Fernando Borja E Borja,PP,deputado federal,masculino,parda,suplente,16454
2022,CE,331809,Xisto,PP,deputado federal,masculino,parda,suplente,3032
2022,PR,333908,Sargento Ferreira,PP,deputado federal,masculino,parda,suplente,1094
2022,TO,334834,Cleiton Pinheiro,PP,deputado federal,masculino,parda,suplente,1534
2022,PR,336524,Prof Heloisa Ivaszek Jensen,PP,deputado federal,feminino,branca,suplente,2759
2022,SP,336832,Thalia Brasil,PP,deputado federal,feminino,branca,suplente,778
2022,PE,340505,Eduardo Da Fonte,PP,deputado federal,masculino,branca,eleito por qp,124850
2022,RS,358501,Liliane Maria Dall Osto (Lica),PP,deputado federal,feminino,branca,suplente,762
2022,MG,360887,Marquinhos Naves Da Ong,PP,deputado federal,masculino,parda,suplente,2109
2022,BA,371944,Maria Duarte,PP,deputado federal,feminino,branca,suplente,520
2022,DF,373075,Will Godoy,PP,deputado federal,masculino,parda,nao eleito,3068
2022,RS,377156,Dr Marcos,PP,deputado federal,masculino,branca,suplente,2243
2022,RR,377390,Major Overlan,PP,deputado federal,masculino,parda,nao eleito,1555
2022,RS,377823,Jolisa Duarte,PP,deputado federal,feminino,branca,suplente,3685
2022,BA,379053,Bruno Barbosa,PP,deputado federal,masculino,parda,suplente,5047
2022,MG,382911,Robson Gonçalves,PP,deputado federal,masculino,branca,suplente,197
2022,AP,387719,Dilson Borges,PP,deputado federal,masculino,branca,nao eleito,4059
2022,GO,389043,Nixon Das Casinhas,PP,deputado federal,masculino,branca,suplente,3018
2022,PA,389192,Irismar,PP,deputado federal,feminino,parda,nao eleito,5192
2022,DF,389453,Professora Cely Muniz,PP,deputado federal,feminino,branca,nao eleito,716
2022,PA,391578,Elda,PP,deputado federal,feminino,parda,nao eleito,2988
2022,PA,392798,Rosana Azulay,PP,deputado federal,feminino,parda,nao eleito,355
2022,SE,392936,Capitão Samuel,PP,deputado federal,masculino,parda,suplente,38151
2022,RO,405501,Marlucia,PP,deputado federal,feminino,branca,nao eleito,1026
2022,SP,411511,Dra Josi Dentista,PP,deputado federal,feminino,branca,suplente,475
2022,BA,412814,Junior Do Depósito,PP,deputado federal,masculino,preta,suplente,1085
2022,SC,414308,Silvia Oliveira,PP,deputado federal,feminino,branca,nao eleito,1041
2022,RJ,416450,Julio Lopes,PP,deputado federal,masculino,branca,eleito por qp,50019
2022,MG,417235,Rubinho Democratense,PP,deputado federal,masculino,preta,suplente,402
2022,RS,418131,Dr Zaccaro,PP,deputado federal,masculino,branca,nao eleito,9317
2022,MS,440477,Walter Carneiro Jr,PP,deputado federal,masculino,branca,suplente,39860
2022,MA,441380,Valeria Lauanddy,PP,deputado federal,feminino,parda,suplente,1149
2022,RR,443108,Deilson Bolsonaro,PP,deputado federal,masculino,parda,nao eleito,3264
2022,MG,445395,Elizete Martins,PP,deputado federal,feminino,preta,suplente,633
2022,RS,446037,Maria Xavier,PP,deputado federal,feminino,preta,suplente,927
2022,MG,454290,Edson Ativista,PP,deputado federal,masculino,preta,suplente,114
2022,ES,456163,Cassio Caldeira,PP,deputado federal,masculino,branca,suplente,1730
2022,BA,465766,Claudia Xavier,PP,deputado federal,feminino,parda,suplente,315
2022,CE,470696,Tefa,PP,deputado federal,masculino,parda,suplente,1084
2022,RJ,474302,Bispo Antônio Carlos,PP,deputado federal,masculino,preta,suplente,331
2022,AP,475100,Michel Da Sanauto,PP,deputado federal,masculino,parda,nao eleito,358
2022,SP,479698,Jamaica,PP,deputado federal,masculino,preta,suplente,508
2022,MG,491268,Sargento Prado,PP,deputado federal,masculino,branca,suplente,80
2022,MG,492567,Tonizia Alves,PP,deputado federal,feminino,preta,suplente,799
2022,MG,493146,Filó Marçal,PP,deputado federal,feminino,preta,suplente,615
2022,MG,502850,Silvio Carneiro,PP,deputado federal,masculino,branca,suplente,175
2022,RS,506218,Sérgio Turra,PP,deputado federal,masculino,branca,suplente,87355
2022,SE,513940,Coração Valente,PP,deputado federal,masculino,parda,suplente,13422
2022,RN,521353,Cícero Martins,PP,deputado federal,masculino,branca,nao eleito,1412
2022,PA,524416,Sena,PP,deputado federal,masculino,parda,nao eleito,4057
2022,AL,527943,Arthur Lira,PP,deputado federal,masculino,parda,eleito por qp,219452
2022,MG,528634,Katia Lopes,PP,deputado federal,feminino,branca,suplente,981
2022,PR,530231,Gilson Kleina,PP,deputado federal,masculino,branca,suplente,840
2022,RR,535885,Doutor Joel,PP,deputado federal,masculino,parda,nao eleito,1587
2022,RO,542143,Edson Ker,PP,deputado federal,masculino,branca,nao eleito,434
2022,RJ,546036,Pastora Rosi,PP,deputado federal,feminino,branca,suplente,429
2022,PA,548650,Flavio Veras,PP,deputado federal,masculino,parda,nao eleito,3110
2022,GO,553342,Larissa Ferreira,PP,deputado federal,feminino,branca,suplente,655
2022,SP,554728,Lene Andrade,PP,deputado federal,feminino,preta,suplente,68
2022,BA,555590,Major Beto Pinheiro,PP,deputado federal,masculino,branca,suplente,2989
2022,PB,559615,Dr° Hilton Souto Maior,PP,deputado federal,masculino,parda,suplente,8156
2022,RJ,560824,Christino Áureo,PP,deputado federal,masculino,parda,suplente,27300
2022,PE,567255,Esdras Cabral,PP,deputado federal,masculino,parda,suplente,8577
2022,RJ,567263,Patricia Do Posto,PP,deputado federal,feminino,parda,suplente,217
2022,SC,570642,Anapaula Carneiro,PP,deputado federal,feminino,branca,nao eleito,517
2022,RO,571810,Hudson De Mattos,PP,deputado federal,masculino,branca,nao eleito,3166
2022,MG,574058,Cida Bh,PP,deputado federal,feminino,parda,suplente,832
2022,AP,575378,Eduardo Fleury,PP,deputado federal,masculino,branca,nao eleito,2212
2022,DF,578202,José Gomes,PP,deputado federal,masculino,branca,nao eleito,28528
2022,PR,588391,Keyla Avila,PP,deputado federal,feminino,branca,suplente,2253
2022,SC,590755,Evandro Berto,PP,deputado federal,masculino,branca,nao eleito,5875
2022,RJ,592760,Janio Cosendey,PP,deputado federal,masculino,branca,suplente,352
2022,PA,600819,Hesio Moreira,PP,deputado federal,masculino,branca,nao eleito,15533
2022,MG,603722,Oilso Fonseca,PP,deputado federal,masculino,parda,suplente,308
2022,PI,610489,Atila,PP,deputado federal,masculino,branca,eleito por qp,92791
2022,CE,618686,Elinete Torres,PP,deputado federal,feminino,parda,suplente,847
2022,BA,620283,Sandro Nazireu,PP,deputado federal,masculino,parda,suplente,10020
2022,PE,620354,Sub-Tenente Santiago E Irmãos ,PP,deputado federal,masculino,parda,suplente,6547
2022,TO,622084,Pastora Hilda Do Nelcivan,PP,deputado federal,feminino,parda,suplente,4324
2022,RJ,625434,Jorge Katarina,PP,deputado federal,masculino,parda,suplente,2985
2022,BA,625452,André Spínola,PP,deputado federal,masculino,parda,suplente,1458
2022,MG,641682,Marli Gava,PP,deputado federal,feminino,branca,suplente,2355
2022,PI,641762,Julio Arcoverde,PP,deputado federal,masculino,parda,eleito por qp,117669
2022,RN,648619,Jerônimo Do Sertão,PP,deputado federal,masculino,branca,nao eleito,9176
2022,BA,651483,Denis Paim,PP,deputado federal,masculino,preta,suplente,3691
2022,BA,655850,Flaviano,PP,deputado federal,masculino,parda,suplente,8365
2022,BA,656634,Neto Badaró,PP,deputado federal,masculino,parda,suplente,1447
2022,PE,657504,Anderson Correia,PP,deputado federal,masculino,parda,suplente,16128
2022,PA,659666,Sargento Neto,PP,deputado federal,masculino,parda,nao eleito,445
2022,MG,659887,Zé Do Rádio,PP,deputado federal,masculino,parda,suplente,2579
2022,SE,660041,Thiago De Joaldo,PP,deputado federal,masculino,parda,eleito por media,45698
2022,SE,666829,Gabriela Passos,PP,deputado federal,feminino,parda,suplente,4277
2022,AC,669593,Dr Nogueira,PP,deputado federal,masculino,preta,suplente,2258
2022,RJ,670436,Roberto Barroso,PP,deputado federal,masculino,parda,suplente,1376
2022,GO,670945,Maysa Cunha,PP,deputado federal,feminino,branca,suplente,6608
2022,PB,672834,Eliza ,PP,deputado federal,feminino,parda,suplente,35838
2022,SP,673174,Geovania Queiroz,PP,deputado federal,feminino,branca,nao eleito,322
2022,MS,673987,Subtenente Edilaine,PP,deputado federal,feminino,parda,suplente,8430
2022,MS,675408,Dr. Eudélio,PP,deputado federal,masculino,branca,suplente,12078
2022,GO,681214,Leandro Ribeiro,PP,deputado federal,masculino,branca,suplente,28480
2022,ES,682776,Evair De Melo,PP,deputado federal,masculino,parda,eleito por qp,75034
2022,RR,688274,Joicy Vania,PP,deputado federal,feminino,parda,nao eleito,93
2022,RJ,692094,Betty Lage,PP,deputado federal,feminino,branca,suplente,475
2022,ES,699665,Neucimar Fraga,PP,deputado federal,masculino,parda,suplente,39539
2022,RS,705791,Catiuscia Santos,PP,deputado federal,feminino,parda,suplente,892
2022,RS,706680,Michele Wegler,PP,deputado federal,feminino,branca,suplente,1125
2022,CE,710207,Luhanna Urya,PP,deputado federal,feminino,branca,suplente,4267
2022,SP,710913,Ricardo Mutran,PP,deputado federal,masculino,branca,suplente,4187
2022,PE,716717,Fernando Monteiro,PP,deputado federal,masculino,branca,eleito por qp,99751
2022,PR,722550,Adriano Mühlstedt,PP,deputado federal,masculino,branca,suplente,3580
2022,RJ,723988,Doutor Luizinho,PP,deputado federal,masculino,branca,eleito por qp,190071
2022,TO,724750,J Cunha,PP,deputado federal,masculino,preta,suplente,2178
2022,MA,727824,Reinaldo,PP,deputado federal,masculino,parda,suplente,1845
2022,PE,728937,Missionária Michele Collins,PP,deputado federal,feminino,parda,suplente,39296
2022,RJ,732162,Coronel Robadey,PP,deputado federal,masculino,branca,suplente,3022
2022,ES,738610,Marcos Garcia,PP,deputado federal,masculino,branca,suplente,26790
2022,RN,739022,Mara Costa,PP,deputado federal,feminino,parda,nao eleito,4159
2022,TO,745182,Mestre Robertinho Do Karate,PP,deputado federal,masculino,parda,suplente,495
2022,PR,747101,Dr. Sandro Gregorio,PP,deputado federal,masculino,branca,suplente,7117
2022,BA,747457,George O Gordinho Da Favela,PP,deputado federal,masculino,parda,suplente,26475
2022,MA,747567,Flavia Lopes,PP,deputado federal,feminino,parda,suplente,727
2022,MG,748230,Alexandre Augusto,PP,deputado federal,masculino,preta,suplente,1292
2022,PR,755035,Ten Coronel Zocchi,PP,deputado federal,masculino,branca,suplente,17588
2022,PR,760448,Roman,PP,deputado federal,masculino,branca,suplente,44689
2022,GO,766196,Dra Fabianne Leão,PP,deputado federal,feminino,parda,suplente,21583
2022,AP,780679,Nete Da Pesca,PP,deputado federal,feminino,parda,nao eleito,1283
2022,TO,780757,Enfermeira Gizele,PP,deputado federal,feminino,branca,suplente,627
2022,RJ,780830,Anderson Vilela,PP,deputado federal,masculino,parda,suplente,1075
2022,RJ,782055,Chapinha,PP,deputado federal,masculino,branca,suplente,2874
2022,RS,782396,Cledson Mendes Da Cunha,PP,deputado federal,masculino,branca,suplente,228
2022,PE,789298,Enfermeiro Rodrigo Patriota,PP,deputado federal,masculino,branca,suplente,5564
2022,RJ,791195,Fernanda Lira,PP,deputado federal,feminino,parda,suplente,326
2022,PE,800672,Abdias Do Badoque,PP,deputado federal,masculino,parda,suplente,2976
2022,MG,802171,Marcelus Rocha,PP,deputado federal,masculino,branca,suplente,3526
2022,RJ,805603,Felício Laterça,PP,deputado federal,masculino,branca,suplente,39581
2022,BA,811401,Adelma Da Saúde,PP,deputado federal,feminino,preta,suplente,1360
2022,RN,812668,Karla Veruska,PP,deputado federal,feminino,branca,nao eleito,6585
2022,SP,814224,Pai Airton,PP,deputado federal,masculino,preta,suplente,895
2022,RJ,820860,Carlinhos Mecânico,PP,deputado federal,masculino,branca,suplente,1474
2022,GO,821742,Elaine Rodrigues,PP,deputado federal,feminino,parda,suplente,427
2022,MA,833397,Dr. Fernando França,PP,deputado federal,masculino,parda,suplente,717
2022,RN,838051,Sargento Cláudia,PP,deputado federal,feminino,parda,nao eleito,489
2022,MG,845406,Eneias Reis,PP,deputado federal,masculino,branca,suplente,13071
2022,BA,850496,Cacá Colchões,PP,deputado federal,masculino,branca,suplente,8530
2022,MG,853482,Maxwell Milamax,PP,deputado federal,masculino,parda,suplente,450
2022,PI,856943,Delegado Samuel,PP,deputado federal,masculino,parda,suplente,13453
2022,BA,856993,Prof. Marlylda,PP,deputado federal,feminino,preta,suplente,3346
2022,RS,859824,Marcos Peixoto,PP,deputado federal,masculino,branca,suplente,17218
2022,RN,869771,Major Brilhante,PP,deputado federal,masculino,parda,nao eleito,30157
2022,MG,873441,Wilson Martins,PP,deputado federal,masculino,branca,suplente,2795
2022,CE,879369,Aj Albuquerque,PP,deputado federal,masculino,parda,eleito por media,155456
2022,PR,879402,Adriana Araújo,PP,deputado federal,feminino,branca,nao eleito,489
2022,ES,885406,Da Vitória,PP,deputado federal,masculino,parda,eleito por media,71779
2022,SP,893963,Tonny Santos,PP,deputado federal,masculino,parda,suplente,1571
2022,RO,896646,Francisco Raposo Jr,PP,deputado federal,masculino,branca,nao eleito,12288
2022,SP,901717,Jussara Moro,PP,deputado federal,feminino,branca,suplente,408
2022,RS,902848,Patricia Beck,PP,deputado federal,feminino,branca,suplente,12841
2022,GO,903027,Sargento Silvia,PP,deputado federal,feminino,branca,suplente,785
2022,TO,904309,Vicentinho Junior,PP,deputado federal,masculino,parda,eleito por media,55292
2022,MA,905770,Lidiane Barros,PP,deputado federal,feminino,parda,suplente,1074
2022,SC,908573,Professor Cris,PP,deputado federal,masculino,branca,nao eleito,1176
2022,SC,909738,Franciele Gianello,PP,deputado federal,feminino,branca,nao eleito,672
2022,PR,910754,Wanderlei Silva,PP,deputado federal,masculino,branca,suplente,13907
2022,BA,914057,Benito Gama,PP,deputado federal,masculino,branca,suplente,5261
2022,AL,916678,Marx Beltrão,PP,deputado federal,masculino,branca,eleito por qp,88512
2022,PA,917187,Jornalista Stefany Gomes,PP,deputado federal,feminino,parda,nao eleito,158
2022,RJ,918885,Valéria Bailão,PP,deputado federal,feminino,branca,suplente,516
2022,GO,921894,Paulo Da Realiza,PP,deputado federal,masculino,parda,suplente,395
2022,PA,923270,Noelle Araujo,PP,deputado federal,feminino,parda,nao eleito,13772
2022,BA,923962,Edvaldo Júnior,PP,deputado federal,masculino,parda,suplente,2026
2022,MG,926248,Viviane Sizenando,PP,deputado federal,feminino,branca,suplente,254
2022,CE,926277,Gomes Farias,PP,deputado federal,masculino,branca,suplente,4414
2022,RJ,927521,Cintia Savelli,PP,deputado federal,feminino,branca,suplente,1794
2022,RO,928518,Tania Pires,PP,deputado federal,feminino,branca,nao eleito,324
2022,SE,939899,Ilani Paulina Enfermeira,PP,deputado federal,feminino,parda,suplente,1408
2022,PE,939948,Dra Manuela Angelo,PP,deputado federal,feminino,branca,suplente,746
2022,PR,944261,Ronaldo Bizotto,PP,deputado federal,masculino,branca,suplente,8606
2022,PB,948133,Mersinho Lucena,PP,deputado federal,masculino,branca,eleito por media,114818
2022,PB,956713,Aline ,PP,deputado federal,feminino,parda,suplente,966
2022,MG,959658,Sargento Mendes,PP,deputado federal,masculino,parda,suplente,4217
2022,MG,968671,Wesley Cardoso,PP,deputado federal,masculino,branca,suplente,1426
2022,BA,975802,Mário Negromonte Jr,PP,deputado federal,masculino,branca,eleito por qp,147711
2022,MG,982792,Fabricio Grillo,PP,deputado federal,masculino,parda,suplente,1372
2022,MG,984821,Marcio Reinaldo,PP,deputado federal,masculino,branca,suplente,8679
2022,BA,985481,Tamires Nascimento,PP,deputado federal,feminino,parda,suplente,393
2022,PR,989463,Rafael Ragulo,PP,deputado federal,masculino,branca,suplente,6208
2022,PB,991425,Guga Oliveira,PP,deputado federal,masculino,branca,suplente,14353
2022,PB,992467,Gustavo Ramos,PP,deputado federal,masculino,branca,suplente,913
2022,BA,997014,Claudio Leite-Galego ,PP,deputado federal,masculino,parda,suplente,2485
2022,MG,997792,Dimas Fabiano,PP,deputado federal,masculino,branca,eleito por qp,96395
2022,SC,1006273,Anderson Batata,PP,deputado federal,masculino,branca,nao eleito,5088
2022,PE,1006283,Debora Serafim,PP,deputado federal,feminino,parda,suplente,3717
2022,PR,1007591,Pier,PP,deputado federal,masculino,branca,suplente,27215
2022,AL,1009648,Delegado Fabio Costa,PP,deputado federal,masculino,parda,eleito por media,60767
2022,BA,1013047,João Leão,PP,deputado federal,masculino,branca,eleito por media,102376
2022,CE,1015530,Rafael Branco,PP,deputado federal,masculino,branca,suplente,13716
2022,MA,1016323,André Fufuca,PP,deputado federal,masculino,parda,eleito por qp,135078
2022,PR,1025706,Tião Medeiros,PP,deputado federal,masculino,branca,eleito por qp,109344
2022,PR,1029128,Paulo Leonar,PP,deputado federal,masculino,parda,suplente,1770
2022,RJ,1039298,Haroldo Bunn,PP,deputado federal,masculino,branca,suplente,2122
2022,PR,1042681,Pedro Lupion,PP,deputado federal,masculino,branca,eleito por qp,109043
2022,RJ,1044514,Dra. Alexandra Menezes,PP,deputado federal,feminino,parda,suplente,3263
2022,ES,1045785,Marcia Bortoloti,PP,deputado federal,feminino,branca,suplente,3662
2022,RJ,1057534,Pedro Augusto,PP,deputado federal,masculino,branca,suplente,21790
2022,MG,1058035,Guinho Distribuidora Popular,PP,deputado federal,masculino,parda,suplente,1649
2022,MG,1059404,Mariel Marra,PP,deputado federal,masculino,branca,suplente,2272
2022,PE,1063930,Guarda Marília,PP,deputado federal,feminino,parda,suplente,4138
2022,SC,1068790,João Pizzolatti,PP,deputado federal,masculino,branca,nao eleito,28195
2022,BA,1070053,Neto Carletto,PP,deputado federal,masculino,parda,eleito por qp,164655
2022,SC,1072274,Zimmermann,PP,deputado federal,masculino,branca,nao eleito,1986
2022,RJ,1076068,Eliane Da Saúde,PP,deputado federal,feminino,branca,suplente,2124
2022,PR,1081682,Alborghetti Neto,PP,deputado federal,masculino,branca,suplente,2529
2022,TO,1085350,Lazaro Botelho,PP,deputado federal,masculino,branca,eleito por media,13668
2022,MG,1086264,Luciana Braz (Tia Lu),PP,deputado federal,feminino,parda,suplente,302
